family,subfamily,endpoint,tumor_type,source,n,positive,negative,prevalence
driver_mutation,Bailey_tissue_specific_driver,PTEN,UCEC,TCGA_MC3_Bailey2018,487,261,226,0.535934291581109
driver_mutation,Bailey_tissue_specific_driver,RB1,UCEC,TCGA_MC3_Bailey2018,487,53,434,0.108829568788501
driver_mutation,Bailey_tissue_specific_driver,RPL22,UCEC,TCGA_MC3_Bailey2018,487,44,443,0.0903490759753593
driver_mutation,Bailey_tissue_specific_driver,SCAF4,UCEC,TCGA_MC3_Bailey2018,487,55,432,0.112936344969199
driver_mutation,Bailey_tissue_specific_driver,SIN3A,UCEC,TCGA_MC3_Bailey2018,487,48,439,0.0985626283367557
driver_mutation,Bailey_tissue_specific_driver,SMC1A,UCEC,TCGA_MC3_Bailey2018,487,43,444,0.0882956878850103
driver_mutation,Bailey_tissue_specific_driver,SOS1,UCEC,TCGA_MC3_Bailey2018,487,44,443,0.0903490759753593
driver_mutation,Bailey_tissue_specific_driver,SOX17,UCEC,TCGA_MC3_Bailey2018,487,20,467,0.0410677618069815
driver_mutation,Bailey_tissue_specific_driver,SPOP,UCEC,TCGA_MC3_Bailey2018,487,40,447,0.082135523613963
driver_mutation,Bailey_tissue_specific_driver,TAF1,UCEC,TCGA_MC3_Bailey2018,487,81,406,0.166324435318275
driver_mutation,Bailey_tissue_specific_driver,TP53,UCEC,TCGA_MC3_Bailey2018,487,155,332,0.318275154004107
driver_mutation,Bailey_tissue_specific_driver,ZFHX3,UCEC,TCGA_MC3_Bailey2018,487,96,391,0.197125256673511
driver_mutation,Bailey_tissue_specific_driver,ZMYM2,UCEC,TCGA_MC3_Bailey2018,487,52,435,0.106776180698152
driver_mutation,Bailey_tissue_specific_driver,FBXW7,UCS,TCGA_MC3_Bailey2018,53,21,32,0.39622641509434
driver_mutation,Bailey_tissue_specific_driver,GNA11,UVM,TCGA_MC3_Bailey2018,80,36,44,0.45
driver_mutation,Bailey_tissue_specific_driver,GNAQ,UVM,TCGA_MC3_Bailey2018,80,40,40,0.5
