layer,foundation_model,family,subfamily,tumor_type,endpoint,source,n,positive,negative,seed,saved_current_balanced_accuracy,recomputed_primary_balanced_accuracy,primary_sensitivity,primary_specificity,primary_auc,primary_pr_auc,equal_prior_balanced_accuracy,equal_prior_sensitivity,equal_prior_specificity,equal_prior_auc,equal_prior_pr_auc,optimized_balanced_accuracy,optimized_sensitivity,optimized_specificity,optimized_auc,optimized_pr_auc,current_crossing,current_candidate,recomputed_primary_crossing,equal_prior_crossing,optimized_crossing,median_primary_component,median_equal_component,median_optimized_component,median_optimized_threshold,primary_components_at_ceiling,equal_components_at_ceiling,optimized_components_at_ceiling,equal_prior_delta_ba,optimized_delta_ba,primary_reproduction_delta,near_threshold,baseline_crossing,union_positive,optimized_membership_change,equal_prior_membership_change,fastPLS_version,fastPLS_remote_sha
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KICH,TP53,SanchezVega2018_TableS4,65,21,44,20260970,0.543831168831169,0.543831168831169,0.428571428571429,0.659090909090909,0.558441558441558,0.408884386790037,0.531385281385281,0.380952380952381,0.681818181818182,0.538961038961039,0.397306010438284,0.525432900432901,0.619047619047619,0.431818181818182,0.560606060606061,0.417222736657062,FALSE,FALSE,FALSE,FALSE,FALSE,3,9,5,-3.14289747850783,0,0,0,-0.0124458874458875,-0.0183982683982683,-2.22044604925031e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KIRC,Cell Cycle,SanchezVega2018_TableS4,243,46,197,20260852,0.489075259324652,0.489075259324652,0.130434782608696,0.847715736040609,0.484881924519974,0.202060640722578,0.49806885897153,0.326086956521739,0.67005076142132,0.50209666740234,0.206977390872301,0.510372986095785,0.391304347826087,0.629441624365482,0.54535422644008,0.200068254253243,FALSE,FALSE,FALSE,FALSE,FALSE,6,2,3,-1.57635541883363,0,0,0,0.00899359964687713,0.0212977267711323,3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KIRC,NOTCH,SanchezVega2018_TableS4,336,24,312,20260900,0.512820512820513,0.512820512820513,0.0833333333333333,0.942307692307692,0.579059829059829,0.100822089456545,0.568910256410256,0.333333333333333,0.80448717948718,0.588675213675214,0.0994269362117265,0.543269230769231,0.708333333333333,0.378205128205128,0.598958333333333,0.0987289809674591,FALSE,FALSE,FALSE,FALSE,FALSE,10,5,6,-6.09035071586672,1,0,0,0.0560897435897436,0.0304487179487181,-2.22044604925031e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KIRC,PI3K,SanchezVega2018_TableS4,336,55,281,20260928,0.496214817211259,0.496214817211259,0.145454545454545,0.846975088967972,0.525137495956001,0.175095120973088,0.628405046910385,0.527272727272727,0.729537366548043,0.685797476544808,0.28491332485749,0.653283726949207,0.690909090909091,0.615658362989324,0.685797476544808,0.28491332485749,FALSE,FALSE,FALSE,TRUE,TRUE,14,1,1,-1.92256953243757,0,0,0,0.132190229699127,0.157068909737949,-4.9960036108132e-16,FALSE,FALSE,TRUE,TRUE,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KIRC,RTK RAS,SanchezVega2018_TableS4,336,47,289,20260948,0.497570492527424,0.497570492527424,0.0851063829787234,0.910034602076125,0.458882426562615,0.13642406540468,0.590701612309505,0.48936170212766,0.692041522491349,0.571523227563867,0.168906732480243,0.544945888242656,0.425531914893617,0.664359861591696,0.571302363248178,0.194746022430745,FALSE,FALSE,FALSE,FALSE,FALSE,8,2,1,-2.09830324116203,0,0,0,0.0931311197820805,0.0473753957152323,-5.55111512312578e-17,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KIRC,WNT,SanchezVega2018_TableS4,336,23,313,20260999,0.577371857202389,0.577371857202389,0.173913043478261,0.980830670926517,0.60702875399361,0.187737128916037,0.61355743853313,0.434782608695652,0.792332268370607,0.633421308515072,0.182792868536122,0.599527712182248,0.521739130434783,0.677316293929713,0.582025281289068,0.150175913359623,FALSE,FALSE,FALSE,TRUE,FALSE,5,1,1,-3.32187993461423,0,0,0,0.0361855813307405,0.0221558549798584,1.11022302462516e-16,TRUE,FALSE,TRUE,FALSE,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KIRP,Cell Cycle,SanchezVega2018_TableS4,243,31,212,20260844,0.688451004260499,0.688451004260499,0.419354838709677,0.957547169811321,0.823797930614729,0.506797336003217,0.731360316494218,0.580645161290323,0.882075471698113,0.834144856968959,0.551962850719438,0.788040170419964,0.774193548387097,0.80188679245283,0.79123554473524,0.423805702982517,TRUE,TRUE,TRUE,TRUE,TRUE,3,2,2,-2.70819287758436,0,0,0,0.0429093122337189,0.0995891661594644,1.11022302462516e-16,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KIRP,HIPPO,SanchezVega2018_TableS4,255,29,226,20260863,0.543713762587733,0.543713762587733,0.206896551724138,0.880530973451327,0.50778150747635,0.141187635477141,0.512740311260299,0.206896551724138,0.81858407079646,0.538754958803784,0.131354005744292,0.487412267317669,0.448275862068966,0.526548672566372,0.495270064083003,0.126696324834644,FALSE,FALSE,FALSE,FALSE,FALSE,12,11,11,-5.68239965905,0,1,0,-0.0309734513274336,-0.056301495270064,-3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KIRP,NOTCH,SanchezVega2018_TableS4,255,31,224,20260893,0.508208525345622,0.508208525345622,0.0967741935483871,0.919642857142857,0.459965437788019,0.124197340551396,0.56804435483871,0.354838709677419,0.78125,0.548675115207373,0.202025065048288,0.459389400921659,0.258064516129032,0.660714285714286,0.473502304147465,0.139029971191113,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,-1.14006229802263,0,0,0,0.0598358294930876,-0.0488191244239631,1.11022302462516e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KIRP,PI3K,SanchezVega2018_TableS4,255,21,234,20260921,0.455128205128205,0.455128205128205,0,0.91025641025641,0.486772486772487,0.0807997034599525,0.474053724053724,0.285714285714286,0.662393162393162,0.457264957264957,0.0775013863507033,0.486874236874237,0.619047619047619,0.354700854700855,0.513634513634514,0.0976075734833878,FALSE,FALSE,FALSE,FALSE,FALSE,10,1,1,-3.01703785792456,0,0,0,0.0189255189255189,0.0317460317460318,1.11022302462516e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KIRP,RTK RAS,SanchezVega2018_TableS4,255,42,213,20260941,0.524647887323944,0.524647887323944,0.166666666666667,0.882629107981221,0.57981220657277,0.220016682502178,0.549128101945003,0.30952380952381,0.788732394366197,0.591437513972725,0.225773550809814,0.516599597585513,0.357142857142857,0.676056338028169,0.585624860272748,0.228891138525252,FALSE,FALSE,FALSE,FALSE,FALSE,8,4,8,-3.49139792652411,0,0,0,0.0244802146210598,-0.00804828973843053,-3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,KIRP,WNT,SanchezVega2018_TableS4,255,24,231,20260992,0.498376623376623,0.498376623376623,0.0833333333333333,0.913419913419913,0.51461038961039,0.116046357959408,0.547077922077922,0.25,0.844155844155844,0.523809523809524,0.127556914531372,0.515692640692641,0.416666666666667,0.614718614718615,0.501623376623377,0.11732536605207,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,4,-5.25634831257913,0,0,0,0.0487012987012987,0.0173160173160173,3.88578058618805e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LGG,Cell Cycle,SanchezVega2018_TableS4,476,195,281,20260856,0.621078565562551,0.621078565562551,0.430769230769231,0.811387900355872,0.643343370745506,0.5670003392421,0.616570855005019,0.564102564102564,0.669039145907473,0.679131307601058,0.605012278813949,0.60344009489917,0.466666666666667,0.740213523131673,0.639456154758646,0.554119342977369,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,2,-0.173381986996528,0,0,0,-0.00450771055753274,-0.0176384706633818,3.33066907387547e-16,TRUE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LGG,HIPPO,SanchezVega2018_TableS4,481,379,102,20260872,0.826555952196182,0.826555952196182,0.947229551451187,0.705882352941177,0.887112628692638,0.951835505247848,0.842400020694294,0.910290237467018,0.774509803921569,0.900744994567748,0.958480609357887,0.84692689740804,0.899736147757256,0.794117647058824,0.897589114801593,0.956141231047885,TRUE,TRUE,TRUE,TRUE,TRUE,7,5,5,1.1880770688011,0,0,0,0.0158440684981116,0.0203709452118578,-1.11022302462516e-16,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LGG,MYC,SanchezVega2018_TableS4,481,28,453,20260885,0.496885840428887,0.496885840428887,0.0357142857142857,0.958057395143488,0.585304320403658,0.0765021698483511,0.52846105329549,0.357142857142857,0.699779249448124,0.605408388520971,0.091034485760117,0.500946073793756,0.571428571428571,0.43046357615894,0.51766004415011,0.0633949489743482,FALSE,FALSE,FALSE,FALSE,FALSE,5,2,7,-5.8204816334671,0,0,0,0.0315752128666036,0.0040602333648691,-2.22044604925031e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LGG,NOTCH,SanchezVega2018_TableS4,481,120,361,20260903,0.50446675900277,0.50446675900277,0.225,0.78393351800554,0.507040627885503,0.255818634849001,0.514415974145891,0.408333333333333,0.620498614958449,0.531763619575254,0.270969910720635,0.506382733148661,0.608333333333333,0.404432132963989,0.522899353647276,0.277390905142832,FALSE,FALSE,FALSE,FALSE,FALSE,10,5,1,-1.29845395826021,1,1,0,0.00994921514312097,0.00191597414589106,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LGG,PI3K,SanchezVega2018_TableS4,481,113,368,20260932,0.564423816852636,0.564423816852636,0.221238938053097,0.907608695652174,0.574283378222393,0.340116437922704,0.60042323970758,0.548672566371681,0.652173913043478,0.636879569065025,0.40054102781032,0.613072335513659,0.628318584070796,0.597826086956522,0.636879569065025,0.40054102781032,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,1,-1.36602990760907,0,0,0,0.0359994228549442,0.0486485186610235,-3.33066907387547e-16,TRUE,FALSE,TRUE,TRUE,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LGG,RTK RAS,SanchezVega2018_TableS4,481,135,346,20260952,0.701273817169771,0.701273817169771,0.503703703703704,0.898843930635838,0.767287518732606,0.629634674496432,0.702729608220938,0.622222222222222,0.783236994219653,0.763498180261186,0.609174881592393,0.668133162063798,0.57037037037037,0.765895953757226,0.728387925497752,0.5414094284253,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,2,-0.682726703117683,0,0,0,0.00145579105116689,-0.033140655105973,-1.11022302462516e-16,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LGG,TGF-Beta,SanchezVega2018_TableS4,481,130,351,20260985,0.635327635327635,0.635327635327635,0.461538461538462,0.809116809116809,0.713324567170721,0.490850217800672,0.693732193732194,0.692307692307692,0.695156695156695,0.720271751040982,0.445594529565603,0.662962962962963,0.630769230769231,0.695156695156695,0.714946307254,0.453655671481772,TRUE,TRUE,TRUE,TRUE,TRUE,9,2,2,-0.675335349448025,0,0,0,0.0584045584045584,0.0276353276353276,3.33066907387547e-16,TRUE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LGG,TP53,SanchezVega2018_TableS4,481,248,233,20260969,0.813616225944898,0.813616225944898,0.790322580645161,0.836909871244635,0.885504637962066,0.880762976744168,0.813486432230375,0.794354838709677,0.832618025751073,0.879412986293784,0.876749315306625,0.822459504361069,0.782258064516129,0.862660944206009,0.879845632008861,0.87522586567307,TRUE,TRUE,TRUE,TRUE,TRUE,3,3,3,-0.076295310291955,0,0,0,-0.000129793714523041,0.0088432784161705,2.22044604925031e-16,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LGG,WNT,SanchezVega2018_TableS4,481,131,350,20261002,0.690970556161396,0.690970556161396,0.519083969465649,0.862857142857143,0.790577971646674,0.554892371792724,0.771210468920393,0.770992366412214,0.771428571428571,0.834700109051254,0.607829714818206,0.775517993456925,0.793893129770992,0.757142857142857,0.834700109051254,0.607829714818206,TRUE,TRUE,TRUE,TRUE,TRUE,3,2,2,-1.0862489269,0,0,0,0.0802399127589967,0.0845474372955288,-1.11022302462516e-16,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LIHC,Cell Cycle,SanchezVega2018_TableS4,337,232,105,20260845,0.635796387520526,0.635796387520526,0.862068965517241,0.40952380952381,0.671182266009852,0.779379616343012,0.626026272577997,0.775862068965517,0.476190476190476,0.675615763546798,0.788992670240244,0.630541871921182,0.689655172413793,0.571428571428571,0.667692939244663,0.783141777693221,TRUE,TRUE,TRUE,TRUE,TRUE,6,7,7,0.495573653742846,0,0,0,-0.00977011494252877,-0.0052545155993432,-5.55111512312578e-16,TRUE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LIHC,HIPPO,SanchezVega2018_TableS4,337,43,294,20260864,0.490389178927385,0.490389178927385,0.0930232558139535,0.887755102040816,0.529663028001898,0.130848692873322,0.507158677424458,0.255813953488372,0.758503401360544,0.51922164214523,0.141685198318674,0.500435057744028,0.534883720930233,0.465986394557823,0.548884670147129,0.145568356548859,FALSE,FALSE,FALSE,FALSE,FALSE,9,6,18,-8.40177318232948,0,1,0,0.0167694984970732,0.010045878816643,-1.11022302462516e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LIHC,MYC,SanchezVega2018_TableS4,337,61,276,20260880,0.534865763839392,0.534865763839392,0.163934426229508,0.905797101449275,0.577809455927774,0.220658019627846,0.551971964837254,0.459016393442623,0.644927536231884,0.572701354240912,0.217369594096267,0.535400332620575,0.360655737704918,0.710144927536232,0.55880256593015,0.225252072833104,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,2,-1.35089633087083,0,0,0,0.0171062009978618,0.000534568781183187,-2.22044604925031e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LIHC,NOTCH,SanchezVega2018_TableS4,337,87,250,20260894,0.508965517241379,0.508965517241379,0.137931034482759,0.88,0.514942528735632,0.279995555022854,0.532367816091954,0.528735632183908,0.536,0.53416091954023,0.276072498414697,0.52335632183908,0.574712643678161,0.472,0.509333333333333,0.255481107900154,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1,-1.11721979788865,0,0,0,0.0234022988505748,0.0143908045977011,3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LIHC,NRF2,SanchezVega2018_TableS4,337,22,315,20260910,0.484126984126984,0.484126984126984,0,0.968253968253968,0.477056277056277,0.0612549178241702,0.451226551226551,0.181818181818182,0.720634920634921,0.444877344877345,0.0570879636534934,0.525541125541126,0.727272727272727,0.323809523809524,0.487878787878788,0.0633206402002742,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,-4.01296545425168,1,0,0,-0.0329004329004329,0.0414141414141414,1.11022302462516e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LIHC,PI3K,SanchezVega2018_TableS4,337,85,252,20260922,0.526307189542484,0.526307189542484,0.247058823529412,0.805555555555556,0.546125116713352,0.284606240777751,0.53921568627451,0.411764705882353,0.666666666666667,0.577077497665733,0.305291488081815,0.523996265172736,0.635294117647059,0.412698412698413,0.524789915966387,0.265223003129006,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,5,-1.73909786549258,0,0,0,0.0129084967320261,-0.002310924369748,-3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LIHC,RTK RAS,SanchezVega2018_TableS4,337,74,263,20260942,0.531009146028158,0.531009146028158,0.202702702702703,0.859315589353612,0.539872572191964,0.252702534931262,0.555467064022197,0.418918918918919,0.692015209125475,0.571678142020347,0.294560885491314,0.559474874113657,0.445945945945946,0.673003802281369,0.575891480834447,0.285437810924458,FALSE,FALSE,FALSE,FALSE,FALSE,11,1,1,-1.0904459130925,0,0,0,0.0244579179940397,0.0284657280855,-5.55111512312578e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LIHC,TGF-Beta,SanchezVega2018_TableS4,337,24,313,20260978,0.484025559105431,0.484025559105431,0,0.968051118210863,0.472843450479233,0.0754793885084874,0.591719914802982,0.416666666666667,0.766773162939297,0.566160809371672,0.118621055672016,0.541134185303514,0.75,0.332268370607029,0.555378061767838,0.0918059373137669,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,17,-34.580848594679,0,0,2,0.107694355697551,0.057108626198083,3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LIHC,TP53,SanchezVega2018_TableS4,337,127,210,20260962,0.621297337832771,0.621297337832771,0.433070866141732,0.80952380952381,0.657405324334458,0.513201187571631,0.622384701912261,0.559055118110236,0.685714285714286,0.644094488188976,0.535908040774541,0.624859392575928,0.535433070866142,0.714285714285714,0.658980127484065,0.560930148478813,TRUE,TRUE,TRUE,TRUE,TRUE,3,3,3,-0.498378249397305,0,0,0,0.00108736407949017,0.00356205474315718,-1.11022302462516e-16,TRUE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LIHC,WNT,SanchezVega2018_TableS4,337,147,190,20260993,0.634622269960616,0.634622269960616,0.585034013605442,0.68421052631579,0.645255997135696,0.551097103113224,0.604135338345865,0.571428571428571,0.636842105263158,0.632295023272467,0.563283113967076,0.578392409595417,0.646258503401361,0.510526315789474,0.636698890082349,0.546751811649681,TRUE,TRUE,TRUE,TRUE,FALSE,3,5,5,-0.430174106080237,1,0,0,-0.0304869316147512,-0.0562298603651987,-1.11022302462516e-16,TRUE,TRUE,TRUE,TRUE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LUAD,Cell Cycle,SanchezVega2018_TableS4,426,252,174,20260838,0.519225506294472,0.519225506294472,0.670634920634921,0.367816091954023,0.545087575259989,0.626880721271807,0.562055281882868,0.543650793650794,0.580459770114943,0.562192118226601,0.631559846189146,0.564313081554461,0.507936507936508,0.620689655172414,0.561553548622514,0.639302021740753,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,0.411361364788197,0,0,0,0.0428297755883964,0.0450875752599891,-2.22044604925031e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LUAD,HIPPO,SanchezVega2018_TableS4,451,101,350,20260858,0.542333804809052,0.542333804809052,0.247524752475248,0.837142857142857,0.546110325318246,0.262266133692923,0.549250353606789,0.435643564356436,0.662857142857143,0.577227722772277,0.283760908927265,0.561881188118812,0.623762376237624,0.5,0.583677510608204,0.279546803187688,FALSE,FALSE,FALSE,FALSE,FALSE,11,8,6,-1.72848485291808,1,0,0,0.00691654879773684,0.0195473833097596,3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LUAD,MYC,SanchezVega2018_TableS4,451,103,348,20260873,0.49200703046535,0.49200703046535,0.16504854368932,0.818965517241379,0.507169958709965,0.232071161690462,0.534538555964736,0.436893203883495,0.632183908045977,0.527257002566678,0.251142692390696,0.522625823010825,0.660194174757282,0.385057471264368,0.513196071866979,0.231014578470613,FALSE,FALSE,FALSE,FALSE,FALSE,10,2,3,-2.64238974090014,0,1,0,0.0425315254993862,0.0306187925454748,-1.11022302462516e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LUAD,NOTCH,SanchezVega2018_TableS4,451,97,354,20260886,0.548852583144039,0.548852583144039,0.247422680412371,0.850282485875706,0.559467645174442,0.308843343543881,0.544600733880832,0.45360824742268,0.635593220338983,0.566456986429029,0.292418742057823,0.55949676742967,0.525773195876289,0.593220338983051,0.570912691478828,0.280420367488035,FALSE,FALSE,FALSE,FALSE,FALSE,9,5,6,-1.96391384734357,0,0,1,-0.00425184926320699,0.0106441842856311,-2.22044604925031e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LUAD,NRF2,SanchezVega2018_TableS4,451,63,388,20260905,0.505706921944035,0.505706921944035,0.142857142857143,0.868556701030928,0.579201440026182,0.174487748180124,0.589428898707249,0.53968253968254,0.639175257731959,0.616879397807233,0.192341023671109,0.586994763541155,0.650793650793651,0.52319587628866,0.607674684994273,0.203923835230843,FALSE,FALSE,FALSE,FALSE,FALSE,16,2,2,-2.23596129867164,1,0,1,0.0837219767632138,0.08128784159712,3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LUAD,PI3K,SanchezVega2018_TableS4,451,174,277,20260914,0.51931615419727,0.51931615419727,0.35632183908046,0.682310469314079,0.547014398937715,0.440454318860204,0.516629320718702,0.419540229885057,0.613718411552347,0.523942902195112,0.416983676907021,0.516152122494709,0.46551724137931,0.566787003610108,0.533860326154612,0.447434524207132,FALSE,FALSE,FALSE,FALSE,FALSE,15,4,3,-0.525813908838356,1,0,0,-0.00268683347856757,-0.0031640317025603,-3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LUAD,RTK RAS,SanchezVega2018_TableS4,451,338,113,20260933,0.499842907262921,0.499842907262921,0.893491124260355,0.106194690265487,0.516730376498927,0.769466601245211,0.520029323977588,0.579881656804734,0.460176991150443,0.519453317274965,0.758745913730599,0.499332355867414,0.547337278106509,0.451327433628319,0.523275907210557,0.762845084346493,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,2,1.08738270411592,0,0,0,0.0201864167146671,-0.000510551395507153,-1.11022302462516e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LUAD,TGF-Beta,SanchezVega2018_TableS4,451,45,406,20260971,0.495128626163109,0.495128626163109,0.0444444444444444,0.945812807881773,0.518281335522715,0.106825420585904,0.580760810071155,0.577777777777778,0.583743842364532,0.592063492063492,0.12463739402217,0.633908045977011,0.733333333333333,0.53448275862069,0.621291735084839,0.132639790183066,FALSE,FALSE,FALSE,FALSE,TRUE,11,1,1,-2.35789148137101,0,0,0,0.085632183908046,0.138779419813903,-5.55111512312578e-17,FALSE,FALSE,TRUE,TRUE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LUAD,TP53,SanchezVega2018_TableS4,451,274,177,20260956,0.664171718421378,0.664171718421378,0.802919708029197,0.525423728813559,0.741412016990391,0.777139318163822,0.695121448307147,0.751824817518248,0.638418079096045,0.738813971710174,0.767835512077384,0.691121283351891,0.766423357664234,0.615819209039548,0.729844529671327,0.754326352733726,TRUE,TRUE,TRUE,TRUE,TRUE,3,3,2,0.210540950094168,0,0,0,0.0309497298857684,0.0269495649305125,2.22044604925031e-16,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,oncogenic_pathway,oncogenic_pathway,LUAD,WNT,SanchezVega2018_TableS4,451,77,374,20260986,0.53170359052712,0.53170359052712,0.207792207792208,0.855614973262032,0.513021737620668,0.195822174029084,0.516233766233766,0.350649350649351,0.681818181818182,0.511736926175429,0.207002846345013,0.516042780748663,0.454545454545455,0.577540106951872,0.521876519202722,0.201595616288506,FALSE,FALSE,FALSE,FALSE,FALSE,17,6,4,-2.00816950959095,0,0,0,-0.0154698242933538,-0.0156608097784569,-1.11022302462516e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
