foundation_model,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,selected_components_median,selected_components_min,selected_components_max,seed,common_cohort
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,ARID2,TCGA_MC3_Bailey2018,365,22,343,,,,0.489795918367347,0.477338987543069,0.063095663772782,3,1,7,20260983,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,ARID2,TCGA_MC3_Bailey2018,365,22,343,,,,0.493572753776835,0.609859528226875,0.0887869716457069,8,5,10,20260983,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,BCOR,TCGA_MC3_Bailey2018,365,29,336,,,,0.521089901477833,0.524425287356322,0.131321926838577,7,3,9,20260984,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,BCOR,TCGA_MC3_Bailey2018,365,29,336,,,,0.52196223316913,0.597598522167488,0.126243909096548,3,2,9,20260984,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,BCOR,TCGA_MC3_Bailey2018,365,29,336,,,,0.537715517241379,0.623255336617406,0.138801925398125,4,2,9,20260984,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,CDH1,TCGA_MC3_Bailey2018,365,35,330,,,,0.558441558441558,0.734112554112554,0.227312506701409,6,4,10,20260985,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,CDH1,TCGA_MC3_Bailey2018,365,35,330,,,,0.601298701298701,0.732467532467533,0.232941932721933,8,6,9,20260985,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,CDH1,TCGA_MC3_Bailey2018,365,35,330,,,,0.56969696969697,0.737922077922078,0.222906274642641,6,5,10,20260985,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,CTNNB1,TCGA_MC3_Bailey2018,365,21,344,,,,0.495639534883721,0.711240310077519,0.119652336410041,1,1,3,20260986,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,CTNNB1,TCGA_MC3_Bailey2018,365,21,344,,,,0.510728128460687,0.559385382059801,0.0812751326306964,2,1,9,20260986,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,CTNNB1,TCGA_MC3_Bailey2018,365,21,344,,,,0.56125415282392,0.674003322259136,0.207329179803104,5,2,10,20260986,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,DMD,TCGA_MC3_Bailey2018,365,47,318,,,,0.507594005084973,0.540010705205406,0.151036485007325,4,1,8,20260987,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,DMD,TCGA_MC3_Bailey2018,365,47,318,,,,0.464672822159775,0.506757660912619,0.145202757406818,6,3,8,20260987,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,DMD,TCGA_MC3_Bailey2018,365,47,318,,,,0.480764084035863,0.629867523083099,0.16875830132124,5,2,10,20260987,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,ERBB4,TCGA_MC3_Bailey2018,365,45,320,,,,0.517881944444445,0.558263888888889,0.155251475020785,5,5,9,20260988,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,ERBB4,TCGA_MC3_Bailey2018,365,45,320,,,,0.494097222222222,0.477847222222222,0.128573645821291,5,3,7,20260988,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,ERBB4,TCGA_MC3_Bailey2018,365,45,320,,,,0.552777777777778,0.621111111111111,0.215028378465892,7,6,8,20260988,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,FBXW7,TCGA_MC3_Bailey2018,365,29,336,,,,0.497896141215107,0.629002463054187,0.13417097772754,4,4,9,20260989,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,FBXW7,TCGA_MC3_Bailey2018,365,29,336,,,,0.500256568144499,0.621202791461412,0.113654356878978,4,2,10,20260989,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,FBXW7,TCGA_MC3_Bailey2018,365,29,336,,,,0.57815065681445,0.623768472906404,0.191590827294663,8,7,9,20260989,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,KRAS,TCGA_MC3_Bailey2018,365,30,335,,,,0.518407960199005,0.529353233830846,0.123452797215685,3,2,9,20260990,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,KRAS,TCGA_MC3_Bailey2018,365,30,335,,,,0.533582089552239,0.655223880597015,0.169283759771777,7,3,10,20260990,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,KRAS,TCGA_MC3_Bailey2018,365,30,335,,,,0.559452736318408,0.696517412935323,0.193038664516488,6,5,10,20260990,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,MUC6,TCGA_MC3_Bailey2018,365,38,327,,,,0.487164010944793,0.52317720907774,0.112064456279334,3,1,8,20260991,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,MUC6,TCGA_MC3_Bailey2018,365,38,327,,,,0.486238532110092,0.472477064220184,0.100954828819202,2,1,6,20260991,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,MUC6,TCGA_MC3_Bailey2018,365,38,327,,,,0.485634958957026,0.54981490423306,0.128017908976754,6,1,10,20260991,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,PIK3CA,TCGA_MC3_Bailey2018,365,55,310,,,,0.556451612903226,0.707155425219941,0.263425368226952,7,3,10,20260992,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,PIK3CA,TCGA_MC3_Bailey2018,365,55,310,,,,0.577272727272727,0.649853372434018,0.258645521098042,6,2,10,20260992,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,PIK3CA,TCGA_MC3_Bailey2018,365,55,310,,,,0.610997067448681,0.791143695014663,0.330985951714188,5,3,6,20260992,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,PTEN,TCGA_MC3_Bailey2018,365,23,342,,,,0.527396389524536,0.614543605390287,0.131458589619594,4,3,9,20260993,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,PTEN,TCGA_MC3_Bailey2018,365,23,342,,,,0.525934401220443,0.595092804474956,0.0974340501395877,7,1,10,20260993,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,PTEN,TCGA_MC3_Bailey2018,365,23,342,,,,0.483918128654971,0.551868802440885,0.0725491386180719,7,1,10,20260993,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,RASA1,TCGA_MC3_Bailey2018,365,21,344,,,,0.486918604651163,0.60686600221484,0.0957018617016139,3,1,9,20260994,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,RASA1,TCGA_MC3_Bailey2018,365,21,344,,,,0.517995570321152,0.498892580287929,0.0710536550015265,2,1,7,20260994,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,RASA1,TCGA_MC3_Bailey2018,365,21,344,,,,0.569075304540421,0.657392026578073,0.140035039441386,8,7,10,20260994,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,RHOA,TCGA_MC3_Bailey2018,365,20,345,,,,0.536956521739131,0.616811594202899,0.0894612554473064,9,4,9,20260995,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,RHOA,TCGA_MC3_Bailey2018,365,20,345,,,,0.489855072463768,0.609420289855073,0.0922721221732676,6,3,10,20260995,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,RHOA,TCGA_MC3_Bailey2018,365,20,345,,,,0.556159420289855,0.705797101449275,0.180976274135859,10,7,10,20260995,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,RNF43,TCGA_MC3_Bailey2018,365,29,336,,,,0.537715517241379,0.612171592775041,0.158896183026176,5,4,10,20260996,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,RNF43,TCGA_MC3_Bailey2018,365,29,336,,,,0.614121510673235,0.757594417077176,0.252058148338984,4,3,9,20260996,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,RNF43,TCGA_MC3_Bailey2018,365,29,336,,,,0.583487274220033,0.656814449917898,0.179304584533882,9,6,10,20260996,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,SMAD4,TCGA_MC3_Bailey2018,365,26,339,,,,0.519287497163603,0.554912638983435,0.103466373157245,7,3,10,20260997,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,SMAD4,TCGA_MC3_Bailey2018,365,26,339,,,,0.519287497163603,0.508622645790787,0.116181110925417,3,2,8,20260997,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,SMAD4,TCGA_MC3_Bailey2018,365,26,339,,,,0.559223961878829,0.552076242341729,0.114430153164072,8,1,10,20260997,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,TP53,TCGA_MC3_Bailey2018,365,177,188,,,,0.612768962615699,0.627509316023561,0.616090915479515,2,2,6,20260998,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,TP53,TCGA_MC3_Bailey2018,365,177,188,,,,0.662128861642024,0.696568097127059,0.686597709683411,3,3,4,20260998,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,TP53,TCGA_MC3_Bailey2018,365,177,188,,,,0.673097728092319,0.739902632527948,0.677885790399031,3,3,3,20260998,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,TGCT,KIT,TCGA_MC3_Bailey2018,128,20,108,,,,0.503703703703704,0.643518518518519,0.293517531877589,4,2,7,20260999,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,TGCT,KIT,TCGA_MC3_Bailey2018,128,20,108,,,,0.617592592592593,0.713888888888889,0.40262710397846,5,3,10,20260999,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,TGCT,KIT,TCGA_MC3_Bailey2018,128,20,108,,,,0.512962962962963,0.504166666666667,0.190996854040344,6,1,8,20260999,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,THCA,BRAF,TCGA_MC3_Bailey2018,480,286,194,,,,0.778188306538822,0.861022997620936,0.881886977846014,3,2,6,20261000,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,THCA,BRAF,TCGA_MC3_Bailey2018,480,286,194,,,,0.784352245692452,0.875189243745945,0.906984323485014,3,3,5,20261000,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,THCA,BRAF,TCGA_MC3_Bailey2018,480,286,194,,,,0.826688775142383,0.896348496863961,0.911184168269491,4,3,5,20261000,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,THCA,NRAS,TCGA_MC3_Bailey2018,480,38,442,,,,0.619849964277209,0.748809240295308,0.239435246391752,7,3,9,20261001,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,THCA,NRAS,TCGA_MC3_Bailey2018,480,38,442,,,,0.637532745891879,0.711836151464634,0.28277148784869,7,4,10,20261001,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,THCA,NRAS,TCGA_MC3_Bailey2018,480,38,442,,,,0.672481543224577,0.859490354846392,0.449661606021647,6,2,9,20261001,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,THYM,GTF2I,TCGA_MC3_Bailey2018,116,57,59,,,,0.784864704133215,0.890573892358014,0.858738162128353,2,2,3,20261002,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,THYM,GTF2I,TCGA_MC3_Bailey2018,116,57,59,,,,0.792447219744276,0.836455545643771,0.787690687918451,2,1,6,20261002,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,THYM,GTF2I,TCGA_MC3_Bailey2018,116,57,59,,,,0.871394588165329,0.920606601248885,0.910304727415446,3,1,4,20261002,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ACVR1,TCGA_MC3_Bailey2018,486,26,460,,,,0.540301003344482,0.624581939799331,0.138702971385106,9,7,10,20261003,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ACVR1,TCGA_MC3_Bailey2018,486,26,460,,,,0.489130434782609,0.497909698996656,0.0532920420492102,5,1,9,20261003,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ACVR1,TCGA_MC3_Bailey2018,486,26,460,,,,0.525418060200669,0.537207357859532,0.0679497151123062,6,4,10,20261003,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ARHGAP35,TCGA_MC3_Bailey2018,486,82,404,,,,0.534804395073654,0.577366578121227,0.219839516185766,8,6,10,20261004,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ARHGAP35,TCGA_MC3_Bailey2018,486,82,404,,,,0.507848345810191,0.581562424535136,0.21154701697376,7,5,9,20261004,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ARHGAP35,TCGA_MC3_Bailey2018,486,82,404,,,,0.516602269983096,0.585969572567013,0.24102432587971,4,3,8,20261004,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ARID1A,TCGA_MC3_Bailey2018,486,175,311,,,,0.598346348185577,0.649260450160772,0.499947115286844,9,7,10,20261005,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ARID1A,TCGA_MC3_Bailey2018,486,175,311,,,,0.622287551676619,0.665907211759302,0.536324473065761,3,3,4,20261005,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ARID1A,TCGA_MC3_Bailey2018,486,175,311,,,,0.630675241157556,0.713385392742306,0.56846284416144,6,4,7,20261005,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ARID5B,TCGA_MC3_Bailey2018,486,52,434,,,,0.496189294576391,0.467165898617512,0.120670134187692,8,1,10,20261006,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ARID5B,TCGA_MC3_Bailey2018,486,52,434,,,,0.481212336051046,0.469425735554768,0.100679581961862,8,4,10,20261006,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ARID5B,TCGA_MC3_Bailey2018,486,52,434,,,,0.545817086139667,0.682426444523219,0.206548535009365,9,8,10,20261006,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATF7IP,TCGA_MC3_Bailey2018,486,35,451,,,,0.508615774469433,0.614824200190054,0.116599077765877,5,5,10,20261007,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATF7IP,TCGA_MC3_Bailey2018,486,35,451,,,,0.520684193854926,0.634019638897688,0.153517717570458,9,6,10,20261007,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATF7IP,TCGA_MC3_Bailey2018,486,35,451,,,,0.532879315806145,0.634526449160596,0.179585522770849,4,2,10,20261007,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATM,TCGA_MC3_Bailey2018,486,74,412,,,,0.550380477564944,0.615520860666492,0.216134839716275,9,3,10,20261008,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATM,TCGA_MC3_Bailey2018,486,74,412,,,,0.601482550511677,0.632511151928628,0.267582220349917,9,8,10,20261008,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATM,TCGA_MC3_Bailey2018,486,74,412,,,,0.633035948569929,0.727138546313304,0.398255574723305,6,3,9,20261008,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATR,TCGA_MC3_Bailey2018,486,51,435,,,,0.571602434077079,0.600856434527834,0.175802093604382,8,5,9,20261009,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATR,TCGA_MC3_Bailey2018,486,51,435,,,,0.562947937795808,0.637863421230561,0.240781097466489,5,4,8,20261009,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATR,TCGA_MC3_Bailey2018,486,51,435,,,,0.539350912778905,0.63403200360604,0.189950900161644,8,4,10,20261009,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,BCOR,TCGA_MC3_Bailey2018,486,70,416,,,,0.496256868131868,0.530288461538462,0.150203983032567,5,1,7,20261010,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,BCOR,TCGA_MC3_Bailey2018,486,70,416,,,,0.536504120879121,0.621497252747253,0.227760492024485,6,6,8,20261010,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,BCOR,TCGA_MC3_Bailey2018,486,70,416,,,,0.549587912087912,0.64323489010989,0.224375976762964,9,5,10,20261010,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CCND1,TCGA_MC3_Bailey2018,486,31,455,,,,0.483516483516484,0.450903934774903,0.0608353055294444,6,3,10,20261011,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CCND1,TCGA_MC3_Bailey2018,486,31,455,,,,0.49195320808224,0.557603686635945,0.0803097693522947,8,5,10,20261011,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CCND1,TCGA_MC3_Bailey2018,486,31,455,,,,0.502942219071251,0.597518610421836,0.0847314308904189,6,3,10,20261011,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CHD3,TCGA_MC3_Bailey2018,486,71,415,,,,0.53325979976243,0.633667062616664,0.221703697445252,8,4,10,20261012,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CHD3,TCGA_MC3_Bailey2018,486,71,415,,,,0.558645851009672,0.66431359239776,0.272858811909939,8,5,10,20261012,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CHD3,TCGA_MC3_Bailey2018,486,71,415,,,,0.634074325470898,0.690683862209401,0.348836168167553,9,4,10,20261012,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CHD4,TCGA_MC3_Bailey2018,486,94,392,,,,0.567059270516717,0.614877333912288,0.312560578758055,9,7,9,20261013,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CHD4,TCGA_MC3_Bailey2018,486,94,392,,,,0.563232739904472,0.61672275293096,0.300161428240148,4,3,7,20261013,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CHD4,TCGA_MC3_Bailey2018,486,94,392,,,,0.528115501519757,0.591103994789405,0.28311265255485,4,3,4,20261013,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTCF,TCGA_MC3_Bailey2018,486,96,390,,,,0.578926282051282,0.649946581196581,0.308999610144774,9,5,10,20261014,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTCF,TCGA_MC3_Bailey2018,486,96,390,,,,0.546714743589744,0.594017094017094,0.269382959820434,10,6,10,20261014,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTCF,TCGA_MC3_Bailey2018,486,96,390,,,,0.571073717948718,0.669337606837607,0.322407196551506,9,3,10,20261014,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTNNB1,TCGA_MC3_Bailey2018,486,96,390,,,,0.543669871794872,0.572676282051282,0.24833768291521,8,6,10,20261015,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTNNB1,TCGA_MC3_Bailey2018,486,96,390,,,,0.512820512820513,0.575,0.228408521457266,10,7,10,20261015,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTNNB1,TCGA_MC3_Bailey2018,486,96,390,,,,0.59198717948718,0.654967948717949,0.321109605627107,7,5,10,20261015,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTNND1,TCGA_MC3_Bailey2018,486,41,445,,,,0.49534118936695,0.498602356810085,0.0922193198903166,4,2,10,20261016,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTNND1,TCGA_MC3_Bailey2018,486,41,445,,,,0.515072622636339,0.476020827624007,0.0898679543620147,9,2,10,20261016,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTNND1,TCGA_MC3_Bailey2018,486,41,445,,,,0.48972321183886,0.52058098109071,0.0898170769316586,8,5,10,20261016,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,DICER1,TCGA_MC3_Bailey2018,486,51,435,,,,0.498918187964841,0.633400946585531,0.157745651704192,3,1,9,20261017,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,DICER1,TCGA_MC3_Bailey2018,486,51,435,,,,0.543340094658553,0.625061978814514,0.180977041646684,8,4,9,20261017,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,DICER1,TCGA_MC3_Bailey2018,486,51,435,,,,0.556592292089249,0.685733603786342,0.199391151186883,8,4,9,20261017,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,EP300,TCGA_MC3_Bailey2018,486,56,430,,,,0.487209302325581,0.508014950166113,0.118908559555893,3,1,10,20261018,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,EP300,TCGA_MC3_Bailey2018,486,56,430,,,,0.51985049833887,0.588828903654485,0.155985428537874,6,5,9,20261018,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,EP300,TCGA_MC3_Bailey2018,486,56,430,,,,0.536544850498339,0.616943521594684,0.181890308061761,9,8,10,20261018,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ERBB2,TCGA_MC3_Bailey2018,486,25,461,,,,0.490238611713666,0.423253796095445,0.0460281009278757,1,1,9,20261019,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ERBB2,TCGA_MC3_Bailey2018,486,25,461,,,,0.494577006507592,0.52997830802603,0.0580913861666639,4,1,9,20261019,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ERBB2,TCGA_MC3_Bailey2018,486,25,461,,,,0.489154013015184,0.634793926247289,0.081800103236001,5,3,7,20261019,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ERBB3,TCGA_MC3_Bailey2018,486,46,440,,,,0.483596837944664,0.496245059288538,0.105026005935392,5,1,9,20261020,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ERBB3,TCGA_MC3_Bailey2018,486,46,440,,,,0.515711462450593,0.604545454545455,0.139746720093753,10,9,10,20261020,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ERBB3,TCGA_MC3_Bailey2018,486,46,440,,,,0.519614624505929,0.605978260869565,0.138122171225569,9,4,10,20261020,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,FAT1,TCGA_MC3_Bailey2018,486,82,404,,,,0.534804395073654,0.643473798599372,0.26461414497186,9,6,10,20261021,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,FAT1,TCGA_MC3_Bailey2018,486,82,404,,,,0.535951460999759,0.601304032842309,0.235202618805119,6,3,8,20261021,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,FAT1,TCGA_MC3_Bailey2018,486,82,404,,,,0.513855348949529,0.640394832166144,0.250924058075816,9,3,10,20261021,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,FBXW7,TCGA_MC3_Bailey2018,486,80,406,,,,0.566841133004926,0.672598522167488,0.285181671902797,9,8,10,20261022,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,FBXW7,TCGA_MC3_Bailey2018,486,80,406,,,,0.51570197044335,0.599137931034483,0.230879784424473,5,1,8,20261022,TRUE
