outer_fold,outer_test_positive,outer_test_negative,primary_component,primary_inner_ba,equal_component,equal_inner_ba,equal_threshold,optimized_component,optimized_inner_ba,optimized_threshold,outer_training_prior_positive,layer,foundation_model,family,tumor_type,endpoint
1,10,68,9,0.525,3,0.562037037037037,-2.01490302054226,16,0.591666666666667,-17.4881236713102,0.117647058823529,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ELF3
2,9,68,20,0.582532532532533,3,0.619169169169169,-1.98750404635415,10,0.638788788788789,-3.05990318452317,0.120521172638437,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ELF3
3,9,68,20,0.522372372372372,3,0.51031031031031,-1.98750404635415,2,0.529279279279279,-3.75273452912146,0.120521172638437,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ELF3
4,9,67,20,0.541089059539244,9,0.54288421262591,-1.99120090823548,20,0.584322329709784,-22.8990020536185,0.12012987012987,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ELF3
5,9,67,19,0.549067517702204,3,0.604268475117184,-1.99120090823548,18,0.641717363119577,-8.12151542131663,0.12012987012987,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ELF3
1,11,66,15,0.519159619450317,17,0.523740310077519,-1.81474898745275,15,0.55281007751938,-11.7128290179121,0.140065146579805,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,EP300
2,11,66,19,0.55404334038055,18,0.564041578576462,-1.81474898745275,9,0.590732910500352,-4.03262788120185,0.140065146579805,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,EP300
3,11,66,18,0.581087033121917,20,0.573775546159267,-1.81474898745275,14,0.655126849894292,-5.35888031285823,0.140065146579805,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,EP300
4,11,66,14,0.521053558844257,14,0.564570119802678,-1.81474898745275,17,0.608835447498238,-9.36290200270678,0.140065146579805,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,EP300
5,10,66,6,0.53030303030303,3,0.554924242424242,-1.79175946922806,20,0.590909090909091,-19.1001894545848,0.142857142857143,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,EP300
1,10,68,18,0.507407407407407,1,0.540740740740741,-2.01490302054226,9,0.597222222222222,-5.84975763921123,0.117647058823529,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERBB2
2,9,68,1,0.5,17,0.53033033033033,-1.98750404635415,17,0.577227227227227,-21.8837617223899,0.120521172638437,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERBB2
3,9,68,6,0.535535535535536,7,0.586786786786787,-1.98750404635415,11,0.63968968968969,-5.76183424723177,0.120521172638437,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERBB2
4,9,67,13,0.506681958711479,1,0.572205046374788,-1.99120090823548,1,0.576493467637379,-2.01224535332817,0.12012987012987,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERBB2
5,9,67,10,0.511618629699811,1,0.541537847810911,-1.99120090823548,1,0.54886805624813,-2.12552028976039,0.12012987012987,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERBB2
1,8,69,13,0.548295454545455,2,0.625625,-2.15103519486684,16,0.626704545454546,-9.5497236923058,0.104234527687296,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERBB3
2,8,69,20,0.565738636363636,20,0.579545454545455,-2.15103519486684,17,0.613977272727273,-11.3756989575917,0.104234527687296,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERBB3
3,8,69,9,0.537386363636364,9,0.549715909090909,-2.15103519486684,20,0.568238636363636,-4.31234205453367,0.104234527687296,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERBB3
4,8,69,9,0.545397727272727,10,0.568977272727273,-2.15103519486684,5,0.654204545454545,-4.76473434640218,0.104234527687296,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERBB3
5,8,68,6,0.561141304347826,5,0.55955615942029,-2.15466496291742,14,0.625452898550725,-6.80358771430852,0.103896103896104,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERBB3
1,7,70,5,0.542754736303123,1,0.631464413722478,-2.29900727164616,4,0.682987711213518,-4.36321035820581,0.0912052117263844,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERCC2
2,7,70,3,0.555299539170507,4,0.596070148489503,-2.29900727164616,4,0.665066564260113,-4.72819816029099,0.0912052117263844,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERCC2
3,7,70,5,0.585637480798771,1,0.611943164362519,-2.29900727164616,2,0.672299027137737,-3.57250475919159,0.0912052117263844,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERCC2
4,7,70,17,0.578469022017409,13,0.617703533026114,-2.29900727164616,6,0.726126472094214,-4.36127402661262,0.0912052117263844,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERCC2
5,7,69,2,0.544642857142857,6,0.55,-2.30258509299405,1,0.616071428571429,-2.63343641535038,0.0909090909090909,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,ERCC2
1,10,68,3,0.535185185185185,2,0.634259259259259,-2.01490302054226,2,0.67962962962963,-2.69630037037684,0.117647058823529,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FAT1
2,9,68,20,0.591241241241241,2,0.623423423423423,-1.98750404635415,6,0.653953953953954,-3.34904602222102,0.120521172638437,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FAT1
3,9,68,12,0.523673673673674,1,0.582132132132132,-1.98750404635415,1,0.644844844844845,-2.60320163185899,0.120521172638437,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FAT1
4,9,67,3,0.518400319138327,1,0.567966490475716,-1.99120090823548,2,0.616335893088661,-3.08729118680533,0.12012987012987,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FAT1
5,9,67,20,0.54722249925202,2,0.615936970180513,-1.99120090823548,2,0.641118978757355,-2.00976042440497,0.12012987012987,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FAT1
1,6,71,16,0.575898115429918,6,0.597762073027091,-2.46739306729529,18,0.653857479387515,-12.1701527970082,0.0781758957654723,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FBXW7
2,6,71,20,0.587897526501767,20,0.577296819787986,-2.46739306729529,19,0.621392815076561,-9.86245101586751,0.0781758957654723,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FBXW7
3,6,71,19,0.547997644287397,4,0.578327444051826,-2.46739306729529,20,0.643624852767962,-13.8545033157706,0.0781758957654723,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FBXW7
4,6,71,4,0.537765017667845,5,0.576560659599529,-2.46739306729529,5,0.609393404004711,-2.66050254189171,0.0781758957654723,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FBXW7
5,6,70,14,0.556924882629108,11,0.607100938967136,-2.47092040781326,14,0.628521126760563,-8.94022113724131,0.0779220779220779,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FBXW7
1,11,66,7,0.754712825933756,5,0.807963354474983,-1.81474898745275,5,0.817433051444679,-1.48890423420896,0.140065146579805,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FGFR3
2,11,66,4,0.729298801973221,5,0.768763213530655,-1.81474898745275,6,0.783077871740662,-2.53833660048375,0.140065146579805,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FGFR3
3,11,66,10,0.737138830162086,4,0.776603241719521,-1.81474898745275,5,0.802017265680057,-2.2776680892291,0.140065146579805,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FGFR3
4,11,66,2,0.694415081042988,5,0.736301973220578,-1.81474898745275,6,0.755197322057787,-3.51318183402041,0.140065146579805,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FGFR3
5,10,66,16,0.704545454545455,5,0.738636363636364,-1.79175946922806,2,0.761363636363636,-2.65780314255437,0.142857142857143,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,FGFR3
1,5,72,4,0.53874269005848,4,0.602613304093567,-2.71852150096951,9,0.692525584795322,-6.16244699312389,0.0618892508143323,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KANSL1
2,5,72,4,0.540478801169591,5,0.495614035087719,-2.71852150096951,4,0.649305555555556,-6.09653886594787,0.0618892508143323,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KANSL1
3,5,72,20,0.509228801169591,5,0.55171783625731,-2.71852150096951,3,0.607730263157895,-4.24514330215533,0.0618892508143323,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KANSL1
4,5,72,7,0.508954678362573,11,0.50749269005848,-2.71852150096951,7,0.603709795321637,-6.49702377175934,0.0618892508143323,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KANSL1
5,4,72,4,0.502430555555556,16,0.519444444444444,-2.66722820658196,4,0.636111111111111,-5.09054921069811,0.0649350649350649,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KANSL1
1,20,58,3,0.535469107551487,3,0.545594965675057,-1.10734596863686,15,0.607437070938215,-4.80655367307122,0.248366013071895,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KDM6A
2,19,58,9,0.521202710333145,8,0.549040090344438,-1.09427388706951,6,0.581309994353473,-1.65877490966652,0.250814332247557,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KDM6A
3,19,58,8,0.545087521174478,11,0.551214003387916,-1.09427388706951,20,0.57476002258611,-4.94234002742716,0.250814332247557,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KDM6A
4,19,57,6,0.567099567099567,7,0.58008658008658,-1.09861228866811,17,0.595238095238095,-6.02494174123119,0.25,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KDM6A
5,19,57,15,0.54978354978355,10,0.567099567099567,-1.09861228866811,6,0.608225108225108,-1.84278828757058,0.25,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KDM6A
1,5,73,17,0.514008620689655,20,0.500215517241379,-2.89729220074074,4,0.541379310344828,-9.14957914936759,0.0522875816993464,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KLF5
2,4,73,13,0.536409736308317,12,0.519168356997972,-2.8366675789243,20,0.5526369168357,-34.9843262339344,0.0553745928338762,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KLF5
3,4,73,20,0.54158215010142,1,0.541886409736308,-2.8366675789243,1,0.581744421906694,-2.93145528278425,0.0553745928338762,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KLF5
4,4,72,6,0.548514251061249,7,0.574691732363048,-2.84010992311528,19,0.609864564382454,-17.0188133804978,0.0551948051948052,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KLF5
5,4,72,3,0.522538912472205,2,0.578532443905397,-2.84010992311528,1,0.619466343238326,-3.62877414429861,0.0551948051948052,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KLF5
1,15,63,1,0.516785714285714,1,0.539357142857143,-1.4961092271271,1,0.553857142857143,-1.72963404292055,0.183006535947712,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KMT2C
2,14,63,13,0.567122807017544,12,0.592982456140351,-1.4784096500277,10,0.616701754385965,-2.78180397388012,0.185667752442997,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KMT2C
3,14,63,15,0.545578947368421,13,0.56621052631579,-1.4784096500277,1,0.610245614035088,-1.58122646587417,0.185667752442997,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KMT2C
4,14,62,18,0.577025232403719,19,0.577444607534773,-1.48240167129723,9,0.625428112112952,-4.46985557125743,0.185064935064935,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KMT2C
5,14,62,14,0.550709442930034,12,0.552736422730132,-1.48240167129723,20,0.575941846648494,-10.0620607391472,0.185064935064935,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KMT2C
1,22,55,1,0.540836446658364,2,0.545739933582399,-0.911734915338294,20,0.581958281444583,-4.9375634574732,0.286644951140065,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KMT2D
2,22,55,12,0.543871938563719,1,0.568363428808634,-0.911734915338294,1,0.587847654628477,-0.840361293391296,0.286644951140065,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KMT2D
3,22,55,3,0.539513283520133,2,0.534376297218763,-0.911734915338294,3,0.548645703611457,0.0308219507625177,0.286644951140065,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KMT2D
4,22,55,5,0.537178289746783,11,0.54244499792445,-0.911734915338294,2,0.562318389373184,-1.32794602414221,0.286644951140065,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KMT2D
5,22,54,4,0.526136363636364,1,0.584090909090909,-0.916290731874155,1,0.588636363636364,-0.815706388249783,0.285714285714286,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,KMT2D
1,5,72,14,0.609009502923977,1,0.664747807017544,-2.71852150096951,2,0.689327485380117,-3.46401813278966,0.0618892508143323,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,NFE2L2
2,5,72,7,0.580957602339181,1,0.66968201754386,-2.71852150096951,1,0.704952485380117,-2.83370448127409,0.0618892508143323,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,NFE2L2
3,5,72,4,0.61421783625731,9,0.688230994152047,-2.71852150096951,16,0.783625730994152,-12.9035146740246,0.0618892508143323,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,NFE2L2
4,5,72,9,0.537006578947368,4,0.614766081871345,-2.71852150096951,1,0.707510964912281,-3.33390034842613,0.0618892508143323,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,NFE2L2
5,4,72,8,0.611111111111111,3,0.702083333333333,-2.66722820658196,13,0.789583333333333,-11.7455948548664,0.0649350649350649,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,NFE2L2
1,17,61,5,0.594286626236834,6,0.653909990424513,-1.31040966359502,6,0.661857644430259,-1.62083836916374,0.212418300653595,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,PIK3CA
2,17,61,17,0.610788381742739,17,0.634727098627514,-1.31040966359502,10,0.647685924034472,-1.96172632547748,0.212418300653595,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,PIK3CA
3,16,60,8,0.573691460055096,5,0.589531680440771,-1.29928298413026,5,0.638429752066116,-2.06760702405634,0.214285714285714,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,PIK3CA
4,16,60,7,0.619146005509642,4,0.634986225895317,-1.29928298413026,7,0.665289256198347,-1.51418511741944,0.214285714285714,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,PIK3CA
5,16,60,6,0.581955922865014,5,0.59228650137741,-1.29928298413026,4,0.621212121212121,-2.54587850622709,0.214285714285714,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,PIK3CA
1,15,63,5,0.596148498331479,5,0.658022803114572,-1.45298573561856,5,0.690697997775306,-1.90067168324436,0.189542483660131,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RB1
2,15,62,5,0.619027835479851,2,0.645339980612104,-1.45700988591829,3,0.66812075889766,-1.82534134185705,0.188925081433225,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RB1
3,15,62,4,0.599778424040992,8,0.632703226699903,-1.45700988591829,5,0.668224622628445,-2.73210404098217,0.188925081433225,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RB1
4,14,62,5,0.605915186168403,1,0.657137022666939,-1.43991545255899,4,0.67881696276632,-0.883493499284917,0.191558441558442,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RB1
5,14,62,7,0.591858961268804,4,0.646688448710095,-1.43991545255899,4,0.670512558709414,-2.41314245397746,0.191558441558442,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RB1
1,5,72,12,0.516173245614035,2,0.506578947368421,-2.71852150096951,12,0.662372076023392,-11.8789557102574,0.0618892508143323,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RHOB
2,5,72,4,0.515899122807018,3,0.576571637426901,-2.71852150096951,19,0.681469298245614,-26.4475252884191,0.0618892508143323,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RHOB
3,5,72,1,0.5,3,0.548519736842105,-2.71852150096951,11,0.627923976608187,-13.1334927684681,0.0618892508143323,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RHOB
4,5,72,5,0.561586257309942,2,0.662463450292398,-2.71852150096951,18,0.772021198830409,-21.2738840110457,0.0618892508143323,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RHOB
5,4,72,1,0.5,1,0.548611111111111,-2.66722820658196,11,0.663541666666667,-11.2065249050276,0.0649350649350649,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RHOB
1,5,73,1,0.498275862068966,15,0.453448275862069,-2.89729220074074,3,0.520689655172414,-7.63482409976441,0.0522875816993464,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RXRA
2,4,73,2,0.498275862068966,12,0.493204868154158,-2.8366675789243,20,0.542697768762678,-42.5167313541804,0.0553745928338762,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RXRA
3,4,73,7,0.536409736308317,7,0.495030425963489,-2.8366675789243,12,0.580020283975659,-9.85291508487989,0.0553745928338762,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RXRA
4,4,72,13,0.508793208004851,17,0.517586416009703,-2.84010992311528,18,0.619466343238326,-27.5185425339693,0.0551948051948052,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RXRA
5,4,72,1,0.5,18,0.517586416009703,-2.84010992311528,14,0.597938144329897,-24.7462641093161,0.0551948051948052,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,RXRA
1,5,73,1,0.498269896193772,1,0.5,-2.83321334405622,2,0.538062283737024,-4.29035275948611,0.0555555555555556,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,SF3B1
2,5,73,8,0.508650519031142,8,0.555363321799308,-2.83321334405622,6,0.626297577854671,-4.96686228473704,0.0555555555555556,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,SF3B1
3,4,72,19,0.567816091954023,12,0.576628352490421,-2.77950916508436,4,0.629693486590038,-4.54373661323181,0.0584415584415584,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,SF3B1
4,4,72,2,0.52088122605364,6,0.542145593869732,-2.77950916508436,3,0.626819923371648,-4.78350530133155,0.0584415584415584,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,SF3B1
5,4,72,12,0.50536398467433,1,0.563409961685824,-2.77950916508436,5,0.6227969348659,-4.95605136618666,0.0584415584415584,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,SF3B1
1,9,68,12,0.527009020090201,11,0.547509225092251,-2.01859988242359,6,0.613417384173842,-5.41340833052344,0.117263843648208,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,SPTAN1
2,9,68,4,0.547304223042231,3,0.603167281672817,-2.01859988242359,2,0.653495284952849,-2.2665780537213,0.117263843648208,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,SPTAN1
3,9,68,10,0.566830668306683,3,0.591225912259123,-2.01859988242359,9,0.621258712587126,-5.34373836651425,0.117263843648208,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,SPTAN1
4,9,68,10,0.542742927429274,3,0.631918819188192,-2.01859988242359,7,0.664667896678967,-3.69513368525545,0.117263843648208,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,SPTAN1
5,9,67,10,0.551266339869281,10,0.560049019607843,-2.02228312783989,2,0.607638888888889,-2.91552070288172,0.116883116883117,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,SPTAN1
1,11,67,17,0.568993506493507,1,0.623647186147186,-1.83827948486295,1,0.635551948051948,-1.83625036633873,0.137254901960784,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,STAG2
2,11,66,6,0.557502246181492,7,0.549685534591195,-1.84206020770285,1,0.589487870619946,-2.06364927924114,0.136807817589577,TITAN permutation/FDR screen,TITAN,driver_mutation,BLCA,STAG2
