family,tumor_type,endpoint,repeat,sensitivity,specificity,balanced_accuracy,auc,pr_auc,ppv_tcga_prevalence,npv_tcga_prevalence,observed_tcga_prevalence
driver_mutation,STAD,TP53,3,0.64804469273743,0.71875,0.683397346368715,0.725966014897579,0.683123478107077,0.682352941176471,0.686567164179104,0.482479784366577
driver_mutation,STAD,TP53,4,0.692737430167598,0.703125,0.697931215083799,0.744995344506518,0.701238084768863,0.685082872928177,0.710526315789474,0.482479784366577
driver_mutation,STAD,TP53,5,0.653631284916201,0.661458333333333,0.657544809124767,0.712756052141527,0.654979243920532,0.642857142857143,0.671957671957672,0.482479784366577
driver_mutation,THCA,BRAF,1,0.930795847750865,0.73134328358209,0.831069565666477,0.896331491332266,0.904116904971496,0.8328173374613,0.880239520958084,0.589795918367347
driver_mutation,THCA,BRAF,2,0.913494809688581,0.756218905472637,0.834856857580609,0.886828831620445,0.890489875578797,0.843450479233227,0.858757062146893,0.589795918367347
driver_mutation,THCA,BRAF,3,0.930795847750865,0.751243781094527,0.841019814422696,0.894455060338446,0.899122872477144,0.843260188087774,0.883040935672515,0.589795918367347
driver_mutation,THCA,BRAF,4,0.916955017301038,0.756218905472637,0.836586961386838,0.891580161476355,0.89883616503171,0.843949044585987,0.863636363636364,0.589795918367347
driver_mutation,THCA,BRAF,5,0.937716262975779,0.741293532338308,0.839504897657043,0.899154745304619,0.900851692321598,0.839009287925697,0.892215568862276,0.589795918367347
driver_mutation,THCA,NRAS,1,0.384615384615385,0.960088691796009,0.672352038205697,0.809938029450225,0.429179792346508,0.454545454545455,0.947483588621444,0.0795918367346939
driver_mutation,THCA,NRAS,2,0.461538461538462,0.953436807095344,0.707487634316903,0.838649155722326,0.406525061701934,0.461538461538462,0.953436807095344,0.0795918367346939
driver_mutation,THCA,NRAS,3,0.487179487179487,0.944567627494457,0.715873557336972,0.816874182727841,0.39597053218825,0.431818181818182,0.955156950672646,0.0795918367346939
driver_mutation,THCA,NRAS,4,0.512820512820513,0.957871396895787,0.73534595485815,0.848598555915629,0.417534324709791,0.512820512820513,0.957871396895787,0.0795918367346939
driver_mutation,THCA,NRAS,5,0.384615384615385,0.946784922394679,0.665700153505032,0.824606288020922,0.372235315402294,0.384615384615385,0.946784922394679,0.0795918367346939
driver_mutation,THYM,GTF2I,1,0.864406779661017,0.836065573770492,0.850236176715755,0.901917199222006,0.86110965397785,0.836065573770492,0.864406779661017,0.491666666666667
driver_mutation,THYM,GTF2I,2,0.864406779661017,0.836065573770492,0.850236176715755,0.897193664906919,0.876718554665945,0.836065573770492,0.864406779661017,0.491666666666667
driver_mutation,THYM,GTF2I,3,0.915254237288136,0.868852459016394,0.892053348152265,0.913031397610447,0.856888833294392,0.870967741935484,0.913793103448276,0.491666666666667
driver_mutation,THYM,GTF2I,4,0.88135593220339,0.836065573770492,0.858710752986941,0.933592664629064,0.915169309171459,0.838709677419355,0.879310344827586,0.491666666666667
driver_mutation,THYM,GTF2I,5,0.864406779661017,0.819672131147541,0.842039455404279,0.891636565712698,0.853895035798281,0.82258064516129,0.862068965517241,0.491666666666667
driver_mutation,UCEC,ARID1A,1,0.431818181818182,0.784565916398714,0.608192049108448,0.701731949722304,0.543480132590206,0.531468531468532,0.709302325581395,0.361396303901437
driver_mutation,UCEC,ARID1A,2,0.482954545454546,0.768488745980707,0.625721645717627,0.686805758550132,0.534115035719474,0.54140127388535,0.724242424242424,0.361396303901437
driver_mutation,UCEC,ARID1A,3,0.482954545454546,0.787781350482315,0.63536794796843,0.727327535808243,0.579429159511756,0.562913907284768,0.729166666666667,0.361396303901437
driver_mutation,UCEC,ARID1A,4,0.460227272727273,0.787781350482315,0.624004311604794,0.7044723764981,0.549097244665253,0.551020408163265,0.720588235294118,0.361396303901437
driver_mutation,UCEC,ARID1A,5,0.505681818181818,0.790996784565916,0.648339301373867,0.728259280912014,0.580218147479662,0.577922077922078,0.738738738738739,0.361396303901437
driver_mutation,UCEC,PTEN,1,0.823754789272031,0.685840707964602,0.754797748618316,0.802410741531889,0.793643797542442,0.751748251748252,0.771144278606965,0.535934291581109
driver_mutation,UCEC,PTEN,2,0.78544061302682,0.70353982300885,0.744490218017835,0.795442986471366,0.782288137310767,0.753676470588235,0.73953488372093,0.535934291581109
driver_mutation,UCEC,PTEN,3,0.766283524904215,0.70353982300885,0.734911673956532,0.799833858881769,0.783643406703616,0.749063670411985,0.722727272727273,0.535934291581109
driver_mutation,UCEC,PTEN,4,0.78544061302682,0.672566371681416,0.729003492354118,0.790255314820466,0.766097325459756,0.734767025089606,0.730769230769231,0.535934291581109
driver_mutation,UCEC,PTEN,5,0.781609195402299,0.641592920353982,0.711601057878141,0.799528701725833,0.795457840809226,0.715789473684211,0.717821782178218,0.535934291581109
driver_mutation,UCEC,TP53,1,0.625806451612903,0.873493975903615,0.749650213758259,0.81441896618733,0.700583510775724,0.697841726618705,0.833333333333333,0.318275154004107
driver_mutation,UCEC,TP53,2,0.632258064516129,0.870481927710844,0.751369996113486,0.822464049747377,0.696129106755255,0.695035460992908,0.835260115606937,0.318275154004107
driver_mutation,UCEC,TP53,3,0.593548387096774,0.882530120481928,0.738039253789351,0.829965021375826,0.721575954173169,0.702290076335878,0.823033707865169,0.318275154004107
driver_mutation,UCEC,TP53,4,0.625806451612903,0.873493975903615,0.749650213758259,0.804994170229304,0.680615245112931,0.697841726618705,0.833333333333333,0.318275154004107
driver_mutation,UCEC,TP53,5,0.580645161290323,0.885542168674699,0.733093664982511,0.832413525068014,0.717586767873804,0.703125,0.818941504178273,0.318275154004107
fusion,BLCA,Any called fusion,1,0.875,0.290322580645161,0.582661290322581,0.635640681003584,0.818248680268129,0.792452830188679,0.428571428571429,0.755905511811024
fusion,BLCA,Any called fusion,2,0.840277777777778,0.290322580645161,0.56530017921147,0.628285543608124,0.830660238489678,0.785714285714286,0.36986301369863,0.755905511811024
fusion,BLCA,Any called fusion,3,0.868055555555556,0.32258064516129,0.595318100358423,0.642062425328554,0.829455392632342,0.798722044728435,0.441176470588235,0.755905511811024
fusion,BLCA,Any called fusion,4,0.864583333333333,0.311827956989247,0.58820564516129,0.631496415770609,0.805983542480105,0.795527156549521,0.426470588235294,0.755905511811024
fusion,BLCA,Any called fusion,5,0.871527777777778,0.236559139784946,0.554043458781362,0.654495221027479,0.847069462699736,0.779503105590062,0.372881355932203,0.755905511811024
fusion,LGG,Any called fusion,1,0.669491525423729,0.725099601593626,0.697295563508677,0.764248092376258,0.742119677312208,0.696035242290749,0.7,0.484599589322382
fusion,LGG,Any called fusion,2,0.673728813559322,0.764940239043825,0.719334526301573,0.770629347018705,0.747169939092523,0.729357798165138,0.713754646840149,0.484599589322382
fusion,LGG,Any called fusion,3,0.682203389830509,0.729083665338646,0.705643527584577,0.771692889459113,0.744751166315938,0.703056768558952,0.709302325581395,0.484599589322382
fusion,LGG,Any called fusion,4,0.673728813559322,0.760956175298805,0.717342494429063,0.769667094334526,0.74475111977653,0.726027397260274,0.712686567164179,0.484599589322382
fusion,LGG,Any called fusion,5,0.686440677966102,0.725099601593626,0.705770139779864,0.754895671551084,0.715183248294691,0.701298701298701,0.7109375,0.484599589322382
fusion,LIHC,Any called fusion,1,0.766355140186916,0.468531468531469,0.617443304359192,0.648290961375074,0.718964042276301,0.683333333333333,0.572649572649573,0.599439775910364
fusion,LIHC,Any called fusion,2,0.710280373831776,0.496503496503497,0.603391935167636,0.651950852885432,0.723715826047746,0.678571428571429,0.533834586466166,0.599439775910364
fusion,LIHC,Any called fusion,3,0.677570093457944,0.552447552447552,0.615008822952748,0.643618064178812,0.724803819554996,0.69377990430622,0.533783783783784,0.599439775910364
fusion,LIHC,Any called fusion,4,0.724299065420561,0.447552447552448,0.585925756486504,0.642278282465198,0.707790323630824,0.662393162393162,0.520325203252033,0.599439775910364
fusion,LIHC,Any called fusion,5,0.714953271028037,0.496503496503497,0.605728383765767,0.626037513887981,0.680246165377399,0.68,0.537878787878788,0.599439775910364
fusion,PRAD,Fusion pair: TMPRSS2--ERG,1,0.572327044025157,0.717842323651452,0.645084683838305,0.717372582791827,0.567494679653103,0.572327044025157,0.717842323651452,0.3975
fusion,PRAD,Fusion pair: TMPRSS2--ERG,2,0.50314465408805,0.726141078838174,0.614642866463112,0.667893212244579,0.521732982254863,0.547945205479452,0.688976377952756,0.3975
fusion,PRAD,Fusion pair: TMPRSS2--ERG,3,0.534591194968554,0.713692946058091,0.624142070513322,0.700122654557791,0.561496416591321,0.551948051948052,0.699186991869919,0.3975
fusion,PRAD,Fusion pair: TMPRSS2--ERG,4,0.566037735849057,0.726141078838174,0.646089407343616,0.707638508311804,0.57837389051564,0.576923076923077,0.717213114754098,0.3975
fusion,PRAD,Fusion pair: TMPRSS2--ERG,5,0.534591194968554,0.680497925311203,0.607544560139878,0.677340222865941,0.528362071029853,0.524691358024691,0.689075630252101,0.3975
fusion,SARC,Any called fusion,1,0.916666666666667,0.194444444444444,0.555555555555556,0.609439300411523,0.892980038876998,0.872246696035242,0.28,0.857142857142857
fusion,SARC,Any called fusion,2,0.925925925925926,0.277777777777778,0.601851851851852,0.649048353909465,0.911555962015095,0.88495575221239,0.384615384615385,0.857142857142857
fusion,SARC,Any called fusion,3,0.893518518518519,0.222222222222222,0.55787037037037,0.657921810699588,0.906071963768395,0.873303167420815,0.258064516129032,0.857142857142857
fusion,SARC,Any called fusion,4,0.875,0.25,0.5625,0.643261316872428,0.909095906842035,0.875,0.25,0.857142857142857
fusion,SARC,Any called fusion,5,0.939814814814815,0.333333333333333,0.636574074074074,0.6752829218107,0.906120631036591,0.894273127753304,0.48,0.857142857142857
fusion,THCA,Any called fusion,1,0.391304347826087,0.848901098901099,0.620102723363593,0.684782608695652,0.46775003565212,0.495412844036697,0.786259541984733,0.274900398406375
fusion,THCA,Any called fusion,2,0.391304347826087,0.865384615384615,0.628344481605351,0.709906035992993,0.519353144975694,0.524271844660194,0.789473684210526,0.274900398406375
fusion,THCA,Any called fusion,3,0.405797101449275,0.848901098901099,0.627349100175187,0.674550087593566,0.478419916260462,0.504504504504505,0.790281329923274,0.274900398406375
fusion,THCA,Any called fusion,4,0.398550724637681,0.879120879120879,0.63883580187928,0.707198598502946,0.487756266351113,0.555555555555556,0.794044665012407,0.274900398406375
fusion,THCA,Any called fusion,5,0.384057971014493,0.89010989010989,0.637083930562191,0.712414397197006,0.489354969463929,0.56989247311828,0.792176039119804,0.274900398406375
fusion,THCA,Fusion pair: CCDC6--RET,1,0.238095238095238,0.981288981288981,0.60969210969211,0.75962775962776,0.319510091610271,0.357142857142857,0.967213114754098,0.0418326693227092
fusion,THCA,Fusion pair: CCDC6--RET,2,0.333333333333333,0.983367983367983,0.658350658350658,0.835956835956836,0.437141239127071,0.466666666666667,0.971252566735113,0.0418326693227092
fusion,THCA,Fusion pair: CCDC6--RET,3,0.238095238095238,0.977130977130977,0.607613107613108,0.784278784278784,0.34128680192941,0.3125,0.967078189300411,0.0418326693227092
fusion,THCA,Fusion pair: CCDC6--RET,4,0.333333333333333,0.983367983367983,0.658350658350658,0.838728838728839,0.365074529532879,0.466666666666667,0.971252566735113,0.0418326693227092
