family,tumor_type,endpoint,repeat,outer_fold,selected_components,outer_training_positive,outer_training_negative,outer_test_positive,outer_test_negative,inner_folds,minimum_inner_training_positive,minimum_inner_training_negative,minimum_inner_validation_positive,minimum_inner_validation_negative,seed
driver_mutation,KIRC,SETD2,4,4,12,38,245,9,61,5,30,196,7,49,20300859
driver_mutation,KIRC,SETD2,4,5,11,38,245,9,61,5,30,196,7,49,20300859
driver_mutation,KIRC,SETD2,5,1,13,37,244,10,62,5,29,195,7,48,20310859
driver_mutation,KIRC,SETD2,5,2,15,37,245,10,61,5,29,196,7,49,20310859
driver_mutation,KIRC,SETD2,5,3,8,38,245,9,61,5,30,196,7,49,20310859
driver_mutation,KIRC,SETD2,5,4,9,38,245,9,61,5,30,196,7,49,20310859
driver_mutation,KIRC,SETD2,5,5,17,38,245,9,61,5,30,196,7,49,20310859
driver_mutation,KIRC,VHL,1,1,1,128,153,33,39,5,102,122,25,30,20270869
driver_mutation,KIRC,VHL,1,2,1,129,153,32,39,5,103,122,25,30,20270869
driver_mutation,KIRC,VHL,1,3,1,129,154,32,38,5,103,123,25,30,20270869
driver_mutation,KIRC,VHL,1,4,1,129,154,32,38,5,103,123,25,30,20270869
driver_mutation,KIRC,VHL,1,5,1,129,154,32,38,5,103,123,25,30,20270869
driver_mutation,KIRC,VHL,2,1,1,128,153,33,39,5,102,122,25,30,20280869
driver_mutation,KIRC,VHL,2,2,1,129,153,32,39,5,103,122,25,30,20280869
driver_mutation,KIRC,VHL,2,3,1,129,154,32,38,5,103,123,25,30,20280869
driver_mutation,KIRC,VHL,2,4,1,129,154,32,38,5,103,123,25,30,20280869
driver_mutation,KIRC,VHL,2,5,14,129,154,32,38,5,103,123,25,30,20280869
driver_mutation,KIRC,VHL,3,1,1,128,153,33,39,5,102,122,25,30,20290869
driver_mutation,KIRC,VHL,3,2,1,129,153,32,39,5,103,122,25,30,20290869
driver_mutation,KIRC,VHL,3,3,1,129,154,32,38,5,103,123,25,30,20290869
driver_mutation,KIRC,VHL,3,4,1,129,154,32,38,5,103,123,25,30,20290869
driver_mutation,KIRC,VHL,3,5,8,129,154,32,38,5,103,123,25,30,20290869
driver_mutation,KIRC,VHL,4,1,1,128,153,33,39,5,102,122,25,30,20300869
driver_mutation,KIRC,VHL,4,2,1,129,153,32,39,5,103,122,25,30,20300869
driver_mutation,KIRC,VHL,4,3,8,129,154,32,38,5,103,123,25,30,20300869
driver_mutation,KIRC,VHL,4,4,1,129,154,32,38,5,103,123,25,30,20300869
driver_mutation,KIRC,VHL,4,5,1,129,154,32,38,5,103,123,25,30,20300869
driver_mutation,KIRC,VHL,5,1,1,128,153,33,39,5,102,122,25,30,20310869
driver_mutation,KIRC,VHL,5,2,1,129,153,32,39,5,103,122,25,30,20310869
driver_mutation,KIRC,VHL,5,3,1,129,154,32,38,5,103,123,25,30,20310869
driver_mutation,KIRC,VHL,5,4,1,129,154,32,38,5,103,123,25,30,20310869
driver_mutation,KIRC,VHL,5,5,2,129,154,32,38,5,103,123,25,30,20310869
driver_mutation,LGG,ATRX,1,1,3,144,243,37,61,5,115,194,28,48,20270836
driver_mutation,LGG,ATRX,1,2,4,145,243,36,61,5,116,194,29,48,20270836
driver_mutation,LGG,ATRX,1,3,4,145,243,36,61,5,116,194,29,48,20270836
driver_mutation,LGG,ATRX,1,4,2,145,243,36,61,5,116,194,29,48,20270836
driver_mutation,LGG,ATRX,1,5,7,145,244,36,60,5,116,195,29,48,20270836
driver_mutation,LGG,ATRX,2,1,4,144,243,37,61,5,115,194,28,48,20280836
driver_mutation,LGG,ATRX,2,2,4,145,243,36,61,5,116,194,29,48,20280836
driver_mutation,LGG,ATRX,2,3,5,145,243,36,61,5,116,194,29,48,20280836
driver_mutation,LGG,ATRX,2,4,3,145,243,36,61,5,116,194,29,48,20280836
driver_mutation,LGG,ATRX,2,5,2,145,244,36,60,5,116,195,29,48,20280836
driver_mutation,LGG,ATRX,3,1,10,144,243,37,61,5,115,194,28,48,20290836
driver_mutation,LGG,ATRX,3,2,5,145,243,36,61,5,116,194,29,48,20290836
driver_mutation,LGG,ATRX,3,3,7,145,243,36,61,5,116,194,29,48,20290836
driver_mutation,LGG,ATRX,3,4,2,145,243,36,61,5,116,194,29,48,20290836
driver_mutation,LGG,ATRX,3,5,11,145,244,36,60,5,116,195,29,48,20290836
driver_mutation,LGG,ATRX,4,1,3,144,243,37,61,5,115,194,28,48,20300836
driver_mutation,LGG,ATRX,4,2,5,145,243,36,61,5,116,194,29,48,20300836
driver_mutation,LGG,ATRX,4,3,2,145,243,36,61,5,116,194,29,48,20300836
driver_mutation,LGG,ATRX,4,4,2,145,243,36,61,5,116,194,29,48,20300836
driver_mutation,LGG,ATRX,4,5,4,145,244,36,60,5,116,195,29,48,20300836
driver_mutation,LGG,ATRX,5,1,7,144,243,37,61,5,115,194,28,48,20310836
driver_mutation,LGG,ATRX,5,2,11,145,243,36,61,5,116,194,29,48,20310836
driver_mutation,LGG,ATRX,5,3,6,145,243,36,61,5,116,194,29,48,20310836
driver_mutation,LGG,ATRX,5,4,3,145,243,36,61,5,116,194,29,48,20310836
driver_mutation,LGG,ATRX,5,5,4,145,244,36,60,5,116,195,29,48,20310836
driver_mutation,LGG,CIC,1,1,3,84,304,21,76,5,67,243,16,60,20270833
driver_mutation,LGG,CIC,1,2,4,84,304,21,76,5,67,243,16,60,20270833
driver_mutation,LGG,CIC,1,3,3,84,304,21,76,5,67,243,16,60,20270833
driver_mutation,LGG,CIC,1,4,12,84,304,21,76,5,67,243,16,60,20270833
driver_mutation,LGG,CIC,1,5,4,84,304,21,76,5,67,243,16,60,20270833
driver_mutation,LGG,CIC,2,1,11,84,304,21,76,5,67,243,16,60,20280833
driver_mutation,LGG,CIC,2,2,6,84,304,21,76,5,67,243,16,60,20280833
driver_mutation,LGG,CIC,2,3,4,84,304,21,76,5,67,243,16,60,20280833
driver_mutation,LGG,CIC,2,4,3,84,304,21,76,5,67,243,16,60,20280833
driver_mutation,LGG,CIC,2,5,5,84,304,21,76,5,67,243,16,60,20280833
driver_mutation,LGG,CIC,3,1,3,84,304,21,76,5,67,243,16,60,20290833
driver_mutation,LGG,CIC,3,2,5,84,304,21,76,5,67,243,16,60,20290833
driver_mutation,LGG,CIC,3,3,6,84,304,21,76,5,67,243,16,60,20290833
driver_mutation,LGG,CIC,3,4,5,84,304,21,76,5,67,243,16,60,20290833
driver_mutation,LGG,CIC,3,5,10,84,304,21,76,5,67,243,16,60,20290833
driver_mutation,LGG,CIC,4,1,3,84,304,21,76,5,67,243,16,60,20300833
driver_mutation,LGG,CIC,4,2,3,84,304,21,76,5,67,243,16,60,20300833
driver_mutation,LGG,CIC,4,3,4,84,304,21,76,5,67,243,16,60,20300833
driver_mutation,LGG,CIC,4,4,4,84,304,21,76,5,67,243,16,60,20300833
driver_mutation,LGG,CIC,4,5,6,84,304,21,76,5,67,243,16,60,20300833
driver_mutation,LGG,CIC,5,1,2,84,304,21,76,5,67,243,16,60,20310833
driver_mutation,LGG,CIC,5,2,12,84,304,21,76,5,67,243,16,60,20310833
driver_mutation,LGG,CIC,5,3,8,84,304,21,76,5,67,243,16,60,20310833
driver_mutation,LGG,CIC,5,4,6,84,304,21,76,5,67,243,16,60,20310833
driver_mutation,LGG,CIC,5,5,3,84,304,21,76,5,67,243,16,60,20310833
driver_mutation,LGG,EGFR,1,1,3,27,360,7,91,5,21,288,5,72,20270849
driver_mutation,LGG,EGFR,1,2,3,27,361,7,90,5,21,288,5,72,20270849
driver_mutation,LGG,EGFR,1,3,2,27,361,7,90,5,21,288,5,72,20270849
driver_mutation,LGG,EGFR,1,4,2,27,361,7,90,5,21,288,5,72,20270849
driver_mutation,LGG,EGFR,1,5,2,28,361,6,90,5,22,288,5,72,20270849
driver_mutation,LGG,EGFR,2,1,3,27,360,7,91,5,21,288,5,72,20280849
driver_mutation,LGG,EGFR,2,2,2,27,361,7,90,5,21,288,5,72,20280849
driver_mutation,LGG,EGFR,2,3,8,27,361,7,90,5,21,288,5,72,20280849
driver_mutation,LGG,EGFR,2,4,8,27,361,7,90,5,21,288,5,72,20280849
driver_mutation,LGG,EGFR,2,5,3,28,361,6,90,5,22,288,5,72,20280849
driver_mutation,LGG,EGFR,3,1,2,27,360,7,91,5,21,288,5,72,20290849
driver_mutation,LGG,EGFR,3,2,3,27,361,7,90,5,21,288,5,72,20290849
driver_mutation,LGG,EGFR,3,3,2,27,361,7,90,5,21,288,5,72,20290849
driver_mutation,LGG,EGFR,3,4,2,27,361,7,90,5,21,288,5,72,20290849
driver_mutation,LGG,EGFR,3,5,2,28,361,6,90,5,22,288,5,72,20290849
driver_mutation,LGG,EGFR,4,1,6,27,360,7,91,5,21,288,5,72,20300849
driver_mutation,LGG,EGFR,4,2,2,27,361,7,90,5,21,288,5,72,20300849
driver_mutation,LGG,EGFR,4,3,3,27,361,7,90,5,21,288,5,72,20300849
driver_mutation,LGG,EGFR,4,4,11,27,361,7,90,5,21,288,5,72,20300849
driver_mutation,LGG,EGFR,4,5,2,28,361,6,90,5,22,288,5,72,20300849
driver_mutation,LGG,EGFR,5,1,6,27,360,7,91,5,21,288,5,72,20310849
driver_mutation,LGG,EGFR,5,2,2,27,361,7,90,5,21,288,5,72,20310849
driver_mutation,LGG,EGFR,5,3,8,27,361,7,90,5,21,288,5,72,20310849
driver_mutation,LGG,EGFR,5,4,2,27,361,7,90,5,21,288,5,72,20310849
driver_mutation,LGG,EGFR,5,5,6,28,361,6,90,5,22,288,5,72,20310849
driver_mutation,LGG,FUBP1,1,1,16,35,352,9,89,5,28,281,7,70,20270854
driver_mutation,LGG,FUBP1,1,2,17,35,353,9,88,5,28,282,7,70,20270854
driver_mutation,LGG,FUBP1,1,3,11,35,353,9,88,5,28,282,7,70,20270854
driver_mutation,LGG,FUBP1,1,4,4,35,353,9,88,5,28,282,7,70,20270854
driver_mutation,LGG,FUBP1,1,5,20,36,353,8,88,5,28,282,7,70,20270854
driver_mutation,LGG,FUBP1,2,1,15,35,352,9,89,5,28,281,7,70,20280854
driver_mutation,LGG,FUBP1,2,2,15,35,353,9,88,5,28,282,7,70,20280854
driver_mutation,LGG,FUBP1,2,3,9,35,353,9,88,5,28,282,7,70,20280854
driver_mutation,LGG,FUBP1,2,4,7,35,353,9,88,5,28,282,7,70,20280854
driver_mutation,LGG,FUBP1,2,5,5,36,353,8,88,5,28,282,7,70,20280854
driver_mutation,LGG,FUBP1,3,1,14,35,352,9,89,5,28,281,7,70,20290854
driver_mutation,LGG,FUBP1,3,2,9,35,353,9,88,5,28,282,7,70,20290854
driver_mutation,LGG,FUBP1,3,3,9,35,353,9,88,5,28,282,7,70,20290854
driver_mutation,LGG,FUBP1,3,4,16,35,353,9,88,5,28,282,7,70,20290854
driver_mutation,LGG,FUBP1,3,5,13,36,353,8,88,5,28,282,7,70,20290854
driver_mutation,LGG,FUBP1,4,1,16,35,352,9,89,5,28,281,7,70,20300854
driver_mutation,LGG,FUBP1,4,2,20,35,353,9,88,5,28,282,7,70,20300854
driver_mutation,LGG,FUBP1,4,3,16,35,353,9,88,5,28,282,7,70,20300854
driver_mutation,LGG,FUBP1,4,4,20,35,353,9,88,5,28,282,7,70,20300854
driver_mutation,LGG,FUBP1,4,5,20,36,353,8,88,5,28,282,7,70,20300854
driver_mutation,LGG,FUBP1,5,1,8,35,352,9,89,5,28,281,7,70,20310854
driver_mutation,LGG,FUBP1,5,2,5,35,353,9,88,5,28,282,7,70,20310854
driver_mutation,LGG,FUBP1,5,3,6,35,353,9,88,5,28,282,7,70,20310854
driver_mutation,LGG,FUBP1,5,4,15,35,353,9,88,5,28,282,7,70,20310854
driver_mutation,LGG,FUBP1,5,5,17,36,353,8,88,5,28,282,7,70,20310854
driver_mutation,LGG,IDH1,1,1,2,300,88,75,22,5,240,70,60,17,20270834
driver_mutation,LGG,IDH1,1,2,5,300,88,75,22,5,240,70,60,17,20270834
driver_mutation,LGG,IDH1,1,3,3,300,88,75,22,5,240,70,60,17,20270834
driver_mutation,LGG,IDH1,1,4,3,300,88,75,22,5,240,70,60,17,20270834
driver_mutation,LGG,IDH1,1,5,2,300,88,75,22,5,240,70,60,17,20270834
driver_mutation,LGG,IDH1,2,1,3,300,88,75,22,5,240,70,60,17,20280834
driver_mutation,LGG,IDH1,2,2,6,300,88,75,22,5,240,70,60,17,20280834
driver_mutation,LGG,IDH1,2,3,3,300,88,75,22,5,240,70,60,17,20280834
driver_mutation,LGG,IDH1,2,4,2,300,88,75,22,5,240,70,60,17,20280834
driver_mutation,LGG,IDH1,2,5,3,300,88,75,22,5,240,70,60,17,20280834
driver_mutation,LGG,IDH1,3,1,2,300,88,75,22,5,240,70,60,17,20290834
driver_mutation,LGG,IDH1,3,2,3,300,88,75,22,5,240,70,60,17,20290834
driver_mutation,LGG,IDH1,3,3,3,300,88,75,22,5,240,70,60,17,20290834
driver_mutation,LGG,IDH1,3,4,6,300,88,75,22,5,240,70,60,17,20290834
driver_mutation,LGG,IDH1,3,5,3,300,88,75,22,5,240,70,60,17,20290834
driver_mutation,LGG,IDH1,4,1,2,300,88,75,22,5,240,70,60,17,20300834
driver_mutation,LGG,IDH1,4,2,2,300,88,75,22,5,240,70,60,17,20300834
driver_mutation,LGG,IDH1,4,3,3,300,88,75,22,5,240,70,60,17,20300834
driver_mutation,LGG,IDH1,4,4,6,300,88,75,22,5,240,70,60,17,20300834
driver_mutation,LGG,IDH1,4,5,5,300,88,75,22,5,240,70,60,17,20300834
driver_mutation,LGG,IDH1,5,1,6,300,88,75,22,5,240,70,60,17,20310834
driver_mutation,LGG,IDH1,5,2,2,300,88,75,22,5,240,70,60,17,20310834
driver_mutation,LGG,IDH1,5,3,2,300,88,75,22,5,240,70,60,17,20310834
driver_mutation,LGG,IDH1,5,4,3,300,88,75,22,5,240,70,60,17,20310834
driver_mutation,LGG,IDH1,5,5,3,300,88,75,22,5,240,70,60,17,20310834
driver_mutation,LGG,PTEN,1,1,13,18,369,5,93,5,14,295,3,73,20270857
driver_mutation,LGG,PTEN,1,2,4,18,369,5,93,5,14,295,3,73,20270857
driver_mutation,LGG,PTEN,1,3,5,18,370,5,92,5,14,296,3,74,20270857
driver_mutation,LGG,PTEN,1,4,6,19,370,4,92,5,15,296,3,74,20270857
driver_mutation,LGG,PTEN,1,5,5,19,370,4,92,5,15,296,3,74,20270857
driver_mutation,LGG,PTEN,2,1,6,18,369,5,93,5,14,295,3,73,20280857
driver_mutation,LGG,PTEN,2,2,4,18,369,5,93,5,14,295,3,73,20280857
driver_mutation,LGG,PTEN,2,3,16,18,370,5,92,5,14,296,3,74,20280857
driver_mutation,LGG,PTEN,2,4,5,19,370,4,92,5,15,296,3,74,20280857
driver_mutation,LGG,PTEN,2,5,3,19,370,4,92,5,15,296,3,74,20280857
driver_mutation,LGG,PTEN,3,1,6,18,369,5,93,5,14,295,3,73,20290857
driver_mutation,LGG,PTEN,3,2,5,18,369,5,93,5,14,295,3,73,20290857
driver_mutation,LGG,PTEN,3,3,5,18,370,5,92,5,14,296,3,74,20290857
driver_mutation,LGG,PTEN,3,4,11,19,370,4,92,5,15,296,3,74,20290857
driver_mutation,LGG,PTEN,3,5,8,19,370,4,92,5,15,296,3,74,20290857
driver_mutation,LGG,PTEN,4,1,15,18,369,5,93,5,14,295,3,73,20300857
driver_mutation,LGG,PTEN,4,2,16,18,369,5,93,5,14,295,3,73,20300857
driver_mutation,LGG,PTEN,4,3,17,18,370,5,92,5,14,296,3,74,20300857
driver_mutation,LGG,PTEN,4,4,6,19,370,4,92,5,15,296,3,74,20300857
driver_mutation,LGG,PTEN,4,5,6,19,370,4,92,5,15,296,3,74,20300857
driver_mutation,LGG,PTEN,5,1,18,18,369,5,93,5,14,295,3,73,20310857
driver_mutation,LGG,PTEN,5,2,6,18,369,5,93,5,14,295,3,73,20310857
driver_mutation,LGG,PTEN,5,3,11,18,370,5,92,5,14,296,3,74,20310857
driver_mutation,LGG,PTEN,5,4,9,19,370,4,92,5,15,296,3,74,20310857
driver_mutation,LGG,PTEN,5,5,5,19,370,4,92,5,15,296,3,74,20310857
driver_mutation,LGG,TP53,1,1,3,185,202,47,51,5,148,161,37,40,20270830
driver_mutation,LGG,TP53,1,2,4,185,202,47,51,5,148,161,37,40,20270830
driver_mutation,LGG,TP53,1,3,7,186,202,46,51,5,148,161,37,40,20270830
driver_mutation,LGG,TP53,1,4,4,186,203,46,50,5,148,162,37,40,20270830
driver_mutation,LGG,TP53,1,5,5,186,203,46,50,5,148,162,37,40,20270830
driver_mutation,LGG,TP53,2,1,3,185,202,47,51,5,148,161,37,40,20280830
driver_mutation,LGG,TP53,2,2,3,185,202,47,51,5,148,161,37,40,20280830
driver_mutation,LGG,TP53,2,3,5,186,202,46,51,5,148,161,37,40,20280830
driver_mutation,LGG,TP53,2,4,3,186,203,46,50,5,148,162,37,40,20280830
driver_mutation,LGG,TP53,2,5,4,186,203,46,50,5,148,162,37,40,20280830
driver_mutation,LGG,TP53,3,1,6,185,202,47,51,5,148,161,37,40,20290830
driver_mutation,LGG,TP53,3,2,5,185,202,47,51,5,148,161,37,40,20290830
driver_mutation,LGG,TP53,3,3,7,186,202,46,51,5,148,161,37,40,20290830
driver_mutation,LGG,TP53,3,4,10,186,203,46,50,5,148,162,37,40,20290830
driver_mutation,LGG,TP53,3,5,7,186,203,46,50,5,148,162,37,40,20290830
driver_mutation,LGG,TP53,4,1,3,185,202,47,51,5,148,161,37,40,20300830
driver_mutation,LGG,TP53,4,2,3,185,202,47,51,5,148,161,37,40,20300830
driver_mutation,LGG,TP53,4,3,3,186,202,46,51,5,148,161,37,40,20300830
driver_mutation,LGG,TP53,4,4,4,186,203,46,50,5,148,162,37,40,20300830
driver_mutation,LGG,TP53,4,5,7,186,203,46,50,5,148,162,37,40,20300830
driver_mutation,LGG,TP53,5,1,3,185,202,47,51,5,148,161,37,40,20310830
driver_mutation,LGG,TP53,5,2,9,185,202,47,51,5,148,161,37,40,20310830
driver_mutation,LGG,TP53,5,3,5,186,202,46,51,5,148,161,37,40,20310830
driver_mutation,LGG,TP53,5,4,3,186,203,46,50,5,148,162,37,40,20310830
driver_mutation,LGG,TP53,5,5,6,186,203,46,50,5,148,162,37,40,20310830
driver_mutation,LIHC,BAP1,1,1,5,16,264,4,66,5,12,211,3,52,20270865
driver_mutation,LIHC,BAP1,1,2,1,16,264,4,66,5,12,211,3,52,20270865
driver_mutation,LIHC,BAP1,1,3,1,16,264,4,66,5,12,211,3,52,20270865
driver_mutation,LIHC,BAP1,1,4,11,16,264,4,66,5,12,211,3,52,20270865
driver_mutation,LIHC,BAP1,1,5,1,16,264,4,66,5,12,211,3,52,20270865
driver_mutation,LIHC,BAP1,2,1,6,16,264,4,66,5,12,211,3,52,20280865
driver_mutation,LIHC,BAP1,2,2,19,16,264,4,66,5,12,211,3,52,20280865
driver_mutation,LIHC,BAP1,2,3,1,16,264,4,66,5,12,211,3,52,20280865
driver_mutation,LIHC,BAP1,2,4,5,16,264,4,66,5,12,211,3,52,20280865
driver_mutation,LIHC,BAP1,2,5,1,16,264,4,66,5,12,211,3,52,20280865
driver_mutation,LIHC,BAP1,3,1,6,16,264,4,66,5,12,211,3,52,20290865
driver_mutation,LIHC,BAP1,3,2,6,16,264,4,66,5,12,211,3,52,20290865
driver_mutation,LIHC,BAP1,3,3,1,16,264,4,66,5,12,211,3,52,20290865
driver_mutation,LIHC,BAP1,3,4,1,16,264,4,66,5,12,211,3,52,20290865
driver_mutation,LIHC,BAP1,3,5,1,16,264,4,66,5,12,211,3,52,20290865
driver_mutation,LIHC,BAP1,4,1,12,16,264,4,66,5,12,211,3,52,20300865
driver_mutation,LIHC,BAP1,4,2,7,16,264,4,66,5,12,211,3,52,20300865
driver_mutation,LIHC,BAP1,4,3,6,16,264,4,66,5,12,211,3,52,20300865
driver_mutation,LIHC,BAP1,4,4,1,16,264,4,66,5,12,211,3,52,20300865
driver_mutation,LIHC,BAP1,4,5,2,16,264,4,66,5,12,211,3,52,20300865
driver_mutation,LIHC,BAP1,5,1,5,16,264,4,66,5,12,211,3,52,20310865
driver_mutation,LIHC,BAP1,5,2,1,16,264,4,66,5,12,211,3,52,20310865
driver_mutation,LIHC,BAP1,5,3,10,16,264,4,66,5,12,211,3,52,20310865
driver_mutation,LIHC,BAP1,5,4,6,16,264,4,66,5,12,211,3,52,20310865
driver_mutation,LIHC,BAP1,5,5,5,16,264,4,66,5,12,211,3,52,20310865
driver_mutation,LIHC,CTNNB1,1,1,13,74,205,19,52,5,59,164,14,41,20270851
driver_mutation,LIHC,CTNNB1,1,2,8,74,205,19,52,5,59,164,14,41,20270851
driver_mutation,LIHC,CTNNB1,1,3,20,74,206,19,51,5,59,164,14,41,20270851
driver_mutation,LIHC,CTNNB1,1,4,16,75,206,18,51,5,60,164,15,41,20270851
driver_mutation,LIHC,CTNNB1,1,5,6,75,206,18,51,5,60,164,15,41,20270851
driver_mutation,LIHC,CTNNB1,2,1,5,74,205,19,52,5,59,164,14,41,20280851
driver_mutation,LIHC,CTNNB1,2,2,9,74,205,19,52,5,59,164,14,41,20280851
driver_mutation,LIHC,CTNNB1,2,3,6,74,206,19,51,5,59,164,14,41,20280851
driver_mutation,LIHC,CTNNB1,2,4,15,75,206,18,51,5,60,164,15,41,20280851
driver_mutation,LIHC,CTNNB1,2,5,6,75,206,18,51,5,60,164,15,41,20280851
driver_mutation,LIHC,CTNNB1,3,1,13,74,205,19,52,5,59,164,14,41,20290851
driver_mutation,LIHC,CTNNB1,3,2,2,74,205,19,52,5,59,164,14,41,20290851
driver_mutation,LIHC,CTNNB1,3,3,9,74,206,19,51,5,59,164,14,41,20290851
driver_mutation,LIHC,CTNNB1,3,4,6,75,206,18,51,5,60,164,15,41,20290851
driver_mutation,LIHC,CTNNB1,3,5,20,75,206,18,51,5,60,164,15,41,20290851
driver_mutation,LIHC,CTNNB1,4,1,6,74,205,19,52,5,59,164,14,41,20300851
driver_mutation,LIHC,CTNNB1,4,2,9,74,205,19,52,5,59,164,14,41,20300851
driver_mutation,LIHC,CTNNB1,4,3,9,74,206,19,51,5,59,164,14,41,20300851
driver_mutation,LIHC,CTNNB1,4,4,5,75,206,18,51,5,60,164,15,41,20300851
driver_mutation,LIHC,CTNNB1,4,5,10,75,206,18,51,5,60,164,15,41,20300851
driver_mutation,LIHC,CTNNB1,5,1,4,74,205,19,52,5,59,164,14,41,20310851
driver_mutation,LIHC,CTNNB1,5,2,7,74,205,19,52,5,59,164,14,41,20310851
driver_mutation,LIHC,CTNNB1,5,3,8,74,206,19,51,5,59,164,14,41,20310851
driver_mutation,LIHC,CTNNB1,5,4,9,75,206,18,51,5,60,164,15,41,20310851
driver_mutation,LIHC,CTNNB1,5,5,4,75,206,18,51,5,60,164,15,41,20310851
driver_mutation,LIHC,TP53,1,1,4,85,194,22,49,5,68,155,17,38,20270861
driver_mutation,LIHC,TP53,1,2,3,85,194,22,49,5,68,155,17,38,20270861
driver_mutation,LIHC,TP53,1,3,8,86,194,21,49,5,68,155,17,38,20270861
driver_mutation,LIHC,TP53,1,4,3,86,195,21,48,5,68,156,17,39,20270861
driver_mutation,LIHC,TP53,1,5,2,86,195,21,48,5,68,156,17,39,20270861
driver_mutation,LIHC,TP53,2,1,2,85,194,22,49,5,68,155,17,38,20280861
driver_mutation,LIHC,TP53,2,2,3,85,194,22,49,5,68,155,17,38,20280861
driver_mutation,LIHC,TP53,2,3,5,86,194,21,49,5,68,155,17,38,20280861
driver_mutation,LIHC,TP53,2,4,6,86,195,21,48,5,68,156,17,39,20280861
driver_mutation,LIHC,TP53,2,5,3,86,195,21,48,5,68,156,17,39,20280861
driver_mutation,LIHC,TP53,3,1,3,85,194,22,49,5,68,155,17,38,20290861
driver_mutation,LIHC,TP53,3,2,4,85,194,22,49,5,68,155,17,38,20290861
driver_mutation,LIHC,TP53,3,3,4,86,194,21,49,5,68,155,17,38,20290861
driver_mutation,LIHC,TP53,3,4,3,86,195,21,48,5,68,156,17,39,20290861
driver_mutation,LIHC,TP53,3,5,6,86,195,21,48,5,68,156,17,39,20290861
driver_mutation,LIHC,TP53,4,1,4,85,194,22,49,5,68,155,17,38,20300861
driver_mutation,LIHC,TP53,4,2,7,85,194,22,49,5,68,155,17,38,20300861
driver_mutation,LIHC,TP53,4,3,3,86,194,21,49,5,68,155,17,38,20300861
driver_mutation,LIHC,TP53,4,4,8,86,195,21,48,5,68,156,17,39,20300861
driver_mutation,LIHC,TP53,4,5,3,86,195,21,48,5,68,156,17,39,20300861
driver_mutation,LIHC,TP53,5,1,3,85,194,22,49,5,68,155,17,38,20310861
driver_mutation,LIHC,TP53,5,2,2,85,194,22,49,5,68,155,17,38,20310861
driver_mutation,LIHC,TP53,5,3,3,86,194,21,49,5,68,155,17,38,20310861
driver_mutation,LIHC,TP53,5,4,4,86,195,21,48,5,68,156,17,39,20310861
driver_mutation,LIHC,TP53,5,5,3,86,195,21,48,5,68,156,17,39,20310861
driver_mutation,LUAD,TP53,1,1,4,187,183,47,46,5,149,146,37,36,20270843
driver_mutation,LUAD,TP53,1,2,9,187,183,47,46,5,149,146,37,36,20270843
driver_mutation,LUAD,TP53,1,3,13,187,183,47,46,5,149,146,37,36,20270843
driver_mutation,LUAD,TP53,1,4,2,187,183,47,46,5,149,146,37,36,20270843
driver_mutation,LUAD,TP53,1,5,2,188,184,46,45,5,150,147,37,36,20270843
driver_mutation,LUAD,TP53,2,1,2,187,183,47,46,5,149,146,37,36,20280843
driver_mutation,LUAD,TP53,2,2,3,187,183,47,46,5,149,146,37,36,20280843
driver_mutation,LUAD,TP53,2,3,3,187,183,47,46,5,149,146,37,36,20280843
driver_mutation,LUAD,TP53,2,4,2,187,183,47,46,5,149,146,37,36,20280843
driver_mutation,LUAD,TP53,2,5,2,188,184,46,45,5,150,147,37,36,20280843
driver_mutation,LUAD,TP53,3,1,2,187,183,47,46,5,149,146,37,36,20290843
driver_mutation,LUAD,TP53,3,2,2,187,183,47,46,5,149,146,37,36,20290843
driver_mutation,LUAD,TP53,3,3,3,187,183,47,46,5,149,146,37,36,20290843
driver_mutation,LUAD,TP53,3,4,3,187,183,47,46,5,149,146,37,36,20290843
driver_mutation,LUAD,TP53,3,5,2,188,184,46,45,5,150,147,37,36,20290843
driver_mutation,LUAD,TP53,4,1,3,187,183,47,46,5,149,146,37,36,20300843
driver_mutation,LUAD,TP53,4,2,3,187,183,47,46,5,149,146,37,36,20300843
driver_mutation,LUAD,TP53,4,3,13,187,183,47,46,5,149,146,37,36,20300843
driver_mutation,LUAD,TP53,4,4,2,187,183,47,46,5,149,146,37,36,20300843
driver_mutation,LUAD,TP53,4,5,11,188,184,46,45,5,150,147,37,36,20300843
driver_mutation,LUAD,TP53,5,1,4,187,183,47,46,5,149,146,37,36,20310843
driver_mutation,LUAD,TP53,5,2,3,187,183,47,46,5,149,146,37,36,20310843
driver_mutation,LUAD,TP53,5,3,6,187,183,47,46,5,149,146,37,36,20310843
driver_mutation,LUAD,TP53,5,4,11,187,183,47,46,5,149,146,37,36,20310843
driver_mutation,LUAD,TP53,5,5,3,188,184,46,45,5,150,147,37,36,20310843
driver_mutation,OV,TP53,1,1,3,17,40,5,10,5,13,32,3,8,20270847
driver_mutation,OV,TP53,1,2,9,17,40,5,10,5,13,32,3,8,20270847
driver_mutation,OV,TP53,1,3,2,18,40,4,10,5,14,32,3,8,20270847
driver_mutation,OV,TP53,1,4,6,18,40,4,10,5,14,32,3,8,20270847
driver_mutation,OV,TP53,1,5,7,18,40,4,10,5,14,32,3,8,20270847
driver_mutation,OV,TP53,2,1,9,17,40,5,10,5,13,32,3,8,20280847
