family,tumor_type,endpoint,repeat,outer_fold,selected_components,outer_training_positive,outer_training_negative,outer_test_positive,outer_test_negative,inner_folds,minimum_inner_training_positive,minimum_inner_training_negative,minimum_inner_validation_positive,minimum_inner_validation_negative,seed
oncogenic_pathway,LGG,Cell Cycle,1,2,1,156,225,39,56,5,124,180,31,45,20270909
oncogenic_pathway,LGG,Cell Cycle,1,3,1,156,225,39,56,5,124,180,31,45,20270909
oncogenic_pathway,LGG,Cell Cycle,1,4,3,156,225,39,56,5,124,180,31,45,20270909
oncogenic_pathway,LGG,Cell Cycle,1,5,2,156,225,39,56,5,124,180,31,45,20270909
oncogenic_pathway,LGG,Cell Cycle,2,1,6,156,224,39,57,5,124,179,31,44,20280909
oncogenic_pathway,LGG,Cell Cycle,2,2,2,156,225,39,56,5,124,180,31,45,20280909
oncogenic_pathway,LGG,Cell Cycle,2,3,1,156,225,39,56,5,124,180,31,45,20280909
oncogenic_pathway,LGG,Cell Cycle,2,4,2,156,225,39,56,5,124,180,31,45,20280909
oncogenic_pathway,LGG,Cell Cycle,2,5,1,156,225,39,56,5,124,180,31,45,20280909
oncogenic_pathway,LGG,Cell Cycle,3,1,5,156,224,39,57,5,124,179,31,44,20290909
oncogenic_pathway,LGG,Cell Cycle,3,2,1,156,225,39,56,5,124,180,31,45,20290909
oncogenic_pathway,LGG,Cell Cycle,3,3,5,156,225,39,56,5,124,180,31,45,20290909
oncogenic_pathway,LGG,Cell Cycle,3,4,1,156,225,39,56,5,124,180,31,45,20290909
oncogenic_pathway,LGG,Cell Cycle,3,5,1,156,225,39,56,5,124,180,31,45,20290909
oncogenic_pathway,LGG,Cell Cycle,4,1,1,156,224,39,57,5,124,179,31,44,20300909
oncogenic_pathway,LGG,Cell Cycle,4,2,5,156,225,39,56,5,124,180,31,45,20300909
oncogenic_pathway,LGG,Cell Cycle,4,3,1,156,225,39,56,5,124,180,31,45,20300909
oncogenic_pathway,LGG,Cell Cycle,4,4,1,156,225,39,56,5,124,180,31,45,20300909
oncogenic_pathway,LGG,Cell Cycle,4,5,1,156,225,39,56,5,124,180,31,45,20300909
oncogenic_pathway,LGG,Cell Cycle,5,1,1,156,224,39,57,5,124,179,31,44,20310909
oncogenic_pathway,LGG,Cell Cycle,5,2,4,156,225,39,56,5,124,180,31,45,20310909
oncogenic_pathway,LGG,Cell Cycle,5,3,3,156,225,39,56,5,124,180,31,45,20310909
oncogenic_pathway,LGG,Cell Cycle,5,4,2,156,225,39,56,5,124,180,31,45,20310909
oncogenic_pathway,LGG,Cell Cycle,5,5,8,156,225,39,56,5,124,180,31,45,20310909
oncogenic_pathway,LGG,HIPPO,1,1,2,303,81,76,21,5,242,64,60,16,20270882
oncogenic_pathway,LGG,HIPPO,1,2,6,303,81,76,21,5,242,64,60,16,20270882
oncogenic_pathway,LGG,HIPPO,1,3,6,303,82,76,20,5,242,65,60,16,20270882
oncogenic_pathway,LGG,HIPPO,1,4,6,303,82,76,20,5,242,65,60,16,20270882
oncogenic_pathway,LGG,HIPPO,1,5,3,304,82,75,20,5,243,65,60,16,20270882
oncogenic_pathway,LGG,HIPPO,2,1,5,303,81,76,21,5,242,64,60,16,20280882
oncogenic_pathway,LGG,HIPPO,2,2,2,303,81,76,21,5,242,64,60,16,20280882
oncogenic_pathway,LGG,HIPPO,2,3,6,303,82,76,20,5,242,65,60,16,20280882
oncogenic_pathway,LGG,HIPPO,2,4,6,303,82,76,20,5,242,65,60,16,20280882
oncogenic_pathway,LGG,HIPPO,2,5,6,304,82,75,20,5,243,65,60,16,20280882
oncogenic_pathway,LGG,HIPPO,3,1,2,303,81,76,21,5,242,64,60,16,20290882
oncogenic_pathway,LGG,HIPPO,3,2,3,303,81,76,21,5,242,64,60,16,20290882
oncogenic_pathway,LGG,HIPPO,3,3,6,303,82,76,20,5,242,65,60,16,20290882
oncogenic_pathway,LGG,HIPPO,3,4,20,303,82,76,20,5,242,65,60,16,20290882
oncogenic_pathway,LGG,HIPPO,3,5,8,304,82,75,20,5,243,65,60,16,20290882
oncogenic_pathway,LGG,HIPPO,4,1,6,303,81,76,21,5,242,64,60,16,20300882
oncogenic_pathway,LGG,HIPPO,4,2,7,303,81,76,21,5,242,64,60,16,20300882
oncogenic_pathway,LGG,HIPPO,4,3,6,303,82,76,20,5,242,65,60,16,20300882
oncogenic_pathway,LGG,HIPPO,4,4,2,303,82,76,20,5,242,65,60,16,20300882
oncogenic_pathway,LGG,HIPPO,4,5,6,304,82,75,20,5,243,65,60,16,20300882
oncogenic_pathway,LGG,HIPPO,5,1,18,303,81,76,21,5,242,64,60,16,20310882
oncogenic_pathway,LGG,HIPPO,5,2,3,303,81,76,21,5,242,64,60,16,20310882
oncogenic_pathway,LGG,HIPPO,5,3,3,303,82,76,20,5,242,65,60,16,20310882
oncogenic_pathway,LGG,HIPPO,5,4,5,303,82,76,20,5,242,65,60,16,20310882
oncogenic_pathway,LGG,HIPPO,5,5,5,304,82,75,20,5,243,65,60,16,20310882
oncogenic_pathway,LGG,RTK RAS,1,1,2,108,276,27,70,5,86,220,21,55,20270890
oncogenic_pathway,LGG,RTK RAS,1,2,2,108,277,27,69,5,86,221,21,55,20270890
oncogenic_pathway,LGG,RTK RAS,1,3,2,108,277,27,69,5,86,221,21,55,20270890
oncogenic_pathway,LGG,RTK RAS,1,4,4,108,277,27,69,5,86,221,21,55,20270890
oncogenic_pathway,LGG,RTK RAS,1,5,2,108,277,27,69,5,86,221,21,55,20270890
oncogenic_pathway,LGG,RTK RAS,2,1,2,108,276,27,70,5,86,220,21,55,20280890
oncogenic_pathway,LGG,RTK RAS,2,2,1,108,277,27,69,5,86,221,21,55,20280890
oncogenic_pathway,LGG,RTK RAS,2,3,14,108,277,27,69,5,86,221,21,55,20280890
oncogenic_pathway,LGG,RTK RAS,2,4,2,108,277,27,69,5,86,221,21,55,20280890
oncogenic_pathway,LGG,RTK RAS,2,5,2,108,277,27,69,5,86,221,21,55,20280890
oncogenic_pathway,LGG,RTK RAS,3,1,1,108,276,27,70,5,86,220,21,55,20290890
oncogenic_pathway,LGG,RTK RAS,3,2,2,108,277,27,69,5,86,221,21,55,20290890
oncogenic_pathway,LGG,RTK RAS,3,3,2,108,277,27,69,5,86,221,21,55,20290890
oncogenic_pathway,LGG,RTK RAS,3,4,2,108,277,27,69,5,86,221,21,55,20290890
oncogenic_pathway,LGG,RTK RAS,3,5,12,108,277,27,69,5,86,221,21,55,20290890
oncogenic_pathway,LGG,RTK RAS,4,1,2,108,276,27,70,5,86,220,21,55,20300890
oncogenic_pathway,LGG,RTK RAS,4,2,15,108,277,27,69,5,86,221,21,55,20300890
oncogenic_pathway,LGG,RTK RAS,4,3,2,108,277,27,69,5,86,221,21,55,20300890
oncogenic_pathway,LGG,RTK RAS,4,4,4,108,277,27,69,5,86,221,21,55,20300890
oncogenic_pathway,LGG,RTK RAS,4,5,4,108,277,27,69,5,86,221,21,55,20300890
oncogenic_pathway,LGG,RTK RAS,5,1,2,108,276,27,70,5,86,220,21,55,20310890
oncogenic_pathway,LGG,RTK RAS,5,2,2,108,277,27,69,5,86,221,21,55,20310890
oncogenic_pathway,LGG,RTK RAS,5,3,2,108,277,27,69,5,86,221,21,55,20310890
oncogenic_pathway,LGG,RTK RAS,5,4,2,108,277,27,69,5,86,221,21,55,20310890
oncogenic_pathway,LGG,RTK RAS,5,5,3,108,277,27,69,5,86,221,21,55,20310890
oncogenic_pathway,LGG,TGF-Beta,1,1,13,104,280,26,71,5,83,224,20,56,20270903
oncogenic_pathway,LGG,TGF-Beta,1,2,8,104,281,26,70,5,83,224,20,56,20270903
oncogenic_pathway,LGG,TGF-Beta,1,3,8,104,281,26,70,5,83,224,20,56,20270903
oncogenic_pathway,LGG,TGF-Beta,1,4,7,104,281,26,70,5,83,224,20,56,20270903
oncogenic_pathway,LGG,TGF-Beta,1,5,3,104,281,26,70,5,83,224,20,56,20270903
oncogenic_pathway,LGG,TGF-Beta,2,1,7,104,280,26,71,5,83,224,20,56,20280903
oncogenic_pathway,LGG,TGF-Beta,2,2,3,104,281,26,70,5,83,224,20,56,20280903
oncogenic_pathway,LGG,TGF-Beta,2,3,7,104,281,26,70,5,83,224,20,56,20280903
oncogenic_pathway,LGG,TGF-Beta,2,4,13,104,281,26,70,5,83,224,20,56,20280903
oncogenic_pathway,LGG,TGF-Beta,2,5,7,104,281,26,70,5,83,224,20,56,20280903
oncogenic_pathway,LGG,TGF-Beta,3,1,8,104,280,26,71,5,83,224,20,56,20290903
oncogenic_pathway,LGG,TGF-Beta,3,2,9,104,281,26,70,5,83,224,20,56,20290903
oncogenic_pathway,LGG,TGF-Beta,3,3,3,104,281,26,70,5,83,224,20,56,20290903
oncogenic_pathway,LGG,TGF-Beta,3,4,13,104,281,26,70,5,83,224,20,56,20290903
oncogenic_pathway,LGG,TGF-Beta,3,5,13,104,281,26,70,5,83,224,20,56,20290903
oncogenic_pathway,LGG,TGF-Beta,4,1,16,104,280,26,71,5,83,224,20,56,20300903
oncogenic_pathway,LGG,TGF-Beta,4,2,9,104,281,26,70,5,83,224,20,56,20300903
oncogenic_pathway,LGG,TGF-Beta,4,3,8,104,281,26,70,5,83,224,20,56,20300903
oncogenic_pathway,LGG,TGF-Beta,4,4,6,104,281,26,70,5,83,224,20,56,20300903
oncogenic_pathway,LGG,TGF-Beta,4,5,3,104,281,26,70,5,83,224,20,56,20300903
oncogenic_pathway,LGG,TGF-Beta,5,1,15,104,280,26,71,5,83,224,20,56,20310903
oncogenic_pathway,LGG,TGF-Beta,5,2,7,104,281,26,70,5,83,224,20,56,20310903
oncogenic_pathway,LGG,TGF-Beta,5,3,13,104,281,26,70,5,83,224,20,56,20310903
oncogenic_pathway,LGG,TGF-Beta,5,4,14,104,281,26,70,5,83,224,20,56,20310903
oncogenic_pathway,LGG,TGF-Beta,5,5,14,104,281,26,70,5,83,224,20,56,20310903
oncogenic_pathway,LGG,TP53,1,1,3,198,186,50,47,5,158,148,39,37,20270883
oncogenic_pathway,LGG,TP53,1,2,3,198,186,50,47,5,158,148,39,37,20270883
oncogenic_pathway,LGG,TP53,1,3,3,198,186,50,47,5,158,148,39,37,20270883
oncogenic_pathway,LGG,TP53,1,4,4,199,187,49,46,5,159,149,39,37,20270883
oncogenic_pathway,LGG,TP53,1,5,4,199,187,49,46,5,159,149,39,37,20270883
oncogenic_pathway,LGG,TP53,2,1,2,198,186,50,47,5,158,148,39,37,20280883
oncogenic_pathway,LGG,TP53,2,2,3,198,186,50,47,5,158,148,39,37,20280883
oncogenic_pathway,LGG,TP53,2,3,2,198,186,50,47,5,158,148,39,37,20280883
oncogenic_pathway,LGG,TP53,2,4,3,199,187,49,46,5,159,149,39,37,20280883
oncogenic_pathway,LGG,TP53,2,5,7,199,187,49,46,5,159,149,39,37,20280883
oncogenic_pathway,LGG,TP53,3,1,2,198,186,50,47,5,158,148,39,37,20290883
oncogenic_pathway,LGG,TP53,3,2,4,198,186,50,47,5,158,148,39,37,20290883
oncogenic_pathway,LGG,TP53,3,3,3,198,186,50,47,5,158,148,39,37,20290883
oncogenic_pathway,LGG,TP53,3,4,4,199,187,49,46,5,159,149,39,37,20290883
oncogenic_pathway,LGG,TP53,3,5,3,199,187,49,46,5,159,149,39,37,20290883
oncogenic_pathway,LGG,TP53,4,1,2,198,186,50,47,5,158,148,39,37,20300883
oncogenic_pathway,LGG,TP53,4,2,2,198,186,50,47,5,158,148,39,37,20300883
oncogenic_pathway,LGG,TP53,4,3,6,198,186,50,47,5,158,148,39,37,20300883
oncogenic_pathway,LGG,TP53,4,4,3,199,187,49,46,5,159,149,39,37,20300883
oncogenic_pathway,LGG,TP53,4,5,4,199,187,49,46,5,159,149,39,37,20300883
oncogenic_pathway,LGG,TP53,5,1,3,198,186,50,47,5,158,148,39,37,20310883
oncogenic_pathway,LGG,TP53,5,2,3,198,186,50,47,5,158,148,39,37,20310883
oncogenic_pathway,LGG,TP53,5,3,7,198,186,50,47,5,158,148,39,37,20310883
oncogenic_pathway,LGG,TP53,5,4,5,199,187,49,46,5,159,149,39,37,20310883
oncogenic_pathway,LGG,TP53,5,5,5,199,187,49,46,5,159,149,39,37,20310883
oncogenic_pathway,LGG,WNT,1,1,1,104,280,27,70,5,83,224,20,56,20270894
oncogenic_pathway,LGG,WNT,1,2,3,105,280,26,70,5,84,224,21,56,20270894
oncogenic_pathway,LGG,WNT,1,3,3,105,280,26,70,5,84,224,21,56,20270894
oncogenic_pathway,LGG,WNT,1,4,16,105,280,26,70,5,84,224,21,56,20270894
oncogenic_pathway,LGG,WNT,1,5,3,105,280,26,70,5,84,224,21,56,20270894
oncogenic_pathway,LGG,WNT,2,1,3,104,280,27,70,5,83,224,20,56,20280894
oncogenic_pathway,LGG,WNT,2,2,2,105,280,26,70,5,84,224,21,56,20280894
oncogenic_pathway,LGG,WNT,2,3,3,105,280,26,70,5,84,224,21,56,20280894
oncogenic_pathway,LGG,WNT,2,4,13,105,280,26,70,5,84,224,21,56,20280894
oncogenic_pathway,LGG,WNT,2,5,1,105,280,26,70,5,84,224,21,56,20280894
oncogenic_pathway,LGG,WNT,3,1,3,104,280,27,70,5,83,224,20,56,20290894
oncogenic_pathway,LGG,WNT,3,2,4,105,280,26,70,5,84,224,21,56,20290894
oncogenic_pathway,LGG,WNT,3,3,3,105,280,26,70,5,84,224,21,56,20290894
oncogenic_pathway,LGG,WNT,3,4,3,105,280,26,70,5,84,224,21,56,20290894
oncogenic_pathway,LGG,WNT,3,5,3,105,280,26,70,5,84,224,21,56,20290894
oncogenic_pathway,LGG,WNT,4,1,11,104,280,27,70,5,83,224,20,56,20300894
oncogenic_pathway,LGG,WNT,4,2,3,105,280,26,70,5,84,224,21,56,20300894
oncogenic_pathway,LGG,WNT,4,3,3,105,280,26,70,5,84,224,21,56,20300894
oncogenic_pathway,LGG,WNT,4,4,4,105,280,26,70,5,84,224,21,56,20300894
oncogenic_pathway,LGG,WNT,4,5,6,105,280,26,70,5,84,224,21,56,20300894
oncogenic_pathway,LGG,WNT,5,1,8,104,280,27,70,5,83,224,20,56,20310894
oncogenic_pathway,LGG,WNT,5,2,11,105,280,26,70,5,84,224,21,56,20310894
oncogenic_pathway,LGG,WNT,5,3,3,105,280,26,70,5,84,224,21,56,20310894
oncogenic_pathway,LGG,WNT,5,4,3,105,280,26,70,5,84,224,21,56,20310894
oncogenic_pathway,LGG,WNT,5,5,1,105,280,26,70,5,84,224,21,56,20310894
oncogenic_pathway,LIHC,Cell Cycle,1,1,7,185,84,47,21,5,148,67,37,16,20270902
oncogenic_pathway,LIHC,Cell Cycle,1,2,12,185,84,47,21,5,148,67,37,16,20270902
oncogenic_pathway,LIHC,Cell Cycle,1,3,10,186,84,46,21,5,148,67,37,16,20270902
oncogenic_pathway,LIHC,Cell Cycle,1,4,8,186,84,46,21,5,148,67,37,16,20270902
oncogenic_pathway,LIHC,Cell Cycle,1,5,7,186,84,46,21,5,148,67,37,16,20270902
oncogenic_pathway,LIHC,Cell Cycle,2,1,3,185,84,47,21,5,148,67,37,16,20280902
oncogenic_pathway,LIHC,Cell Cycle,2,2,7,185,84,47,21,5,148,67,37,16,20280902
oncogenic_pathway,LIHC,Cell Cycle,2,3,7,186,84,46,21,5,148,67,37,16,20280902
oncogenic_pathway,LIHC,Cell Cycle,2,4,3,186,84,46,21,5,148,67,37,16,20280902
oncogenic_pathway,LIHC,Cell Cycle,2,5,10,186,84,46,21,5,148,67,37,16,20280902
oncogenic_pathway,LIHC,Cell Cycle,3,1,18,185,84,47,21,5,148,67,37,16,20290902
oncogenic_pathway,LIHC,Cell Cycle,3,2,8,185,84,47,21,5,148,67,37,16,20290902
oncogenic_pathway,LIHC,Cell Cycle,3,3,20,186,84,46,21,5,148,67,37,16,20290902
oncogenic_pathway,LIHC,Cell Cycle,3,4,3,186,84,46,21,5,148,67,37,16,20290902
oncogenic_pathway,LIHC,Cell Cycle,3,5,7,186,84,46,21,5,148,67,37,16,20290902
oncogenic_pathway,LIHC,Cell Cycle,4,1,3,185,84,47,21,5,148,67,37,16,20300902
oncogenic_pathway,LIHC,Cell Cycle,4,2,5,185,84,47,21,5,148,67,37,16,20300902
oncogenic_pathway,LIHC,Cell Cycle,4,3,6,186,84,46,21,5,148,67,37,16,20300902
oncogenic_pathway,LIHC,Cell Cycle,4,4,4,186,84,46,21,5,148,67,37,16,20300902
oncogenic_pathway,LIHC,Cell Cycle,4,5,6,186,84,46,21,5,148,67,37,16,20300902
oncogenic_pathway,LIHC,Cell Cycle,5,1,16,185,84,47,21,5,148,67,37,16,20310902
oncogenic_pathway,LIHC,Cell Cycle,5,2,5,185,84,47,21,5,148,67,37,16,20310902
oncogenic_pathway,LIHC,Cell Cycle,5,3,8,186,84,46,21,5,148,67,37,16,20310902
oncogenic_pathway,LIHC,Cell Cycle,5,4,6,186,84,46,21,5,148,67,37,16,20310902
oncogenic_pathway,LIHC,Cell Cycle,5,5,4,186,84,46,21,5,148,67,37,16,20310902
oncogenic_pathway,LIHC,TP53,1,1,2,101,168,26,42,5,80,134,20,33,20270908
oncogenic_pathway,LIHC,TP53,1,2,3,101,168,26,42,5,80,134,20,33,20270908
oncogenic_pathway,LIHC,TP53,1,3,7,102,168,25,42,5,81,134,20,33,20270908
oncogenic_pathway,LIHC,TP53,1,4,3,102,168,25,42,5,81,134,20,33,20270908
oncogenic_pathway,LIHC,TP53,1,5,16,102,168,25,42,5,81,134,20,33,20270908
oncogenic_pathway,LIHC,TP53,2,1,2,101,168,26,42,5,80,134,20,33,20280908
oncogenic_pathway,LIHC,TP53,2,2,12,101,168,26,42,5,80,134,20,33,20280908
oncogenic_pathway,LIHC,TP53,2,3,3,102,168,25,42,5,81,134,20,33,20280908
oncogenic_pathway,LIHC,TP53,2,4,12,102,168,25,42,5,81,134,20,33,20280908
oncogenic_pathway,LIHC,TP53,2,5,9,102,168,25,42,5,81,134,20,33,20280908
oncogenic_pathway,LIHC,TP53,3,1,3,101,168,26,42,5,80,134,20,33,20290908
oncogenic_pathway,LIHC,TP53,3,2,3,101,168,26,42,5,80,134,20,33,20290908
oncogenic_pathway,LIHC,TP53,3,3,3,102,168,25,42,5,81,134,20,33,20290908
oncogenic_pathway,LIHC,TP53,3,4,2,102,168,25,42,5,81,134,20,33,20290908
oncogenic_pathway,LIHC,TP53,3,5,2,102,168,25,42,5,81,134,20,33,20290908
oncogenic_pathway,LIHC,TP53,4,1,2,101,168,26,42,5,80,134,20,33,20300908
oncogenic_pathway,LIHC,TP53,4,2,17,101,168,26,42,5,80,134,20,33,20300908
oncogenic_pathway,LIHC,TP53,4,3,3,102,168,25,42,5,81,134,20,33,20300908
oncogenic_pathway,LIHC,TP53,4,4,7,102,168,25,42,5,81,134,20,33,20300908
oncogenic_pathway,LIHC,TP53,4,5,3,102,168,25,42,5,81,134,20,33,20300908
oncogenic_pathway,LIHC,TP53,5,1,2,101,168,26,42,5,80,134,20,33,20310908
oncogenic_pathway,LIHC,TP53,5,2,3,101,168,26,42,5,80,134,20,33,20310908
oncogenic_pathway,LIHC,TP53,5,3,3,102,168,25,42,5,81,134,20,33,20310908
oncogenic_pathway,LIHC,TP53,5,4,4,102,168,25,42,5,81,134,20,33,20310908
oncogenic_pathway,LIHC,TP53,5,5,8,102,168,25,42,5,81,134,20,33,20310908
oncogenic_pathway,LIHC,WNT,1,1,3,117,152,30,38,5,93,121,23,30,20270904
oncogenic_pathway,LIHC,WNT,1,2,20,117,152,30,38,5,93,121,23,30,20270904
oncogenic_pathway,LIHC,WNT,1,3,5,118,152,29,38,5,94,121,23,30,20270904
oncogenic_pathway,LIHC,WNT,1,4,13,118,152,29,38,5,94,121,23,30,20270904
oncogenic_pathway,LIHC,WNT,1,5,20,118,152,29,38,5,94,121,23,30,20270904
oncogenic_pathway,LIHC,WNT,2,1,15,117,152,30,38,5,93,121,23,30,20280904
oncogenic_pathway,LIHC,WNT,2,2,19,117,152,30,38,5,93,121,23,30,20280904
oncogenic_pathway,LIHC,WNT,2,3,6,118,152,29,38,5,94,121,23,30,20280904
oncogenic_pathway,LIHC,WNT,2,4,2,118,152,29,38,5,94,121,23,30,20280904
oncogenic_pathway,LIHC,WNT,2,5,15,118,152,29,38,5,94,121,23,30,20280904
oncogenic_pathway,LIHC,WNT,3,1,14,117,152,30,38,5,93,121,23,30,20290904
oncogenic_pathway,LIHC,WNT,3,2,7,117,152,30,38,5,93,121,23,30,20290904
oncogenic_pathway,LIHC,WNT,3,3,4,118,152,29,38,5,94,121,23,30,20290904
oncogenic_pathway,LIHC,WNT,3,4,3,118,152,29,38,5,94,121,23,30,20290904
oncogenic_pathway,LIHC,WNT,3,5,3,118,152,29,38,5,94,121,23,30,20290904
oncogenic_pathway,LIHC,WNT,4,1,13,117,152,30,38,5,93,121,23,30,20300904
oncogenic_pathway,LIHC,WNT,4,2,2,117,152,30,38,5,93,121,23,30,20300904
oncogenic_pathway,LIHC,WNT,4,3,3,118,152,29,38,5,94,121,23,30,20300904
oncogenic_pathway,LIHC,WNT,4,4,16,118,152,29,38,5,94,121,23,30,20300904
oncogenic_pathway,LIHC,WNT,4,5,3,118,152,29,38,5,94,121,23,30,20300904
oncogenic_pathway,LIHC,WNT,5,1,3,117,152,30,38,5,93,121,23,30,20310904
oncogenic_pathway,LIHC,WNT,5,2,14,117,152,30,38,5,93,121,23,30,20310904
oncogenic_pathway,LIHC,WNT,5,3,15,118,152,29,38,5,94,121,23,30,20310904
oncogenic_pathway,LIHC,WNT,5,4,6,118,152,29,38,5,94,121,23,30,20310904
oncogenic_pathway,LIHC,WNT,5,5,3,118,152,29,38,5,94,121,23,30,20310904
oncogenic_pathway,LUAD,TP53,1,1,4,219,141,55,36,5,175,112,43,28,20270896
oncogenic_pathway,LUAD,TP53,1,2,1,219,141,55,36,5,175,112,43,28,20270896
oncogenic_pathway,LUAD,TP53,1,3,5,219,142,55,35,5,175,113,43,28,20270896
oncogenic_pathway,LUAD,TP53,1,4,2,219,142,55,35,5,175,113,43,28,20270896
oncogenic_pathway,LUAD,TP53,1,5,2,220,142,54,35,5,176,113,44,28,20270896
oncogenic_pathway,LUAD,TP53,2,1,12,219,141,55,36,5,175,112,43,28,20280896
oncogenic_pathway,LUAD,TP53,2,2,3,219,141,55,36,5,175,112,43,28,20280896
oncogenic_pathway,LUAD,TP53,2,3,1,219,142,55,35,5,175,113,43,28,20280896
oncogenic_pathway,LUAD,TP53,2,4,3,219,142,55,35,5,175,113,43,28,20280896
oncogenic_pathway,LUAD,TP53,2,5,5,220,142,54,35,5,176,113,44,28,20280896
oncogenic_pathway,LUAD,TP53,3,1,4,219,141,55,36,5,175,112,43,28,20290896
oncogenic_pathway,LUAD,TP53,3,2,1,219,141,55,36,5,175,112,43,28,20290896
oncogenic_pathway,LUAD,TP53,3,3,1,219,142,55,35,5,175,113,43,28,20290896
oncogenic_pathway,LUAD,TP53,3,4,3,219,142,55,35,5,175,113,43,28,20290896
oncogenic_pathway,LUAD,TP53,3,5,8,220,142,54,35,5,176,113,44,28,20290896
oncogenic_pathway,LUAD,TP53,4,1,1,219,141,55,36,5,175,112,43,28,20300896
oncogenic_pathway,LUAD,TP53,4,2,1,219,141,55,36,5,175,112,43,28,20300896
oncogenic_pathway,LUAD,TP53,4,3,2,219,142,55,35,5,175,113,43,28,20300896
oncogenic_pathway,LUAD,TP53,4,4,3,219,142,55,35,5,175,113,43,28,20300896
oncogenic_pathway,LUAD,TP53,4,5,2,220,142,54,35,5,176,113,44,28,20300896
oncogenic_pathway,LUAD,TP53,5,1,3,219,141,55,36,5,175,112,43,28,20310896
oncogenic_pathway,LUAD,TP53,5,2,3,219,141,55,36,5,175,112,43,28,20310896
oncogenic_pathway,LUAD,TP53,5,3,10,219,142,55,35,5,175,113,43,28,20310896
oncogenic_pathway,LUAD,TP53,5,4,4,219,142,55,35,5,175,113,43,28,20310896
oncogenic_pathway,LUAD,TP53,5,5,3,220,142,54,35,5,176,113,44,28,20310896
oncogenic_pathway,LUSC,NRF2,1,1,8,87,267,22,67,5,69,213,17,53,20270910
oncogenic_pathway,LUSC,NRF2,1,2,10,87,267,22,67,5,69,213,17,53,20270910
oncogenic_pathway,LUSC,NRF2,1,3,11,87,267,22,67,5,69,213,17,53,20270910
oncogenic_pathway,LUSC,NRF2,1,4,17,87,267,22,67,5,69,213,17,53,20270910
oncogenic_pathway,LUSC,NRF2,1,5,7,88,268,21,66,5,70,214,17,53,20270910
oncogenic_pathway,LUSC,NRF2,2,1,6,87,267,22,67,5,69,213,17,53,20280910
oncogenic_pathway,LUSC,NRF2,2,2,12,87,267,22,67,5,69,213,17,53,20280910
oncogenic_pathway,LUSC,NRF2,2,3,16,87,267,22,67,5,69,213,17,53,20280910
oncogenic_pathway,LUSC,NRF2,2,4,8,87,267,22,67,5,69,213,17,53,20280910
oncogenic_pathway,LUSC,NRF2,2,5,11,88,268,21,66,5,70,214,17,53,20280910
oncogenic_pathway,LUSC,NRF2,3,1,5,87,267,22,67,5,69,213,17,53,20290910
oncogenic_pathway,LUSC,NRF2,3,2,20,87,267,22,67,5,69,213,17,53,20290910
oncogenic_pathway,LUSC,NRF2,3,3,5,87,267,22,67,5,69,213,17,53,20290910
oncogenic_pathway,LUSC,NRF2,3,4,5,87,267,22,67,5,69,213,17,53,20290910
oncogenic_pathway,LUSC,NRF2,3,5,6,88,268,21,66,5,70,214,17,53,20290910
oncogenic_pathway,LUSC,NRF2,4,1,9,87,267,22,67,5,69,213,17,53,20300910
oncogenic_pathway,LUSC,NRF2,4,2,13,87,267,22,67,5,69,213,17,53,20300910
oncogenic_pathway,LUSC,NRF2,4,3,8,87,267,22,67,5,69,213,17,53,20300910
oncogenic_pathway,LUSC,NRF2,4,4,6,87,267,22,67,5,69,213,17,53,20300910
oncogenic_pathway,LUSC,NRF2,4,5,17,88,268,21,66,5,70,214,17,53,20300910
oncogenic_pathway,LUSC,NRF2,5,1,8,87,267,22,67,5,69,213,17,53,20310910
oncogenic_pathway,LUSC,NRF2,5,2,11,87,267,22,67,5,69,213,17,53,20310910
oncogenic_pathway,LUSC,NRF2,5,3,6,87,267,22,67,5,69,213,17,53,20310910
oncogenic_pathway,LUSC,NRF2,5,4,6,87,267,22,67,5,69,213,17,53,20310910
oncogenic_pathway,LUSC,NRF2,5,5,7,88,268,21,66,5,70,214,17,53,20310910
oncogenic_pathway,PCPG,Cell Cycle,1,1,11,18,105,5,27,5,14,84,3,21,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,2,11,18,105,5,27,5,14,84,3,21,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,3,6,18,106,5,26,5,14,84,3,21,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,4,6,19,106,4,26,5,15,84,3,21,20270889
oncogenic_pathway,PCPG,Cell Cycle,1,5,8,19,106,4,26,5,15,84,3,21,20270889
oncogenic_pathway,PCPG,Cell Cycle,2,1,18,18,105,5,27,5,14,84,3,21,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,2,7,18,105,5,27,5,14,84,3,21,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,3,14,18,106,5,26,5,14,84,3,21,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,4,13,19,106,4,26,5,15,84,3,21,20280889
oncogenic_pathway,PCPG,Cell Cycle,2,5,13,19,106,4,26,5,15,84,3,21,20280889
oncogenic_pathway,PCPG,Cell Cycle,3,1,18,18,105,5,27,5,14,84,3,21,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,2,8,18,105,5,27,5,14,84,3,21,20290889
oncogenic_pathway,PCPG,Cell Cycle,3,3,6,18,106,5,26,5,14,84,3,21,20290889
