outcome_type,family,tumor_type,endpoint,n,positive,negative,screen_tier,size_stratum,imbalance_stratum,minority_fraction,selection_hash,selected,selection_version,selection_uses_pls_performance,selection_rule
binary,driver_mutation,BLCA,RHOB,384,24,360,C,medium,high,0.0625,5124ae2751b82cd5a1a1ef39a3ac795fda28aeb9d59bc3a80b7f0c8ec7f195cf,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,STAD,RHOA,371,20,351,C,medium,high,0.0539083557951483,522512a440c1b79f54714fec35f1b27a8df58baf3d5c01d94b7ff9a9f2f94da0,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,CDKN2A,384,24,360,C,medium,high,0.0625,5498141242da7d3a23cd8f9042f8750606c095abf74520525b5f68d459a45ec7,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,KLF5,384,21,363,C,medium,high,0.0546875,55f9496a2aa91ded04be43d51db62b702250be76e5c7bd57eb112b1d1ff471ad,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,ZFP36L1,384,25,359,C,medium,high,0.0651041666666667,620599f144175908fdfc16ee9979b9a2ee80a2c16163d7e063f29e903d58771a,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,CASP8,431,47,384,C,medium,high,0.109048723897912,64fea851f87d6ce5dd366177bb38d42b77c3159173dcaaebe7a217179c975197,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,CDKN1A,384,37,347,C,medium,high,0.0963541666666667,679d9647708d1a6e9973342b4fffe6690c9a0d8ffce55d55c6b093a7411b215d,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,ASXL2,384,35,349,C,medium,high,0.0911458333333333,6ff589680d2e217d02dd663faa6b472a33fcdf3618d0b841eacfe002956b2e54,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,COAD,SMAD4,382,36,346,C,medium,high,0.0942408376963351,700bbdad0ae71c9ab6bd316b5be3068474c4ee223b156fc77feff0e65999731c,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,HUWE1,431,40,391,C,medium,high,0.0928074245939675,71ecc9635dfd0380748a8408452fed3c9b084d4c3288fb339ffa4afffd62fc8c,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,COAD,TCF7L2,382,32,350,C,medium,high,0.0837696335078534,7e2d545cb196428b4b9175fc7332fa4d2f26728818f6f86fc980a8ffc6fa7c30,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,HLA-B,431,20,411,C,medium,high,0.0464037122969838,836df6cbaadd7e68a73d6e1930b7b203dd593b2d6e2687de4bd67630567cb950,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,COAD,SOX9,382,42,340,C,medium,high,0.109947643979058,8aad701b0962458735b9fbae9f2f5e3bf7fe1bc17987a69f990e1fb0191757e3,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,STAD,RASA1,371,21,350,C,medium,high,0.0566037735849057,8f8dcf36fc4e8ec9d4fd02c9345b19e741fe74e602a523436dacf2aea192e9fa,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,STAD,PTEN,371,24,347,C,medium,high,0.0646900269541779,9b6e4d20e2051e761485e7a145a7e7b49239394e3b430f5dc81b7eee639236f9,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,NFE2L2,384,24,360,C,medium,high,0.0625,a218437faf03bc1d4e292d830b7d9074fb3ef2fd80e565242cd5ee8390f3b41c,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,STAD,KRAS,371,30,341,C,medium,high,0.0808625336927224,ac2c1c29543137757e2aac846c8203f9147a5b1975a05a9e778fd172eced17b0,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,ERCC2,384,35,349,C,medium,high,0.0911458333333333,bc3a1424689134a13f12ae17da5921e460ec7d14abbe20bdad8be20f0f0b3c77,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,KANSL1,384,24,360,C,medium,high,0.0625,bec57e7e370921b47be2e4f98d37b9cdbc90e12c676398afadfeaecf2f20f222,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,HRAS,431,27,404,C,medium,high,0.0626450116009281,bf58734f7a2b3669f47f77d8f38fff68b7c1de296b45a7896d9626068072dcd3,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,RXRA,384,21,363,C,medium,high,0.0546875,c58115df067a67222f2024eac9ab9afe608d6b9ce4517e1fe7b9bc4e20edd790,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,EPHA2,431,23,408,C,medium,high,0.0533642691415313,c74101f722758fd39b96ecfeef83cedbf887dfb93f261a05901fcb47e74aeb26,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,SF3B1,384,22,362,C,medium,high,0.0572916666666667,c7744d13133cd18955be1913e4f14fdd6c351a6ae995e49f6b6fd3296b74146d,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,PRAD,SPOP,399,42,357,C,medium,high,0.105263157894737,c89210c568fbf270be448b246b90315532e4f466c29b5e7572186deda63722cf,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,STAD,ARID2,371,24,347,C,medium,high,0.0646900269541779,d3e1d4635a0ea6fe8588c053079068aef08ebea5e1e8d60dda3d49193e9c27d0,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,EP300,431,30,401,C,medium,high,0.0696055684454756,d3ef79a82de4064ac9feb571a59842b45a3a7b93953856c3881fa51ffb310d15,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,KEAP1,431,20,411,C,medium,high,0.0464037122969838,ed518a3e089e21af57ed25ce46c95b2344ed790607e5d9bbdc4177a2c1c660b5,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,STAD,CTNNB1,371,22,349,C,medium,high,0.0592991913746631,f21efefc5fc2dd6367a666264adbcef88a6508e0ff53641b4e474e7ea529fb76,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,COAD,CTNNB1,382,21,361,C,medium,high,0.0549738219895288,f5412c689cf7960417d87b00f4ac639f15a5894952be1adae13159da0ed6b3c7,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,COAD,AMER1,382,37,345,C,medium,high,0.0968586387434555,f6d9e5a5d0192f062fdb2f9be244d8c8b469a42be5aa3f979a8157a6d67b34b3,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,STAD,MUC6,371,39,332,C,medium,high,0.105121293800539,fe25b9f491c1b9c60357e161e2f61e597a918ddf7a387778068452ece5923756,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,TP53,384,185,199,B,medium,low,0.481770833333333,17ec8acaa7a2de7aa6fddee60c9995fe48f2407841d3a68767ff10be4333a541,TRUE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,ARID1A,384,98,286,C,medium,low,0.255208333333333,2b84bd75f9aec89b6533c18d1f4330b2ab1ac875ee9e361d5b96e20f19431825,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,TP53,431,320,111,B,medium,low,0.25754060324826,4957ae9f56152b5b9f0a76e1094a544ec4e3b0869c08b657161d66e72546e576,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,COAD,TP53,382,161,221,A,medium,low,0.421465968586387,687f3795b0deb83ae7605b859650ea7db1afdca8a74e852275415a2dcffa5faf,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,COAD,KRAS,382,126,256,B,medium,low,0.329842931937173,6ed01b136d98d7da3f834da8ff3e97f8dc995e1a2e4f189ef7acebe5f7617ae5,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,KMT2D,384,110,274,C,medium,low,0.286458333333333,81abcb51de5e789f1a4844f3b3024a6f8dc2ed8faa978cab7b87ee89e9a96eea,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,STAD,TP53,371,179,192,B,medium,low,0.482479784366577,ab46355230abcfc044d4705507302e0128ace670cfde9ccb4d3d9dc8e251ed08,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,COAD,APC,382,196,186,A,medium,low,0.486910994764398,dab81cc07fb86ea6be845e689f73d2dd18d07ef0684f1c8fabc0efebd695cd51,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,STAD,DMD,371,48,323,C,medium,moderate,0.129380053908356,197568b12fc089c6d1df7b42f6cf6a90c20c3a0842b45b3602d41ad0f9ba43c1,TRUE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,FGFR3,384,54,330,A,medium,moderate,0.140625,1b09616b9ddd319544a7f2e242dbbdba965f0fc40558515488f67e459e31478b,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,STAG2,384,53,331,C,medium,moderate,0.138020833333333,348f0f48a85cf5323c2dd4980fe6a5f64f1ed3cc1c98b0a373e16ba02dc794bc,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,FAT1,431,96,335,C,medium,moderate,0.222737819025522,3a5ce0422e62b66ad9c49f628170bac88c158f07c645927f9ade9d31d2cd9a5e,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,ELF3,384,46,338,C,medium,moderate,0.119791666666667,51442e9a9fe97143272da5b21881e5f7334d744d53037a4eb1ce94e248117adb,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,KMT2C,384,71,313,C,medium,moderate,0.184895833333333,594fc3d03262c4667b46b1ad232627770390e2fc9972f06665331e29a196a8ee,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,KDM6A,384,96,288,C,medium,moderate,0.25,757d004497f7348c93bd7c297a514e2d070136548f20fd1deab685489f74eceb,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,CREBBP,384,48,336,C,medium,moderate,0.125,79b58600cefe7ce7405646160543afe4a55c1e9228dca0e8272ea0da86919b97,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,PIK3CA,431,74,357,C,medium,moderate,0.17169373549884,7d081c1a29ee426013aaae238df534e7309efabaaf3475fb92d571713200f90f,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,PIK3CA,384,82,302,B,medium,moderate,0.213541666666667,7d5894b38b7f238fb5f6898af0f89a5015ccbadd4a8a66ec6410f2a45d1b21ca,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,NSD1,431,51,380,B,medium,moderate,0.118329466357309,7ef8ab2772a7ec7d59bf10901dc06dcf7a1881dffa94e44201159275887a45bc,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,STAD,PIK3CA,371,58,313,B,medium,moderate,0.15633423180593,871b2182e3d0242eac15c15f17a34fe210290398b4ee1d55b1dcaf8fffe67ef7,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,COAD,PIK3CA,382,83,299,C,medium,moderate,0.217277486910995,8d8b065e972852c473d03e7afeb68b45d180193e7636537e2081b63a84af481d,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,SPTAN1,384,45,339,C,medium,moderate,0.1171875,907362d3d6e674bbe0b798896a126d94fd8ec9b03b2eee57a82e62df1edb2791,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,CDKN2A,431,92,339,C,medium,moderate,0.213457076566125,99d6178ad8388770a6d46d24c3d09d23171341a9c641f43749ab905b47e2e6b7,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,EP300,384,54,330,C,medium,moderate,0.140625,9f1d3d0a16145f11c71df6cc13ea182bae6d30f2bc12db4dd1a039e5d4a5c68f,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,COAD,BRAF,382,44,338,B,medium,moderate,0.115183246073298,a810078c5789c4dc21ad672561a94f2cc3d25a16f96c15264404d5d19f3455a1,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,NOTCH1,431,77,354,C,medium,moderate,0.178654292343387,a842519341137e111d352435f1b69ebf9b07fc735e57141db6cc7a248023623b,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,RB1,384,73,311,C,medium,moderate,0.190104166666667,b29cb0578062d554404688090ffac4c5c3fae3d932f3bd8cff882d5a0c758e79,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,HNSC,KMT2D,431,66,365,C,medium,moderate,0.153132250580046,badadd6db6773ae13fcfdf62657f4722108f3bb63d98cac1ca4cbe1baa66112f,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,STAD,ARID1A,371,91,280,C,medium,moderate,0.245283018867925,c28d9d1f9a554c28d18e85ded8e8176e96c81aaa7af736ec0ce3d0baf6708556,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,ERBB2,384,46,338,C,medium,moderate,0.119791666666667,e0c1a3f094e788a795cd4d201607ee383c91e6484f9e21fad602fea187ce0f0d,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,PRAD,TP53,399,46,353,C,medium,moderate,0.115288220551378,e2c0851721e9fd98e43456fa916dc760d062d7153547b76eaf5bc30199cee2dd,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,FAT1,384,46,338,C,medium,moderate,0.119791666666667,e80ff88e94611cd65dba6ca521fb0e70db5c8d4ba07b4a66afa34f2d717ac1de,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,STAD,ERBB4,371,46,325,C,medium,moderate,0.123989218328841,e8686df0c2e89a092b092f769a22e3dc3d83ea9cf497d17fdbfbca1a5a0aadbd,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,BLCA,ATM,384,53,331,C,medium,moderate,0.138020833333333,ef5f2255ca00481a1d4bba6d76a9ad7b4c44d837026d67526ef553ec52522ff3,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,KIRC,MTOR,353,27,326,C,small,high,0.0764872521246459,0a909505762208ffac878f21361cf6d4505ccca8bf9efa6e6811257740307fab,TRUE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,LIHC,BAP1,350,20,330,B,small,high,0.0571428571428571,13dc1598875e7d3352c15efeb8096eb640f90e3c46962adcedc71ad11f819ab3,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,LIHC,AXIN1,350,25,325,C,small,high,0.0714285714285714,1905caf16de8912c59f9c510de839c89b1aa7da3b1e1348c287632c30bb46c18,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,SARC,RB1,229,24,205,C,small,high,0.104803493449782,1b3b012742473538c0d66fa016e1f40e8d71f46b866b3e3ca0069a47f577519b,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,CESC,TP53,252,21,231,B,small,high,0.0833333333333333,5d70c5bcb1fb2effcdcf30d94558c9d1c3716ea9b64e2664a080ba65b87dbd07,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,LIHC,APOB,350,34,316,C,small,high,0.0971428571428571,642059fe31fb319fb7d9b3dc48c822256f88228b4ee4e32293e3ca4caa8e0714,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,KIRC,BAP1,353,35,318,C,small,high,0.0991501416430595,7464c65247ac05f58769ba1a4c25a273bdc913000b6c9a4fffe424b891d3e376,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,GBM,PIK3CA,241,22,219,C,small,high,0.0912863070539419,ac6b4427c373c3dab1b439b57ba3786ec1bcd7232dff3f5a40915bded2a21d0c,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,LIHC,ARID1A,350,26,324,C,small,high,0.0742857142857143,e8a87feb6fc82c3d9d5addbc252e9b011d2e36f3ee8718cd738d30a6691eb080,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,OV,TP53,72,22,50,B,small,low,0.305555555555556,32c23f82377c5952f1c9edd13544915c1d0463531b729859f3b8114ae89eea4f,TRUE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,SKCM,BRAF,98,52,46,B,small,low,0.469387755102041,4962b34f480f54e34be6c231fb04c06664b14d1740b4c233ba295fbf72451dd6,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,CESC,PIK3CA,252,71,181,C,small,low,0.281746031746032,4d441dd89314e9c4c089704c87c44499b63f859fd886e92a8a97b87529530ad1,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,UVM,GNAQ,80,40,40,C,small,low,0.5,71893617d6176945bba46dd7d1e180d34932c0db50dfd333bc1f4b8e9956eb93,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,LIHC,TP53,350,107,243,B,small,low,0.305714285714286,754ce0fd390b81aa5ee3f3ed4c94ee19be307eac187fae564ea24fdcc2702011,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,PAAD,TP53,175,106,69,B,small,low,0.394285714285714,7bb3fe7d5ec6c64802f2a1bfb83ffe39f75a67e47a44177f9ef55e32dcc5775e,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,READ,TP53,135,66,69,A,small,low,0.488888888888889,7f4717bfd1024d1e30056e1514b39cbd4df08233c4a96dcf9a34ce1ac004bb71,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
binary,driver_mutation,KIRC,VHL,353,161,192,B,small,low,0.456090651558074,7fbb20364f6ec80631e0a770d4769929c3c54dc77738718cc337abd1db097244,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
