tumor_type,block,endpoint,n,metric,pls1,pls2,delta_pls2_minus_pls1,sd_delta,median_ncomp_pls1,median_ncomp_pls2,n_repeats,backend,svd_method,rsvd_oversample,rsvd_power,analysis_fingerprint
ESCA,inferred_cell_fractions,Plasma Cells,147,Q2,0.00181371922531259,0.00649441952479975,0.00468070029948716,0.00932175054741375,1,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,inferred_cell_fractions,T Cells CD4 Memory Activated,147,Q2,-0.139931180029485,-0.0306461365448113,0.109285043484673,0.051463509733539,2.66666666666667,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,inferred_cell_fractions,T Cells CD4 Memory Resting,147,Q2,0.0902439696236241,0.0836653646662199,-0.00657860495740422,0.00833389045989429,1,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,inferred_cell_fractions,T Cells CD4 Naive,147,Q2,-0.156511693968854,-0.0541757276746434,0.10233596629421,0.0748164671161334,1.33333333333333,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,inferred_cell_fractions,T Cells CD8,147,Q2,-0.0929966688575099,-0.0550410183857611,0.0379556504717488,0.0783888947189071,3,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,inferred_cell_fractions,T Cells Follicular Helper,147,Q2,-0.0564079534227006,-0.0346126312130375,0.021795322209663,0.0262248123444222,1.33333333333333,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,inferred_cell_fractions,T Cells Regulatory Tregs,147,Q2,0.0583857478211045,0.0673911056751898,0.00900535785408529,0.0604789137272434,1,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,inferred_cell_fractions,Th1 Cells,147,Q2,0.00171971341783224,-0.0179936301195713,-0.0197133435374035,0.017668273547757,2,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,inferred_cell_fractions,Th17 Cells,147,Q2,0.115644976535375,0.141442917890214,0.0257979413548387,0.0944997847163746,1.66666666666667,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,inferred_cell_fractions,Th2 Cells,147,Q2,-0.226707901223586,-0.0435340082103586,0.183173893013227,0.192207208627552,1.33333333333333,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,infiltration_signatures,IFN-gamma Response,128,Q2,-0.0692381314349425,-0.0596479827413931,0.00959014869354939,0.0148842538081622,1,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,infiltration_signatures,Leukocyte Fraction,128,Q2,-0.00761872594686952,-0.0459728778320976,-0.0383541518852281,0.0326450105524559,2.66666666666667,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,infiltration_signatures,Lymphocyte Infiltration Signature Score,128,Q2,0.0476803411187898,-0.0066365536558833,-0.0543168947746731,0.0511976591259246,1,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,infiltration_signatures,Macrophage Regulation,128,Q2,0.0966437612237497,0.00583753617142339,-0.0908062250523263,0.0832542322795859,1,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,infiltration_signatures,Stromal Fraction,128,Q2,-0.126034780260747,-0.0562642758915707,0.0697705043691761,0.0824581420102778,3,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,infiltration_signatures,TGF-beta Response,128,Q2,0.147053042627861,0.167942781624272,0.0208897389964109,0.105404081426383,1,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
ESCA,infiltration_signatures,Wound Healing,128,Q2,-0.0194758472363981,-0.0105026852904433,0.00897316194595477,0.0229130771321689,1,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,B Cells Memory,96,Q2,-0.287199161997607,-0.0588684024144499,0.228330759583157,0.0284585524692547,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,B Cells Naive,96,Q2,-0.221777604351109,-0.0370111237362102,0.184766480614899,0.0358034158328588,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Dendritic Cells Activated,96,Q2,-0.21940635757374,-0.0321141569916739,0.187292200582066,0.146805925814778,1.33333333333333,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Dendritic Cells Resting,96,Q2,-0.188794187688097,-0.0299966444084223,0.158797543279675,0.231937247219761,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Eosinophils,96,Q2,-0.201185732410842,-0.0345147763753929,0.166670956035449,0.0174094910067018,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Macrophages M0,96,Q2,-0.166256398572594,-0.0199128278741819,0.146343570698413,0.067317383769623,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Macrophages M1,96,Q2,-0.393351713031888,-0.0596650641680256,0.333686648863863,0.0590622678509872,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Macrophages M2,96,Q2,-0.302275395294157,-0.0462216595889417,0.256053735705215,0.0768483829644651,1.66666666666667,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Mast Cells Activated,96,Q2,-0.0483155283465382,0.0213435612655476,0.0696590896120857,0.01639717744315,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Mast Cells Resting,96,Q2,0.0721105584380644,0.0910909069399205,0.0189803485018561,0.00467147213619266,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Monocytes,96,Q2,-0.157768296089992,0.0110057026002751,0.168773998690268,0.0951177703781922,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,NK Cells Activated,96,Q2,-0.57482292575916,-0.0502388268958454,0.524584098863315,0.0564863928160287,1.33333333333333,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,NK Cells Resting,96,Q2,-0.31625102801942,-0.108889706976991,0.20736132104243,0.166854019684066,2.33333333333333,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Neutrophils,96,Q2,-0.0947389193091358,-0.0315099246102974,0.0632289946988383,0.0161217144319596,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Plasma Cells,96,Q2,-0.120687962758818,-0.0138457607805649,0.106842201978253,0.034229233626738,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,T Cells CD4 Memory Activated,96,Q2,-0.132532951790327,-0.0886985728895162,0.0438343789008112,0.0410027186454726,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,T Cells CD4 Memory Resting,96,Q2,-0.242984704421884,-0.0427295026610832,0.2002552017608,0.0726364864543128,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,T Cells CD4 Naive,96,Q2,-0.28070078521209,-0.0163263463001366,0.264374438911953,0.0418531975171688,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,T Cells CD8,96,Q2,-0.129289752679394,-0.0230418891525728,0.106247863526821,0.0351075240593741,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,T Cells Follicular Helper,96,Q2,-0.115251498265798,-0.0340583311301799,0.081193167135618,0.0605696874352914,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,T Cells Regulatory Tregs,96,Q2,-0.127366145440082,-0.0114847857003998,0.115881359739683,0.0350114812190491,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,T Cells gamma delta,96,Q2,-0.0890264772391653,-0.0229145471171248,0.0661119301220405,0.0268477294010571,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Th1 Cells,96,Q2,0.0329943484145735,0.0539800080056959,0.0209856595911224,0.00847513835520624,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Th17 Cells,96,Q2,-0.0379817847877981,0.00274092485703403,0.0407227096448321,0.0296979172290089,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,inferred_cell_fractions,Th2 Cells,96,Q2,0.0595374423116676,0.11809825615053,0.058560813838862,0.0577554940431737,2,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,infiltration_signatures,IFN-gamma Response,66,Q2,-0.291526957605879,-0.131812730741846,0.159714226864033,0.0414794584051887,1,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,infiltration_signatures,Leukocyte Fraction,66,Q2,0.283528117825202,0.253858385372999,-0.029669732452203,0.0310363396150697,1.33333333333333,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,infiltration_signatures,Lymphocyte Infiltration Signature Score,66,Q2,0.259634272311073,0.310836080047464,0.0512018077363913,0.159790960681429,2.66666666666667,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,infiltration_signatures,Macrophage Regulation,66,Q2,0.318240509387047,0.342471346306441,0.0242308369193937,0.0521369731792886,2,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,infiltration_signatures,Stromal Fraction,66,Q2,0.347811374970978,0.349794409318298,0.00198303434732035,0.071325446330508,1.33333333333333,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,infiltration_signatures,TGF-beta Response,66,Q2,0.279865258825048,0.236045169377247,-0.0438200894478007,0.0498674667515393,1,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
GBM,infiltration_signatures,Wound Healing,66,Q2,-0.461867180804386,-0.279310888833058,0.182556291971328,0.089243997169556,1,2,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,immune_repertoire,BCR Evenness,269,Q2,-0.12022511191481,-0.037206734403641,0.0830183775111689,0.0389654662310565,1,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,immune_repertoire,BCR Richness,269,Q2,-0.00437551914779799,-0.0170736827916706,-0.0126981636438726,0.0331774933441917,1,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,immune_repertoire,BCR Shannon,269,Q2,0.0379059074520908,0.0174539100671125,-0.0204519973849783,0.0185207048585279,1,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,immune_repertoire,TCR Evenness,269,Q2,-0.111180751156999,-0.0256438719796404,0.0855368791773581,0.00217425710244196,1,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,immune_repertoire,TCR Richness,269,Q2,0.0550997182480159,0.0416992138797132,-0.0134005043683027,0.0174270413489674,1,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,immune_repertoire,TCR Shannon,269,Q2,0.0674432960439589,0.0623467175757212,-0.00509657846823771,0.0278558532579105,1,1.66666666666667,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,B Cells Memory,437,Q2,-0.00484239705277278,-0.00857022688638631,-0.00372782983361353,0.0106268262067165,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,B Cells Naive,437,Q2,0.0622714774507212,0.0707457967647663,0.00847431931404515,0.00219260566326449,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Dendritic Cells Activated,437,Q2,-0.0236557526584635,-0.00683161131692223,0.0168241413415412,0.0241363305252903,1.33333333333333,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Dendritic Cells Resting,437,Q2,-0.0174111516588283,-0.0146505410747096,0.00276061058411869,0.00273368469612795,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Eosinophils,437,Q2,-0.0101941822908644,-0.0111818293623244,-0.000987647071459966,0.00415550467611325,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Macrophages M0,437,Q2,0.0546002783483192,0.10749116670275,0.0528908883544312,0.0106885804409975,2,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Macrophages M1,437,Q2,0.0864158640185816,0.110600742007099,0.0241848779885174,0.00787700281396226,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Macrophages M2,437,Q2,0.0435433813630602,0.0497535618650777,0.00621018050201757,0.00480726563397503,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Mast Cells Activated,437,Q2,0.0340423923070011,0.05097047787483,0.016928085567829,0.00910154492222813,1.33333333333333,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Mast Cells Resting,437,Q2,-0.0378701238218286,0.0047175635167532,0.0425876873385818,0.0272720743242801,1.33333333333333,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Monocytes,437,Q2,-0.0397229247913756,-0.0280876228463414,0.0116353019450342,0.00769847288848798,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,NK Cells Activated,437,Q2,-0.011374994903917,0.0053706000885978,0.0167455949925148,0.0117204121486256,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,NK Cells Resting,437,Q2,-0.00536265038661155,0.009447140060916,0.0148097904475275,0.0201026410372411,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Neutrophils,437,Q2,0.0151130706277163,0.0246100600222856,0.0094969893945693,0.00171113366645317,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Plasma Cells,437,Q2,0.132329823913673,0.143489354432754,0.011159530519081,0.0108073517815388,1.33333333333333,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,T Cells CD4 Memory Activated,437,Q2,0.04219948018711,0.0435242973037991,0.00132481711668908,0.0242531354191246,2,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,T Cells CD4 Memory Resting,437,Q2,-0.0508486537076963,-0.0048828807263522,0.0459657729813442,0.00592347946501788,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,T Cells CD4 Naive,437,Q2,-0.0798376571893139,0.000676238446803978,0.0805138956361178,0.0180953304849294,1.66666666666667,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,T Cells CD8,437,Q2,0.172093558518696,0.17759349224765,0.005499933728954,0.00252434849349702,3,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,T Cells Follicular Helper,437,Q2,0.100989135099635,0.122725972373256,0.0217368372736206,0.0116945737225459,2,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,T Cells Regulatory Tregs,437,Q2,0.0588613339977795,0.0794244215310205,0.0205630875332409,0.0105765251277065,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,T Cells gamma delta,437,Q2,-0.144511625802518,-0.0251256848420561,0.119385940960462,0.00666890649475318,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Th1 Cells,437,Q2,0.0948639460158221,0.117732473057786,0.0228685270419644,0.0150046923057904,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Th17 Cells,437,Q2,-0.00382439117639958,0.00456031869672802,0.0083847098731276,0.0210686357665702,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,inferred_cell_fractions,Th2 Cells,437,Q2,0.0583528193545162,0.071056559139205,0.0127037397846888,0.0146597664788747,1,5,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,infiltration_signatures,IFN-gamma Response,410,Q2,0.241888916615333,0.250512487709842,0.00862357109450925,0.016653268414411,1.33333333333333,7,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,infiltration_signatures,Leukocyte Fraction,410,Q2,0.270357377668149,0.267734470959954,-0.00262290670819513,0.012485981436724,3,7,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,infiltration_signatures,Lymphocyte Infiltration Signature Score,410,Q2,0.275570838184424,0.274437490167027,-0.00113334801739673,0.00409990819147233,3,7,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,infiltration_signatures,Macrophage Regulation,410,Q2,0.149407233373698,0.147804646449017,-0.00160258692468063,0.0152483277158504,2,7,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,infiltration_signatures,Stromal Fraction,410,Q2,0.248829980015071,0.239847756262447,-0.00898222375262414,0.00844952809372766,3,7,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,infiltration_signatures,TGF-beta Response,410,Q2,0.176055191520186,0.207246187757229,0.0311909962370433,0.00912646954995752,2,7,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
HNSC,infiltration_signatures,Wound Healing,410,Q2,0.11120038227035,0.124782708156967,0.0135823258866179,0.00659865070965473,2,7,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,B Cells Memory,65,Q2,-0.391074792341513,-0.0542605297267011,0.336814262614812,0.170251304550001,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,B Cells Naive,65,Q2,-0.160757360372952,-0.0667763183648581,0.0939810420080936,0.0215376334286196,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,Dendritic Cells Activated,65,Q2,-0.207314718795959,-0.0502519711941786,0.157062747601781,0.199854890008785,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,Dendritic Cells Resting,65,Q2,-0.206084523989788,-0.0369710368793402,0.169113487110448,0.0970639373588436,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,Eosinophils,65,Q2,-0.403117860238072,-0.0480039974178308,0.355113862820241,0.0305713944812904,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,Macrophages M0,65,Q2,-0.328146136718232,-0.157659257231531,0.170486879486701,0.0537401044366602,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,Macrophages M1,65,Q2,-0.0938177012450969,-0.0658036029979421,0.0280140982471547,0.0667007114625876,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,Macrophages M2,65,Q2,-0.0926687474916662,-0.108853154610426,-0.0161844071187593,0.226168899233344,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,Mast Cells Activated,65,Q2,-0.422163980905823,-0.0703929909672657,0.351770989938557,0.0471516454408614,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,Mast Cells Resting,65,Q2,-0.347331952004244,-0.100964801341069,0.246367150663175,0.137987747449065,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,Monocytes,65,Q2,-0.182083938741326,-0.0420479020101578,0.140036036731169,0.0608951534085454,1.66666666666667,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,NK Cells Activated,65,Q2,-0.0330931034438368,-0.0137266527501927,0.0193664506936441,0.0987293880528773,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,NK Cells Resting,65,Q2,-0.276681334703814,-0.0763588750417308,0.200322459662084,0.0664235917579075,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,Neutrophils,65,Q2,-0.292875485867696,-0.0700468213211615,0.222828664546534,0.0815632288139793,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,Plasma Cells,65,Q2,-0.770372177746507,-0.105924384892639,0.664447792853868,0.117903951017801,2,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,T Cells CD4 Memory Resting,65,Q2,-0.115436031853652,-0.0704594708806966,0.0449765609729553,0.0758425391008293,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,T Cells CD4 Naive,65,Q2,-0.3141042906741,-0.0346178346359899,0.27948645603811,0.0735750911514099,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,T Cells CD8,65,Q2,-0.530301474563198,-0.0336046023312993,0.496696872231899,0.306892069097571,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,T Cells Follicular Helper,65,Q2,-0.290416958494744,-0.0849058798286864,0.205511078666057,0.109360973294891,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,T Cells Regulatory Tregs,65,Q2,-0.272333107313484,0.0933223792828077,0.365655486596292,0.592423904960048,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
KICH,inferred_cell_fractions,T Cells gamma delta,65,Q2,-0.323634352591678,-0.0649022180276375,0.25873213456404,0.0457638298410012,1,1,3,cpu,rsvd,32,5,5133a5f49239a682d435a04fde306ce6fa3f179b5654ef08c976609e9dea96b5
