family,tumor_type,endpoint,repeat,training_fraction,sensitivity,specificity,balanced_accuracy,auc,pr_auc,ppv_tcga_prevalence,npv_tcga_prevalence,observed_tcga_prevalence
driver_mutation,BRCA,FOXA1,3,0.75,0.142857142857143,0.991605456453305,0.567231299655224,0.633788037775446,0.166644365313309,0.333333333333333,0.975232198142415,0.0285423037716616
driver_mutation,BRCA,FOXA1,4,0.75,0.0714285714285714,0.991605456453305,0.531517013940938,0.698583420776495,0.112851848421264,0.2,0.973223480947477,0.0285423037716616
driver_mutation,BRCA,FOXA1,5,0.75,0.0714285714285714,0.990556138509968,0.53099235496927,0.634575026232949,0.113114668495177,0.181818181818182,0.97319587628866,0.0285423037716616
driver_mutation,BRCA,FOXA1,1,1,0.178571428571429,0.989506820566632,0.58403912456903,0.67100134912307,0.120938411390679,0.333333333333333,0.976190476190476,0.0285423037716616
driver_mutation,BRCA,FOXA1,2,1,0.107142857142857,0.990556138509968,0.548849497826413,0.685129665717284,0.157627811899471,0.25,0.974200206398349,0.0285423037716616
driver_mutation,BRCA,FOXA1,3,1,0.214285714285714,0.988457502623295,0.601371608454505,0.657510118423025,0.1592759079445,0.352941176470588,0.977178423236514,0.0285423037716616
driver_mutation,BRCA,FOXA1,4,1,0.214285714285714,0.989506820566632,0.601896267426173,0.68812771698396,0.162140430663384,0.375,0.97720207253886,0.0285423037716616
driver_mutation,BRCA,FOXA1,5,1,0.142857142857143,0.991605456453305,0.567231299655224,0.731861789836606,0.154958370495163,0.333333333333333,0.975232198142415,0.0285423037716616
driver_mutation,CESC,TP53,1,0.5,0.238095238095238,0.978354978354978,0.608225108225108,0.595959595959596,0.246880079946568,0.5,0.933884297520661,0.0833333333333333
driver_mutation,CESC,TP53,2,0.5,0.19047619047619,0.982683982683983,0.586580086580087,0.648732220160792,0.280153662561236,0.5,0.930327868852459,0.0833333333333333
driver_mutation,CESC,TP53,3,0.5,0.142857142857143,0.943722943722944,0.543290043290043,0.58668315811173,0.214304766531623,0.1875,0.923728813559322,0.0833333333333333
driver_mutation,CESC,TP53,4,0.5,0.19047619047619,0.961038961038961,0.575757575757576,0.595341166769738,0.179114992110441,0.307692307692308,0.928870292887029,0.0833333333333333
driver_mutation,CESC,TP53,5,0.5,0.0476190476190476,0.939393939393939,0.493506493506494,0.578025149453721,0.112270623866044,0.0666666666666667,0.915611814345992,0.0833333333333333
driver_mutation,CESC,TP53,1,0.75,0.19047619047619,0.961038961038961,0.575757575757576,0.655328798185941,0.212525867815004,0.307692307692308,0.928870292887029,0.0833333333333333
driver_mutation,CESC,TP53,2,0.75,0.333333333333333,0.952380952380952,0.642857142857143,0.628942486085343,0.273051377367444,0.388888888888889,0.94017094017094,0.0833333333333333
driver_mutation,CESC,TP53,3,0.75,0.19047619047619,0.952380952380952,0.571428571428571,0.654091939806226,0.200207288023833,0.266666666666667,0.928270042194093,0.0833333333333333
driver_mutation,CESC,TP53,4,0.75,0.142857142857143,0.948051948051948,0.545454545454545,0.620284477427335,0.182610098029898,0.2,0.924050632911392,0.0833333333333333
driver_mutation,CESC,TP53,5,0.75,0.142857142857143,0.956709956709957,0.54978354978355,0.66852195423624,0.250629528763931,0.230769230769231,0.924686192468619,0.0833333333333333
driver_mutation,CESC,TP53,1,1,0.285714285714286,0.948051948051948,0.616883116883117,0.717790146361575,0.257112664828762,0.333333333333333,0.935897435897436,0.0833333333333333
driver_mutation,CESC,TP53,2,1,0.428571428571429,0.926406926406927,0.677489177489178,0.709750566893424,0.317114299589226,0.346153846153846,0.946902654867257,0.0833333333333333
driver_mutation,CESC,TP53,3,1,0.285714285714286,0.943722943722944,0.614718614718615,0.721294578437436,0.278195341618993,0.315789473684211,0.935622317596567,0.0833333333333333
driver_mutation,CESC,TP53,4,1,0.333333333333333,0.965367965367965,0.649350649350649,0.703566274994847,0.277441865756882,0.466666666666667,0.940928270042194,0.0833333333333333
driver_mutation,CESC,TP53,5,1,0.333333333333333,0.948051948051948,0.640692640692641,0.711193568336426,0.308953618353288,0.368421052631579,0.939914163090129,0.0833333333333333
driver_mutation,KIRC,SETD2,1,0.5,0.148936170212766,0.908496732026144,0.528716451119455,0.537407870949798,0.159465889588114,0.2,0.874213836477987,0.13314447592068
driver_mutation,KIRC,SETD2,2,0.5,0.319148936170213,0.869281045751634,0.594214990960923,0.639201780002781,0.214950427712422,0.272727272727273,0.89261744966443,0.13314447592068
driver_mutation,KIRC,SETD2,3,0.5,0.212765957446809,0.895424836601307,0.554095397024058,0.643582255597274,0.226662544485698,0.238095238095238,0.881028938906752,0.13314447592068
driver_mutation,KIRC,SETD2,4,0.5,0.191489361702128,0.882352941176471,0.536921151439299,0.57996106243916,0.193737827005404,0.2,0.876623376623377,0.13314447592068
driver_mutation,KIRC,SETD2,5,0.5,0.212765957446809,0.898692810457516,0.555729383952162,0.638854123209567,0.228455955489673,0.24390243902439,0.881410256410256,0.13314447592068
driver_mutation,KIRC,SETD2,1,0.75,0.212765957446809,0.866013071895425,0.539389514671117,0.60805173133083,0.207471225884766,0.196078431372549,0.877483443708609,0.13314447592068
driver_mutation,KIRC,SETD2,2,0.75,0.234042553191489,0.895424836601307,0.564733694896398,0.632387706855792,0.229545295374339,0.255813953488372,0.883870967741936,0.13314447592068
driver_mutation,KIRC,SETD2,3,0.75,0.106382978723404,0.915032679738562,0.510707829230983,0.593728271450424,0.174708193842074,0.161290322580645,0.869565217391304,0.13314447592068
driver_mutation,KIRC,SETD2,4,0.75,0.276595744680851,0.892156862745098,0.584376303712975,0.604575163398693,0.202519029524071,0.282608695652174,0.889250814332248,0.13314447592068
driver_mutation,KIRC,SETD2,5,0.75,0.276595744680851,0.905228758169935,0.590912251425393,0.649909609233764,0.238476695564448,0.30952380952381,0.890675241157556,0.13314447592068
driver_mutation,KIRC,SETD2,1,1,0.234042553191489,0.882352941176471,0.55819774718398,0.603462661660409,0.219196228637314,0.234042553191489,0.882352941176471,0.13314447592068
driver_mutation,KIRC,SETD2,2,1,0.297872340425532,0.918300653594771,0.608086497010152,0.664094006396885,0.230539485878406,0.358974358974359,0.894904458598726,0.13314447592068
driver_mutation,KIRC,SETD2,3,1,0.191489361702128,0.898692810457516,0.545091086079822,0.646015853149771,0.215914176129661,0.225,0.878594249201278,0.13314447592068
driver_mutation,KIRC,SETD2,4,1,0.276595744680851,0.888888888888889,0.58274231678487,0.687456542900848,0.239161066271002,0.276595744680851,0.888888888888889,0.13314447592068
driver_mutation,KIRC,SETD2,5,1,0.212765957446809,0.898692810457516,0.555729383952162,0.637463496036713,0.204656647254763,0.24390243902439,0.881410256410256,0.13314447592068
driver_mutation,LGG,EGFR,1,0.5,0.323529411764706,0.942350332594235,0.63293987217947,0.793008999608713,0.269270928856202,0.297297297297297,0.948660714285714,0.0701030927835052
driver_mutation,LGG,EGFR,2,0.5,0.264705882352941,0.955654101995565,0.610179992174253,0.821899047867484,0.25890626545692,0.310344827586207,0.945175438596491,0.0701030927835052
driver_mutation,LGG,EGFR,3,0.5,0.235294117647059,0.955654101995565,0.595474109821312,0.708230076953176,0.204645776599432,0.285714285714286,0.943107221006565,0.0701030927835052
driver_mutation,LGG,EGFR,4,0.5,0.323529411764706,0.951219512195122,0.637374461979914,0.700143472022956,0.227462971716828,0.333333333333333,0.949115044247788,0.0701030927835052
driver_mutation,LGG,EGFR,5,0.5,0.411764705882353,0.962305986696231,0.687035346289292,0.832659449589148,0.340339060527214,0.451612903225806,0.955947136563877,0.0701030927835052
driver_mutation,LGG,EGFR,1,0.75,0.352941176470588,0.953436807095344,0.653188991782966,0.797769662188601,0.342998294162887,0.363636363636364,0.951327433628319,0.0701030927835052
driver_mutation,LGG,EGFR,2,0.75,0.411764705882353,0.957871396895787,0.68481805138907,0.846811008217034,0.307505056930648,0.424242424242424,0.955752212389381,0.0701030927835052
driver_mutation,LGG,EGFR,3,0.75,0.352941176470588,0.957871396895787,0.655406286683188,0.85978870483892,0.335945117884902,0.387096774193548,0.951541850220264,0.0701030927835052
driver_mutation,LGG,EGFR,4,0.75,0.558823529411765,0.951219512195122,0.755021520803443,0.844658927872701,0.356095306961129,0.463414634146342,0.966216216216216,0.0701030927835052
driver_mutation,LGG,EGFR,5,0.75,0.411764705882353,0.953436807095344,0.682600756488848,0.886591887309247,0.343812636622176,0.4,0.955555555555556,0.0701030927835052
driver_mutation,LGG,EGFR,1,1,0.352941176470588,0.968957871396896,0.660949523933742,0.869179600886918,0.359490216757005,0.461538461538462,0.952069716775599,0.0701030927835052
driver_mutation,LGG,EGFR,2,1,0.323529411764706,0.951219512195122,0.637374461979914,0.835594104604148,0.283591722036468,0.333333333333333,0.949115044247788,0.0701030927835052
driver_mutation,LGG,EGFR,3,1,0.441176470588235,0.960088691796009,0.700632581192122,0.891482979000913,0.377628346219947,0.454545454545455,0.957964601769912,0.0701030927835052
driver_mutation,LGG,EGFR,4,1,0.411764705882353,0.962305986696231,0.687035346289292,0.816551454284596,0.332088964128519,0.451612903225806,0.955947136563877,0.0701030927835052
driver_mutation,LGG,EGFR,5,1,0.294117647058824,0.951219512195122,0.622668579626973,0.850136950567367,0.264591419525635,0.3125,0.947019867549669,0.0701030927835052
driver_mutation,LGG,FUBP1,1,0.5,0.227272727272727,0.922902494331066,0.575087610801897,0.709441352298495,0.193202905318693,0.227272727272727,0.922902494331066,0.0907216494845361
driver_mutation,LGG,FUBP1,2,0.5,0.318181818181818,0.893424036281179,0.605802927231499,0.726242011956298,0.22568617665713,0.229508196721311,0.929245283018868,0.0907216494845361
driver_mutation,LGG,FUBP1,3,0.5,0.318181818181818,0.941043083900227,0.629612451041023,0.719748505462791,0.229303006112468,0.35,0.932584269662921,0.0907216494845361
driver_mutation,LGG,FUBP1,4,0.5,0.25,0.900226757369615,0.575113378684807,0.636724386724387,0.173943317222763,0.2,0.923255813953488,0.0907216494845361
driver_mutation,LGG,FUBP1,5,0.5,0.318181818181818,0.934240362811791,0.626211090496805,0.729849515563801,0.263792022565936,0.325581395348837,0.932126696832579,0.0907216494845361
driver_mutation,LGG,FUBP1,1,0.75,0.204545454545455,0.925170068027211,0.564857761286333,0.692743764172336,0.176993222054775,0.214285714285714,0.920993227990971,0.0907216494845361
driver_mutation,LGG,FUBP1,2,0.75,0.363636363636364,0.929705215419501,0.646670789527932,0.741805813234385,0.250392959623924,0.340425531914894,0.936073059360731,0.0907216494845361
driver_mutation,LGG,FUBP1,3,0.75,0.363636363636364,0.904761904761905,0.634199134199134,0.678983714698001,0.214036303883229,0.275862068965517,0.934426229508197,0.0907216494845361
driver_mutation,LGG,FUBP1,4,0.75,0.227272727272727,0.934240362811791,0.580756545042259,0.727581941867656,0.215418440979293,0.256410256410256,0.923766816143498,0.0907216494845361
driver_mutation,LGG,FUBP1,5,0.75,0.25,0.941043083900227,0.595521541950113,0.790455576169862,0.26160810886337,0.297297297297297,0.926339285714286,0.0907216494845361
driver_mutation,LGG,FUBP1,1,1,0.340909090909091,0.922902494331066,0.631905792620078,0.729643372500515,0.241687235884796,0.306122448979592,0.93348623853211,0.0907216494845361
driver_mutation,LGG,FUBP1,2,1,0.295454545454545,0.936507936507937,0.615981240981241,0.720624613481756,0.213783554268381,0.317073170731707,0.93018018018018,0.0907216494845361
driver_mutation,LGG,FUBP1,3,1,0.295454545454545,0.927437641723356,0.611446093588951,0.769532055246341,0.257453868625409,0.288888888888889,0.929545454545454,0.0907216494845361
driver_mutation,LGG,FUBP1,4,1,0.386363636363636,0.909297052154195,0.647830344258916,0.781282209853638,0.230726206967451,0.298245614035088,0.936915887850467,0.0907216494845361
driver_mutation,LGG,FUBP1,5,1,0.272727272727273,0.91609977324263,0.594413522984952,0.750824572253144,0.237555136469049,0.244897959183673,0.926605504587156,0.0907216494845361
driver_mutation,LGG,PTEN,1,0.5,0.130434782608696,0.971861471861472,0.551148127235084,0.637116506681724,0.123311338497803,0.1875,0.957356076759062,0.0474226804123711
driver_mutation,LGG,PTEN,2,0.5,0.217391304347826,0.965367965367965,0.591379634857896,0.751458686241295,0.170360836481332,0.238095238095238,0.961206896551724,0.0474226804123711
driver_mutation,LGG,PTEN,3,0.5,0.260869565217391,0.96969696969697,0.615283267457181,0.734989648033126,0.163302863008218,0.3,0.963440860215054,0.0474226804123711
driver_mutation,LGG,PTEN,4,0.5,0,0.96969696969697,0.484848484848485,0.591473743647657,0.082401321104903,0,0.951167728237792,0.0474226804123711
driver_mutation,LGG,PTEN,5,0.5,0.217391304347826,0.974025974025974,0.5957086391869,0.729249011857708,0.156826918784356,0.294117647058824,0.961538461538461,0.0474226804123711
driver_mutation,LGG,PTEN,1,0.75,0.173913043478261,0.976190476190476,0.575051759834369,0.728025597590815,0.161439479417284,0.266666666666667,0.959574468085106,0.0474226804123711
driver_mutation,LGG,PTEN,2,0.75,0.130434782608696,0.954545454545455,0.542490118577075,0.667419536984754,0.126236027753407,0.125,0.956616052060738,0.0474226804123711
driver_mutation,LGG,PTEN,3,0.75,0.304347826086957,0.967532467532468,0.635940146809712,0.773762469414643,0.240662003396326,0.318181818181818,0.965442764578834,0.0474226804123711
driver_mutation,LGG,PTEN,4,0.75,0.0434782608695652,0.961038961038961,0.502258610954263,0.662619988706945,0.11156945254178,0.0526315789473684,0.952789699570815,0.0474226804123711
driver_mutation,LGG,PTEN,5,0.75,0.217391304347826,0.961038961038961,0.589215132693394,0.741294936947111,0.159000410853409,0.217391304347826,0.961038961038961,0.0474226804123711
driver_mutation,LGG,PTEN,1,1,0.260869565217391,0.967532467532468,0.614201016374929,0.71776773950687,0.181629641023508,0.285714285714286,0.963362068965517,0.0474226804123711
