foundation_model,q2,rmse,spearman,sensitivity,specificity,balanced_accuracy,auc,pr_auc,ppv,npv,prevalence,no_skill_pr_auc,crossing,selected_components_median,selected_components_min,selected_components_max,selected_components_ceiling_fraction,stability_job_id,stability_repeat,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,seed,effect,primary_union_positive,primary_near_threshold,selection_reason,fastPLS_version,fastPLS_remote_sha
GigaSSL,,,,0.522633744855967,0.492307692307692,0.50747071858183,0.540645773979107,0.679252177577747,0.658031088082902,0.355555555555556,0.651474530831099,0.651474530831099,FALSE,1,1,19,0,237,5,binary,oncogenic_pathway,oncogenic_pathway,BLCA,RTK RAS,SanchezVega2018_TableS4,373,243,130,20811052,0.540645773979107,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.506172839506173,0.6,0.553086419753087,0.567996201329535,0.71960125254712,0.702857142857143,0.393939393939394,0.651474530831099,0.651474530831099,FALSE,3,1,6,0,237,5,binary,oncogenic_pathway,oncogenic_pathway,BLCA,RTK RAS,SanchezVega2018_TableS4,373,243,130,20811052,0.567996201329535,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.374485596707819,0.807692307692308,0.591088952200063,0.655713833491611,0.771316019471478,0.78448275862069,0.408560311284047,0.651474530831099,0.651474530831099,TRUE,3,3,7,0,237,5,binary,oncogenic_pathway,oncogenic_pathway,BLCA,RTK RAS,SanchezVega2018_TableS4,373,243,130,20811052,0.655713833491611,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.474137931034483,0.702127659574468,0.588132795304476,0.621331621423331,0.717424587279808,0.723684210526316,0.447963800904977,0.621983914209115,0.621983914209115,TRUE,2,1,2,0,238,1,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20771053,0.621331621423331,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.616379310344828,0.539007092198582,0.577693201271705,0.621056493030081,0.714634347684806,0.6875,0.460606060606061,0.621983914209115,0.621983914209115,TRUE,2,1,6,0,238,1,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20771053,0.621056493030081,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.685344827586207,0.659574468085106,0.672459647835657,0.706560283687943,0.767098884678572,0.768115942028986,0.560240963855422,0.621983914209115,0.621983914209115,TRUE,1,1,1,0,238,1,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20771053,0.706560283687943,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.487068965517241,0.588652482269504,0.537860723893373,0.630074590364392,0.708606863364405,0.660818713450292,0.410891089108911,0.621983914209115,0.621983914209115,TRUE,1,1,1,0,238,2,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20781053,0.630074590364392,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.594827586206897,0.602836879432624,0.59883223281976,0.640009782342871,0.700338086373381,0.711340206185567,0.474860335195531,0.621983914209115,0.621983914209115,TRUE,2,1,3,0,238,2,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20781053,0.640009782342871,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.685344827586207,0.645390070921986,0.665367449254096,0.700599168500856,0.777615359291425,0.760765550239234,0.554878048780488,0.621983914209115,0.621983914209115,TRUE,1,1,1,0,238,2,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20781053,0.700599168500856,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.538793103448276,0.560283687943262,0.549538395695769,0.635332599657618,0.728453252958766,0.668449197860963,0.424731182795699,0.621983914209115,0.621983914209115,TRUE,1,1,2,0,238,3,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20791053,0.635332599657618,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.689655172413793,0.468085106382979,0.578870139398386,0.625519686965028,0.698072662099071,0.680851063829787,0.478260869565217,0.621983914209115,0.621983914209115,TRUE,3,1,6,0,238,3,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20791053,0.625519686965028,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.706896551724138,0.609929078014184,0.658412814869161,0.696135974565909,0.757497483200328,0.748858447488584,0.558441558441558,0.621983914209115,0.621983914209115,TRUE,1,1,4,0,238,3,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20791053,0.696135974565909,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.435344827586207,0.765957446808511,0.600651137197359,0.628301540719002,0.721097480131337,0.753731343283582,0.451882845188285,0.621983914209115,0.621983914209115,TRUE,2,1,2,0,238,4,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20801053,0.628301540719002,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.693965517241379,0.482269503546099,0.588117510393739,0.658840792369773,0.743443579159059,0.688034188034188,0.489208633093525,0.621983914209115,0.621983914209115,TRUE,3,1,7,0,238,4,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20801053,0.658840792369773,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.706896551724138,0.645390070921986,0.676143311323062,0.713927610662754,0.780383489151176,0.766355140186916,0.572327044025157,0.621983914209115,0.621983914209115,TRUE,1,1,1,0,238,4,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20801053,0.713927610662754,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.482758620689655,0.687943262411348,0.585350941550501,0.597853998532649,0.681194976934569,0.717948717948718,0.447004608294931,0.621983914209115,0.621983914209115,FALSE,2,1,9,0,238,5,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20811053,0.597853998532649,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.629310344827586,0.517730496453901,0.573520420640743,0.603234287111763,0.704887003286824,0.682242990654206,0.459119496855346,0.621983914209115,0.621983914209115,TRUE,3,1,8,0,238,5,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20811053,0.603234287111763,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.685344827586207,0.659574468085106,0.672459647835657,0.710656639765224,0.780746907114632,0.768115942028986,0.560240963855422,0.621983914209115,0.621983914209115,TRUE,1,1,1,0,238,5,binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,20811053,0.710656639765224,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.638888888888889,0.508305647840532,0.57359726836471,0.563492063492063,0.225409275445108,0.237113402061856,0.854748603351955,0.193029490616622,0.193029490616622,FALSE,2,2,7,0,239,1,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20771054,0.563492063492063,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.472222222222222,0.707641196013289,0.589931709117756,0.615725359911406,0.294340459832772,0.278688524590164,0.848605577689243,0.193029490616622,0.193029490616622,TRUE,6,5,9,0,239,1,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20771054,0.615725359911406,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.666666666666667,0.528239202657807,0.597452934662237,0.614110372831303,0.299562657322863,0.252631578947368,0.868852459016394,0.193029490616622,0.193029490616622,TRUE,6,1,10,0,239,1,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20771054,0.614110372831303,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.569444444444445,0.528239202657807,0.548841823551126,0.528054632705795,0.202892772607112,0.224043715846995,0.836842105263158,0.193029490616622,0.193029490616622,FALSE,2,1,7,0,239,2,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20781054,0.528054632705795,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.541666666666667,0.588039867109635,0.564853266888151,0.546188630490956,0.215748756616071,0.239263803680982,0.842857142857143,0.193029490616622,0.193029490616622,FALSE,9,7,15,0,239,2,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20781054,0.546188630490956,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.527777777777778,0.514950166112957,0.521363971945367,0.573043558508675,0.244685360447248,0.206521739130435,0.82010582010582,0.193029490616622,0.193029490616622,FALSE,9,5,10,0,239,2,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20781054,0.573043558508675,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.680555555555556,0.481727574750831,0.581141565153193,0.56672203765227,0.238683983700634,0.239024390243902,0.863095238095238,0.193029490616622,0.193029490616622,FALSE,2,2,7,0,239,3,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20791054,0.56672203765227,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.5,0.661129568106312,0.580564784053156,0.616602067183463,0.270820153229317,0.260869565217391,0.846808510638298,0.193029490616622,0.193029490616622,TRUE,4,4,8,0,239,3,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20791054,0.616602067183463,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.722222222222222,0.448504983388704,0.585363602805463,0.627399409376154,0.27884091399603,0.238532110091743,0.870967741935484,0.193029490616622,0.193029490616622,TRUE,6,2,9,0,239,3,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20791054,0.627399409376154,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.555555555555556,0.501661129568106,0.528608342561831,0.533868586194168,0.210248315142318,0.210526315789474,0.825136612021858,0.193029490616622,0.193029490616622,FALSE,2,1,6,0,239,4,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20801054,0.533868586194168,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.486111111111111,0.644518272425249,0.56531469176818,0.57922665190107,0.243671065818431,0.246478873239437,0.83982683982684,0.193029490616622,0.193029490616622,FALSE,9,4,17,0,239,4,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20801054,0.57922665190107,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.680555555555556,0.445182724252492,0.562869139904024,0.614433370247324,0.280901357174022,0.226851851851852,0.853503184713376,0.193029490616622,0.193029490616622,TRUE,6,1,9,0,239,4,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20801054,0.614433370247324,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.722222222222222,0.495016611295681,0.608619416758952,0.622692875599852,0.24610074733219,0.254901960784314,0.881656804733728,0.193029490616622,0.193029490616622,TRUE,2,2,2,0,239,5,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20811054,0.622692875599852,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.458333333333333,0.664451827242525,0.561392580287929,0.58171834625323,0.2379906947992,0.246268656716418,0.836820083682008,0.193029490616622,0.193029490616622,FALSE,4,3,19,0,239,5,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20811054,0.58171834625323,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.569444444444445,0.541528239202658,0.555486341823551,0.625,0.287153818612549,0.229050279329609,0.84020618556701,0.193029490616622,0.193029490616622,TRUE,9,1,10,0,239,5,binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,20811054,0.625,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.586956521739131,0.492063492063492,0.539510006901311,0.513112491373361,0.209591995260136,0.219512195121951,0.830357142857143,0.195744680851064,0.195744680851064,FALSE,1,1,20,0.4,240,1,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20771055,0.513112491373361,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.630434782608696,0.481481481481482,0.555958132045089,0.608465608465609,0.307572051125846,0.228346456692913,0.842592592592593,0.195744680851064,0.195744680851064,TRUE,1,1,20,0.2,240,1,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20771055,0.608465608465609,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.391304347826087,0.687830687830688,0.539567517828387,0.509201748332183,0.194689581510235,0.233766233766234,0.822784810126582,0.195744680851064,0.195744680851064,FALSE,1,1,20,0.2,240,1,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20771055,0.509201748332183,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.608695652173913,0.396825396825397,0.502760524499655,0.498734759604325,0.193439229507433,0.197183098591549,0.806451612903226,0.195744680851064,0.195744680851064,FALSE,1,1,19,0,240,2,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20781055,0.498734759604325,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.521739130434783,0.53968253968254,0.530710835058661,0.5301357257879,0.223969433613903,0.216216216216216,0.82258064516129,0.195744680851064,0.195744680851064,FALSE,1,1,19,0,240,2,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20781055,0.5301357257879,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.652173913043478,0.455026455026455,0.553600184034967,0.525994939038417,0.244993923735945,0.225563909774436,0.843137254901961,0.195744680851064,0.195744680851064,FALSE,1,1,4,0,240,2,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20781055,0.525994939038417,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.739130434782609,0.35978835978836,0.549459397285484,0.562571888658845,0.236280582878845,0.219354838709677,0.85,0.195744680851064,0.195744680851064,FALSE,1,1,14,0,240,3,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20791055,0.562571888658845,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.41304347826087,0.576719576719577,0.494881527490223,0.519323671497585,0.259200800527541,0.191919191919192,0.801470588235294,0.195744680851064,0.195744680851064,FALSE,7,1,20,0.2,240,3,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20791055,0.519323671497585,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.521739130434783,0.613756613756614,0.567747872095698,0.571198527720267,0.232649967053153,0.247422680412371,0.840579710144928,0.195744680851064,0.195744680851064,FALSE,1,1,9,0,240,3,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20791055,0.571198527720267,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.630434782608696,0.391534391534392,0.510984587071544,0.530365769496204,0.208735105543485,0.201388888888889,0.813186813186813,0.195744680851064,0.195744680851064,FALSE,1,1,13,0,240,4,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20801055,0.530365769496204,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.586956521739131,0.306878306878307,0.446917414308719,0.518518518518519,0.254992039845431,0.170886075949367,0.753246753246753,0.195744680851064,0.195744680851064,FALSE,3,1,20,0.2,240,4,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20801055,0.518518518518519,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.5,0.650793650793651,0.575396825396825,0.560616517138256,0.225897149809195,0.258426966292135,0.842465753424658,0.195744680851064,0.195744680851064,FALSE,1,1,2,0,240,4,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20801055,0.560616517138256,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.717391304347826,0.402116402116402,0.559753853232114,0.531861053600184,0.210999784559347,0.226027397260274,0.853932584269663,0.195744680851064,0.195744680851064,FALSE,1,1,17,0,240,5,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20811055,0.531861053600184,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.543478260869565,0.529100529100529,0.536289394985047,0.566137566137566,0.260342263108439,0.219298245614035,0.826446280991736,0.195744680851064,0.195744680851064,FALSE,1,1,1,0,240,5,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20811055,0.566137566137566,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.565217391304348,0.492063492063492,0.52864044168392,0.521854152288935,0.217141051847389,0.213114754098361,0.823008849557522,0.195744680851064,0.195744680851064,FALSE,2,1,17,0,240,5,binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,235,46,189,20811055,0.521854152288935,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.368421052631579,0.633540372670808,0.500980712651193,0.567015364498202,0.380952419656384,0.32183908045977,0.68,0.320675105485232,0.320675105485232,FALSE,5,1,7,0,241,1,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20771056,0.567015364498202,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.618421052631579,0.31055900621118,0.46449002942138,0.494197450147107,0.344947577512204,0.29746835443038,0.632911392405063,0.320675105485232,0.320675105485232,FALSE,5,1,20,0.2,241,1,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20771056,0.494197450147107,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.434210526315789,0.540372670807454,0.487291598561621,0.544458973520758,0.366618196504216,0.308411214953271,0.669230769230769,0.320675105485232,0.320675105485232,FALSE,3,2,13,0,241,1,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20771056,0.544458973520758,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.592105263157895,0.546583850931677,0.569344557044786,0.632477933965348,0.459915754633346,0.38135593220339,0.739495798319328,0.320675105485232,0.320675105485232,TRUE,4,2,8,0,241,2,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20781056,0.632477933965348,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.565789473684211,0.478260869565217,0.522025171624714,0.515201046093495,0.337523577209303,0.338582677165354,0.7,0.320675105485232,0.320675105485232,FALSE,8,2,17,0,241,2,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20781056,0.515201046093495,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.5,0.577639751552795,0.538819875776398,0.56390977443609,0.369011323118293,0.358490566037736,0.709923664122137,0.320675105485232,0.320675105485232,FALSE,13,8,18,0,241,2,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20781056,0.56390977443609,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.565789473684211,0.527950310559006,0.546869892121609,0.57649558679307,0.413297387296005,0.361344537815126,0.720338983050847,0.320675105485232,0.320675105485232,FALSE,4,1,8,0,241,3,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20791056,0.57649558679307,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.342105263157895,0.68944099378882,0.515773128473357,0.523700555737169,0.392431148925965,0.342105263157895,0.68944099378882,0.320675105485232,0.320675105485232,FALSE,4,1,8,0,241,3,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20791056,0.523700555737169,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.539473684210526,0.577639751552795,0.558556717881661,0.591451454723766,0.419036607860996,0.376146788990826,0.7265625,0.320675105485232,0.320675105485232,FALSE,10,2,16,0,241,3,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20791056,0.591451454723766,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.605263157894737,0.546583850931677,0.575923504413207,0.609839816933638,0.442240359564365,0.38655462184874,0.745762711864407,0.320675105485232,0.320675105485232,TRUE,5,4,7,0,241,4,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20801056,0.609839816933638,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.434210526315789,0.521739130434783,0.477974828375286,0.492072572736188,0.333946684170544,0.3,0.661417322834646,0.320675105485232,0.320675105485232,FALSE,4,2,20,0.2,241,4,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20801056,0.492072572736188,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.473684210526316,0.596273291925466,0.534978751225891,0.553694017652828,0.366672006359122,0.356435643564356,0.705882352941177,0.320675105485232,0.320675105485232,FALSE,8,1,11,0,241,4,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20801056,0.553694017652828,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.421052631578947,0.751552795031056,0.586302713305002,0.645717554756456,0.430198666954555,0.444444444444444,0.733333333333333,0.320675105485232,0.320675105485232,TRUE,4,2,8,0,241,5,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20811056,0.645717554756456,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.381578947368421,0.614906832298137,0.498242889833279,0.544050343249428,0.372315679308372,0.318681318681319,0.678082191780822,0.320675105485232,0.320675105485232,FALSE,7,4,14,0,241,5,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20811056,0.544050343249428,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,,,,0.434210526315789,0.670807453416149,0.552508989865969,0.581072245831971,0.39641356839609,0.383720930232558,0.71523178807947,0.320675105485232,0.320675105485232,FALSE,10,2,16,0,241,5,binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,237,76,161,20811056,0.581072245831971,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,,,,0.548780487804878,0.490322580645161,0.51955153422502,0.551691581431943,0.39987774487618,0.362903225806452,0.672566371681416,0.345991561181435,0.345991561181435,FALSE,3,2,3,0,242,1,binary,oncogenic_pathway,oncogenic_pathway,CESC,NOTCH,SanchezVega2018_TableS4,237,82,155,20771057,0.551691581431943,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,,,,0.768292682926829,0.329032258064516,0.548662470495673,0.565538945712038,0.415542057970767,0.377245508982036,0.728571428571429,0.345991561181435,0.345991561181435,FALSE,11,4,20,0.2,242,1,binary,oncogenic_pathway,oncogenic_pathway,CESC,NOTCH,SanchezVega2018_TableS4,237,82,155,20771057,0.565538945712038,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
