foundation_model,q2,rmse,spearman,sensitivity,specificity,balanced_accuracy,auc,pr_auc,ppv,npv,prevalence,no_skill_pr_auc,crossing,selected_components_median,selected_components_min,selected_components_max,selected_components_ceiling_fraction,stability_job_id,stability_repeat,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,seed,effect,primary_union_positive,primary_near_threshold,selection_reason,fastPLS_version,fastPLS_remote_sha
TITAN,0.497078250069613,0.154136516758946,0.646690183164079,,,,,,,,,,TRUE,3,2,3,0,448,2,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20781263,0.497078250069613,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.141784958446652,0.201350815246807,0.437951673757215,,,,,,,,,,FALSE,2,2,10,0,448,3,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20791263,0.141784958446652,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.312905137541448,0.180162202297287,0.549537188317412,,,,,,,,,,TRUE,4,2,4,0,448,3,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20791263,0.312905137541448,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.487490605913723,0.155598801137782,0.630244149700093,,,,,,,,,,TRUE,3,2,3,0,448,3,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20791263,0.487490605913723,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.19154118883104,0.195426871972919,0.46333992709142,,,,,,,,,,FALSE,2,2,5,0,448,4,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20801263,0.19154118883104,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.294678935148556,0.182536096352974,0.513978076418521,,,,,,,,,,TRUE,4,3,5,0,448,4,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20801263,0.294678935148556,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.498285467577046,0.153951410327791,0.629760855392669,,,,,,,,,,TRUE,3,3,4,0,448,4,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20801263,0.498285467577046,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.119195233992851,0.203983556408772,0.41263546825512,,,,,,,,,,FALSE,4,1,6,0,448,5,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20811263,0.119195233992851,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.257211746537448,0.187321594098104,0.503322648363542,,,,,,,,,,TRUE,4,3,7,0,448,5,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20811263,0.257211746537448,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.480821673753915,0.156607879214556,0.631481714674645,,,,,,,,,,TRUE,3,2,4,0,448,5,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20811263,0.480821673753915,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.0681527970230899,0.286537583658943,0.311131549458765,,,,,,,,,,FALSE,1,1,7,0,449,1,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20771264,0.0681527970230899,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.0297422236652687,0.292383464152874,0.230786740010935,,,,,,,,,,FALSE,1,1,2,0,449,1,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20771264,0.0297422236652687,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.222782833541017,0.261685966586713,0.372634256831394,,,,,,,,,,TRUE,1,1,1,0,449,1,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20771264,0.222782833541017,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.0914915903091469,0.282926558643559,0.260503601594616,,,,,,,,,,FALSE,1,1,1,0,449,2,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20781264,0.0914915903091469,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.0103546071727885,0.295290207375454,0.177348926694519,,,,,,,,,,FALSE,1,1,2,0,449,2,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20781264,0.0103546071727885,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.200681960598535,0.265380524714198,0.358400665645458,,,,,,,,,,TRUE,1,1,2,0,449,2,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20781264,0.200681960598535,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.0221643890464966,0.293523019180632,0.256632146403745,,,,,,,,,,FALSE,1,1,6,0,449,3,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20791264,0.0221643890464966,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.0324506247205801,0.29197509582991,0.18777992256452,,,,,,,,,,FALSE,1,1,2,0,449,3,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20791264,0.0324506247205801,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.206323594265592,0.264442330660799,0.368334340196474,,,,,,,,,,TRUE,1,1,1,0,449,3,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20791264,0.206323594265592,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.107411664583733,0.280436697923577,0.259234794639769,,,,,,,,,,FALSE,1,1,7,0,449,4,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20801264,0.107411664583733,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.0534201452631176,0.288793803107913,0.233550698879911,,,,,,,,,,FALSE,1,1,2,0,449,4,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20801264,0.0534201452631176,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.211908959713733,0.263510203425061,0.367099963179095,,,,,,,,,,TRUE,1,1,2,0,449,4,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20801264,0.211908959713733,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.0232897046115144,0.300267648977438,0.265308490645737,,,,,,,,,,FALSE,1,1,7,0,449,5,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20811264,-0.0232897046115144,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.0206895271074844,0.293744295032209,0.216831776281917,,,,,,,,,,FALSE,1,1,2,0,449,5,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20811264,0.0206895271074844,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.21500301580492,0.262992422408792,0.37324825738291,,,,,,,,,,TRUE,1,1,1,0,449,5,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20811264,0.21500301580492,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.0630213599097595,0.365758007851538,0.348634040050306,,,,,,,,,,FALSE,3,1,5,0,450,1,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20771265,0.0630213599097595,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.167146056186546,0.344836653105605,0.444571148031197,,,,,,,,,,FALSE,3,2,3,0,450,1,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20771265,0.167146056186546,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.291442654111287,0.318065453077752,0.54425219291604,,,,,,,,,,TRUE,2,2,3,0,450,1,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20771265,0.291442654111287,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.116510953128529,0.35516452689673,0.388303066336607,,,,,,,,,,FALSE,2,1,4,0,450,2,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20781265,0.116510953128529,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.180105996019417,0.342143152917166,0.456226319455625,,,,,,,,,,FALSE,3,1,4,0,450,2,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20781265,0.180105996019417,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.292013758692944,0.317937245208619,0.534468352352155,,,,,,,,,,TRUE,3,2,3,0,450,2,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20781265,0.292013758692944,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.0789333582347859,0.362639013709333,0.383409552076077,,,,,,,,,,FALSE,3,1,6,0,450,3,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20791265,0.0789333582347859,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.164876299407888,0.345306220907354,0.454825531073816,,,,,,,,,,FALSE,3,2,3,0,450,3,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20791265,0.164876299407888,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.265325850729305,0.32387421798646,0.52090486976398,,,,,,,,,,TRUE,3,2,4,0,450,3,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20791265,0.265325850729305,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.188206900035482,0.340448696573089,0.458207316042916,,,,,,,,,,FALSE,4,3,6,0,450,4,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20801265,0.188206900035482,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.233498342730525,0.330815269452271,0.504095409182273,,,,,,,,,,TRUE,3,3,3,0,450,4,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20801265,0.233498342730525,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.302725293199012,0.315522950087106,0.548951241789018,,,,,,,,,,TRUE,3,3,4,0,450,4,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20801265,0.302725293199012,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.152007091924516,0.347956623660592,0.405456188701561,,,,,,,,,,FALSE,2,1,5,0,450,5,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20811265,0.152007091924516,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.179196167678264,0.342332936733327,0.453818774198587,,,,,,,,,,FALSE,3,2,3,0,450,5,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20811265,0.179196167678264,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.276780838762026,0.321339386343575,0.531098681620311,,,,,,,,,,TRUE,3,3,3,0,450,5,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,20811265,0.276780838762026,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.281693162309729,0.399761561660805,0.558271864018523,,,,,,,,,,TRUE,6,4,7,0,451,1,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20771266,0.281693162309729,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.280128627004948,0.400196682731577,0.564101698182969,,,,,,,,,,TRUE,5,4,6,0,451,1,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20771266,0.280128627004948,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.22015732761214,0.416533111567399,0.479260567109525,,,,,,,,,,TRUE,4,3,5,0,451,1,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20771266,0.22015732761214,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.308822955821575,0.392139585579075,0.56540829767574,,,,,,,,,,TRUE,6,4,6,0,451,2,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20781266,0.308822955821575,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.330676856244804,0.385890381603293,0.591112047605186,,,,,,,,,,TRUE,5,3,7,0,451,2,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20781266,0.330676856244804,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.261026123676341,0.405471725860403,0.510805408158153,,,,,,,,,,TRUE,4,3,5,0,451,2,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20781266,0.261026123676341,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.287860604710466,0.398041668866129,0.55541370735596,,,,,,,,,,TRUE,5,5,6,0,451,3,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20791266,0.287860604710466,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.328095076975752,0.386633912515142,0.597986083232972,,,,,,,,,,TRUE,6,4,6,0,451,3,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20791266,0.328095076975752,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.208239189335736,0.41970392789205,0.471430007426419,,,,,,,,,,TRUE,5,4,5,0,451,3,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20791266,0.208239189335736,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.315219238773384,0.39032090128104,0.574115789987716,,,,,,,,,,TRUE,5,4,6,0,451,4,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20801266,0.315219238773384,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.26154348169647,0.405329764970605,0.547302675096382,,,,,,,,,,TRUE,5,4,7,0,451,4,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20801266,0.26154348169647,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.213050856956589,0.418426677674875,0.474226488660917,,,,,,,,,,TRUE,4,3,6,0,451,4,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20801266,0.213050856956589,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.297629173413638,0.39530223062386,0.58636954013913,,,,,,,,,,TRUE,6,5,8,0,451,5,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20811266,0.297629173413638,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.338845844438644,0.383528285216285,0.605073683903443,,,,,,,,,,TRUE,5,5,6,0,451,5,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20811266,0.338845844438644,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.195368510485926,0.423101480619549,0.460483015316435,,,,,,,,,,FALSE,4,2,6,0,451,5,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20811266,0.195368510485926,TRUE,TRUE,union-positive and near-threshold,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.193068142924779,0.405765409553412,0.460736851718319,,,,,,,,,,FALSE,3,3,7,0,452,1,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20771267,0.193068142924779,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.151870589960515,0.415994561283985,0.433782787069786,,,,,,,,,,FALSE,4,2,4,0,452,1,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20771267,0.151870589960515,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.151316418272964,0.416130445477996,0.384935530944576,,,,,,,,,,FALSE,4,3,5,0,452,1,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20771267,0.151316418272964,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.134522252278182,0.420227572222378,0.42624031029875,,,,,,,,,,FALSE,3,3,8,0,452,2,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20781267,0.134522252278182,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.151510924547863,0.41608275713886,0.42683740454578,,,,,,,,,,FALSE,3,2,3,0,452,2,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20781267,0.151510924547863,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.146945896110819,0.417200556826707,0.38362385789474,,,,,,,,,,FALSE,3,3,4,0,452,2,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20781267,0.146945896110819,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.133323645476954,0.420518459745419,0.458716149068717,,,,,,,,,,FALSE,7,4,8,0,452,3,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20791267,0.133323645476954,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.0864232717126984,0.431746777934008,0.388855170874231,,,,,,,,,,FALSE,3,2,5,0,452,3,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20791267,0.0864232717126984,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.108987076550109,0.426381735215989,0.352235028725846,,,,,,,,,,FALSE,4,3,4,0,452,3,continuous,rna_pathway_activity,MSigDB Hallmark,COAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,423,,,20791267,0.108987076550109,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
