grouped_job_id,code_only_metric,code_prevalence_or_mean_range,n_codes
709,0.0542612402815542,1.47995740133506,22
710,0.0276912720761899,0.435857056604519,22
711,0.0542790426446621,0.420624301087057,22
712,0.0612867919107549,0.421161599995777,22
713,0.0447423924903128,0.827272469930622,22
714,0.0391128605929791,0.492703756553265,22
715,0.0348046590379376,0.681549759377455,22
716,0.00919205918775623,0.826237079398898,22
717,-0.00481884190292425,0.916420209369147,22
718,0.00213894416816152,1.18324691063843,22
719,-0.00930458923274702,1.20462462791724,22
720,0.00283238277865083,0.896784889557647,22
721,0.0583853021405463,0.567400852177497,22
722,0.0180817388821978,0.404271221583344,22
723,0.0483620521523702,0.677462318952861,22
