grouped_job_id,code_only_metric,code_prevalence_or_mean_range,n_codes
724,0.0527997093734294,1.02174914809325,22
725,0.0212893990530956,0.466008646582424,22
726,0.0308128238962409,0.72928935039102,22
727,0.0910991549429613,1.02097566118254,22
728,-0.176246873758032,0.824724043307015,17
729,-0.0734429279576372,0.62737008319363,17
730,-0.196552708825074,0.617761091281908,17
731,-0.315689534086222,0.671312385263693,17
732,-0.459232660011329,0.746680180709808,17
733,-0.039898040314059,1.02743752497822,17
734,-0.0876445901282681,1.65180095796363,17
735,-0.176245566942343,0.675255801736034,17
736,-0.172296365871361,0.939160138168528,17
737,-0.34941446717672,0.749555330881895,17
738,-0.182102608409218,1.08696603630953,17
739,-0.0483147274759448,1.2527867290201,17
740,-0.134953851718382,0.422435839461485,17
741,-0.141392238701369,0.831804462946834,17
742,-0.177033518815326,0.846814032738788,17
743,-0.162719203651426,1.63063019067314,17
744,-0.133673384291627,1.85724942721185,17
745,-0.162802644103844,0.647526347062009,17
746,-0.0930919161374035,1.09503155088522,17
747,-0.0638895962667836,1.53641797075914,17
748,-0.216641330001856,0.520601717134263,17
749,-0.147803546809183,0.515167432717355,17
750,-0.0169594842717036,1.31844477691309,17
751,-0.230524573642779,1.52506999214135,17
752,-0.0218463097951644,1.32036075995191,17
753,-0.0761227220410448,0.407866937218094,17
754,-0.0668279018502129,0.897461223381774,17
755,-0.313246613878264,0.672803181916825,17
756,-0.0924694681751221,1.35163324221486,29
757,0.0588773165716091,1.02318689690191,29
758,0.0291359135131997,1.28877718040705,29
759,0.0162445811328092,1.08167160155487,29
760,0.0884745646150004,1.760973037376,29
761,0.0175705996775519,2.55140249736086,29
762,0.0184172344883403,0.443977121902623,29
763,0.207859086909789,0.755375613398784,10
764,0.080824465512781,0.683935513515438,10
765,0.378572797037829,0.844791909519268,10
766,0.009517186212189,0.752731740288598,10
767,0.0152602112246966,0.517235124488658,10
768,-0.0230658648436373,0.374716452907708,10
769,-0.224715067391569,0.99135,4
770,-0.0467941539540835,13,4
771,0.0116914144231534,0.357313135996396,33
772,-0.0374966696152752,2.99008,33
773,0.0527688594328279,2.01164,33
774,-0.066709910444732,1.36355,33
775,0.00664403509450884,0.6,33
776,0.1718836083625,1.23435,33
777,-0.0128785211852045,43.2189039315965,31
778,0.00169341548106905,2159.82182724036,33
779,-0.0288122350290647,1639.81573621241,33
780,-0.0315664466908963,0.501333333333333,33
781,-0.115916869549171,0.324953934847184,28
782,-0.168462034377479,2.1791,28
783,-0.104365865362317,1.182325,28
784,-0.163858362336692,11.80638515987,26
785,-0.0651152615676214,12,24
786,-0.0486001263012845,24,24
787,0.00801619498223294,0.390979327450193,24
788,0.0131075759451702,2.0143,24
789,0.0599256165801211,2.6639,24
790,-0.13616942379176,2.95492309929596,24
791,-0.0698771423278546,3.00926859380859,24
792,-0.0978997189915967,2.50217082544447,24
793,-0.0395276421806916,27.1428014841128,20
794,-0.0506434791536745,5279.50173705544,18
795,-0.0423427161336885,0.203629789498511,15
796,-0.174827600405447,0.8285,10
797,-0.102387421079379,0.343333333333333,16
798,-0.101376917258093,0.43,10
799,-0.0619537142398723,1.699,26
800,-0.092016196376298,0.264077720491893,26
801,-0.0845761999384367,2.10561666666667,26
802,-0.12283355624201,0.345,25
803,0.0172920684542205,0.395252239640837,4
804,-0.0750882966611222,0.416488095238095,4
805,-0.133756228758917,297.649377677818,4
806,-0.107292724066629,0.0351349206349206,4
807,0.0202371920494291,1.71767509133501,17
808,0.0190510353673432,0.612420476858345,17
809,0.0255668912263,0.196222684881925,17
810,0.0441104249458252,1.51088823529412,17
811,0.0678493404896805,0.785376470588235,17
812,-0.0200232566607332,1.51155,17
813,0.0699042757906001,1.73752937162875,17
814,0.0363590643340878,1.0259,17
815,0.00238414050244828,1681.83661442134,17
816,0.0177081246120195,0.23875,17
817,-0.145473620409222,22,31
818,-0.232325619957117,0.617497195905033,31
819,-0.0954944247410494,2.4439,31
820,-0.256520256559945,2.2894,31
821,-0.130156511691715,0.0382126106695808,31
822,-0.0789397330770367,0.463779010824273,31
823,-0.106082216286194,1.89066666666667,31
824,-0.200753397876204,0.645,31
825,0.00940174024121676,1791.56716771253,31
826,0.000963775886017038,0.143192016708708,25
827,0.00592343614795232,1.1854,25
828,-0.00360751512856705,1.8141,25
829,-0.0179571510719241,1.83235,25
830,0.00261315972041465,0.72935,25
831,-0.017549810629738,0.30325,25
832,-0.0684981957614026,28.5,32
833,-0.0965735996781645,0.392798283527813,32
834,-0.155772050575772,2.95506666666667,32
835,-0.0900542378184102,2.2675,32
836,0.0181545154243103,2.14045,32
837,-0.190642024423606,0.59,32
838,-0.0248902281228212,1.3394,32
839,0.0585817694677191,3178.29817446833,32
840,-0.0186084530959851,2363.49306155798,32
841,-0.0293879451771542,0.52,32
842,-0.0924626574540033,16.6666666666667,33
843,-0.146131447962674,0.728665984484041,33
844,-0.0790094153584442,39.3333333333333,33
845,-0.0578525188871948,2.3882,33
846,-0.0395630130151425,0.238999027209335,33
847,-0.061842576534404,3.3069,33
848,-0.0360511679151072,0.99015,33
849,-0.0507670164420926,1.89623563641379,33
850,-0.129522776519636,1.80479391521321,33
851,-0.0506979802631049,2.1475,33
852,-0.0339320228826272,2.61440931592372,33
853,-0.0561693763959914,1.34385549927339,33
854,-0.0602467804564386,0.358571428571429,33
855,-0.0602194644570659,2.82702476972833,33
856,-0.0378010990455842,0.8985,33
857,-0.0244666013287185,23.2447937412255,33
858,-0.110289266019005,1747.46648179944,33
859,-0.00301326283589565,0.5515,33
860,-0.133366602231123,0.361676165293375,35
861,0.0177803163683204,2.925,35
862,0.0335858144213629,2.0684,35
863,-0.0203982849558249,0.7725,35
864,-0.0703509671270468,0.526666666666667,35
865,-0.173131191452662,0.226422111469897,35
866,-0.00537679129301116,0.70227032967033,35
867,-0.0873254342496592,49.857999777049,32
868,-0.0403897800098505,1026.97908967678,35
869,0.024918691166849,0.351538461538462,35
870,-0.419228783753843,1.38234285714286,13
871,-0.254252124939681,0.7222,13
872,-0.0985512489316602,0.758807142857143,8
873,0.141981540203092,1329.69125554994,8
874,-0.0992451690966323,0.74543923842341,27
875,0.0805921859738413,21.4778799721724,24
876,-0.109714329646743,0.69585,17
877,-0.0580988786306722,0.490449783241741,26
878,-0.124928084675748,2.01575,25
879,0.0408178055117709,1.5244,25
880,-0.126326272655859,13.5181325525433,23
881,0.0774257417004628,1.0183,12
882,-0.112392888049661,16.5351844193503,11
883,-0.189969949453755,0.709437209612176,33
884,-0.179913403489831,48,33
885,-0.201319044533008,0.564669072932771,34
886,-0.101034460835743,3.85546666666667,33
887,-0.134273299321331,2.8858,33
888,-0.139527721814956,0.441219291359301,33
889,-0.0707194762692587,1.85209101264601,33
890,-0.176978215007474,2.364,33
891,-0.139407492266891,0.67,33
892,-0.156159212136284,3.24302647858667,30
893,-0.213868588586312,0.9883,33
894,-0.19218191589392,1564.58414647353,33
895,-0.0942350260161779,0.6685,33
896,-0.0711972800392338,2.2244,23
897,-0.158859455766176,0.480647519916679,23
898,-0.124348723879071,3.29265,23
899,-0.0448168109227636,1.7854,23
900,-0.106431668803626,0.51,23
901,-0.0937009362721615,79,23
902,-0.0511285536693615,3.790917383285,23
903,-0.0981657235290172,13.261272453419,22
904,-0.107012564641852,2263.85578291893,23
905,-0.0855096970515188,15.3333333333333,22
906,-0.0721662935354486,0.628670478600741,22
907,-0.108677118173081,47,22
908,-0.0615881396223186,1.67921538461538,21
909,-0.00683449431332295,1.5226,21
910,-0.0603251609262812,2.70062228738022,22
911,0.0373317029030216,1.62981707477075,22
912,0.010413463931469,1.108,21
913,-0.0363446787471595,2.08982476913465,22
914,-0.0622951298843995,0.0553242505985564,21
915,0.0120928313105885,42.395802804725,21
916,-0.0458305338471976,0.5185,21
917,-0.059030008915435,0.439874334962471,15
918,0.0350861172269999,0.4125,15
919,0.0806284761262609,2.52815,15
920,-0.0524237381588046,1.666925,15
921,0.0937493843012573,0.18647415225622,15
922,-0.0372964474984234,0.565175,15
923,-0.0228516650755082,0.415,15
924,-0.0715382917661589,112.5,15
925,0.0698453003776968,1.885515937375,15
926,0.142608532302114,1.1669,15
927,-0.0768581493468139,2576.36232407092,15
928,-0.0250059067420569,0.342,15
929,-0.142221421617465,82.3333333333333,22
930,-0.178766168074601,2.52905976446418,22
931,-0.0366612687984929,1.2826,22
932,-0.0769821609864632,0.339938872894139,22
933,-0.0220465112471662,2.06522857142857,22
934,-0.0446277967689674,1.20205714285714,22
935,0.0235746564065624,0.0832904419479617,22
936,-0.052126620037503,0.136926286185782,22
937,0.00945307469931678,0.792671428571429,22
938,-0.022175272593705,41.8571428571429,22
939,-0.00556146420108417,2.93927609576833,22
940,0.0777231598266507,1.0462,22
941,0.0700023534197388,1927.36099746212,22
942,-0.199201672266023,9,15
943,-0.217541160873761,0.37,15
944,-0.0934697067804968,1.52935,17
945,-0.0859555877417637,0.0778281192771777,17
946,-0.0939302998911917,0.348639216510691,17
947,-0.172547907040707,1.9353,17
948,-0.0403872175257141,1.79175946922806,17
949,-0.102055553162858,0.6675,15
950,-0.0711265311960294,0.0217375082309151,17
951,-0.0537524519577195,0.307659620400713,17
952,-0.109421026543892,0.186289755224826,17
953,-0.0881388307284419,0.154858404899342,17
954,-0.181841613682024,637.8,17
955,-0.194387991089308,3.17518589632,17
956,-0.168569135884621,0.9284,17
957,-0.293551554830282,5707.08959786105,17
958,-0.138798004702542,1907.1433225892,17
959,-0.13440462958327,0.5025,17
960,-0.0654675147458501,20,28
961,-0.0654377639004471,0.948581901121656,28
962,-0.0282306467387163,71,28
963,-0.0460888503620429,0.256485705564069,28
964,-0.0609543936086112,3.4602,28
965,-0.0361929659018161,1.4238,28
966,-0.0501501708166505,2.37135702049799,28
967,0.0369384847044691,1.1279,28
968,-0.110518582168716,1.59118921281668,28
969,-0.137090815099915,19.664186917507,24
970,0.0897344920713574,0.4215,28
971,-0.223962364995024,0.143119293313311,10
