outcome_type,family,tumor_type,endpoint,performance_checkpoint_passed,p_permutation,permutation_attempted,permutation_exceedances,permutation_stopped_early,p_assignment_status,local_bh_denominator,across_cancer_family_bh_denominator,outcome_wide_bh_denominator,atlas_wide_bh_denominator,included_in_local_bh,included_in_across_cancer_family_bh,included_in_outcome_wide_bh,included_in_atlas_wide_bh,q_recomputed_local,q_recomputed_across_cancer_family,q_recomputed_outcome_wide,q_recomputed_atlas_wide,q_saved_local,q_saved_across_cancer_family,q_saved_outcome_wide,q_saved_atlas_wide
continuous,rna_pathway_activity,LUSC,HALLMARK_ANDROGEN_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_ANGIOGENESIS,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,LUSC,HALLMARK_APICAL_JUNCTION,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,LUSC,HALLMARK_APICAL_SURFACE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_APOPTOSIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_BILE_ACID_METABOLISM,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_COAGULATION,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,LUSC,HALLMARK_COMPLEMENT,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_DNA_REPAIR,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,LUSC,HALLMARK_E2F_TARGETS,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,LUSC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_FATTY_ACID_METABOLISM,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_G2M_CHECKPOINT,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,LUSC,HALLMARK_GLYCOLYSIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_HEDGEHOG_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_HEME_METABOLISM,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_HYPOXIA,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_IL2_STAT5_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_IL6_JAK_STAT3_SIGNALING,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,LUSC,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_INTERFERON_ALPHA_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_KRAS_SIGNALING_DN,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_KRAS_SIGNALING_UP,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_MITOTIC_SPINDLE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_MTORC1_SIGNALING,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,LUSC,HALLMARK_MYC_TARGETS_V1,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,LUSC,HALLMARK_MYC_TARGETS_V2,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,LUSC,HALLMARK_MYOGENESIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_NOTCH_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_P53_PATHWAY,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,LUSC,HALLMARK_PANCREAS_BETA_CELLS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_PEROXISOME,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_PROTEIN_SECRETION,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_SPERMATOGENESIS,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,LUSC,HALLMARK_TGF_BETA_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,LUSC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_UV_RESPONSE_DN,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_UV_RESPONSE_UP,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,HALLMARK_XENOBIOTIC_METABOLISM,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,LUSC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,GOBP_VITAMIN_B6_METABOLIC_PROCESS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_ADIPOGENESIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_ALLOGRAFT_REJECTION,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_ANDROGEN_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_ANGIOGENESIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_APICAL_JUNCTION,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_APICAL_SURFACE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_APOPTOSIS,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,MESO,HALLMARK_BILE_ACID_METABOLISM,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_COAGULATION,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_COMPLEMENT,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_DNA_REPAIR,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_E2F_TARGETS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,MESO,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_FATTY_ACID_METABOLISM,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_G2M_CHECKPOINT,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_GLYCOLYSIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_HEDGEHOG_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_HEME_METABOLISM,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_HYPOXIA,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_IL2_STAT5_SIGNALING,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,MESO,HALLMARK_IL6_JAK_STAT3_SIGNALING,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,MESO,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_INTERFERON_ALPHA_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_INTERFERON_GAMMA_RESPONSE,TRUE,0.002,999,1,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.0173333333333333,0.00584269662921348,0.00821216041397154,0.0084390243902439,0.0173333333333333,0.00584269662921348,0.00821216041397154,0.0084390243902439
continuous,rna_pathway_activity,MESO,HALLMARK_KRAS_SIGNALING_DN,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_KRAS_SIGNALING_UP,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_MITOTIC_SPINDLE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_MTORC1_SIGNALING,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.0104,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,MESO,HALLMARK_MYC_TARGETS_V1,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_MYC_TARGETS_V2,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_MYOGENESIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_NOTCH_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_OXIDATIVE_PHOSPHORYLATION,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_P53_PATHWAY,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_PANCREAS_BETA_CELLS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_PEROXISOME,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_PI3K_AKT_MTOR_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_PROTEIN_SECRETION,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_SPERMATOGENESIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_TGF_BETA_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_TNFA_SIGNALING_VIA_NFKB,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_UV_RESPONSE_DN,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_UV_RESPONSE_UP,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_WNT_BETA_CATENIN_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,HALLMARK_XENOBIOTIC_METABOLISM,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,MESO,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,OV,GOBP_VITAMIN_B6_METABOLIC_PROCESS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,OV,HALLMARK_ADIPOGENESIS,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00433333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00433333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,OV,HALLMARK_ALLOGRAFT_REJECTION,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00433333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00433333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711
