outcome_type,family,tumor_type,endpoint,performance_checkpoint_passed,p_permutation,permutation_attempted,permutation_exceedances,permutation_stopped_early,p_assignment_status,local_bh_denominator,across_cancer_family_bh_denominator,outcome_wide_bh_denominator,atlas_wide_bh_denominator,included_in_local_bh,included_in_across_cancer_family_bh,included_in_outcome_wide_bh,included_in_atlas_wide_bh,q_recomputed_local,q_recomputed_across_cancer_family,q_recomputed_outcome_wide,q_recomputed_atlas_wide,q_saved_local,q_saved_across_cancer_family,q_saved_outcome_wide,q_saved_atlas_wide
continuous,microsatellite_instability,SKCM,MANTIS score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,microsatellite_instability,SKCM,MSIsensor score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,microsatellite_instability,STAD,MANTIS score,TRUE,0.001,999,0,FALSE,completed_permutation,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,0.002,0.015,0.00417631578947368,0.00428925619834711,0.002,0.015,0.00417631578947368,0.00428925619834711
continuous,microsatellite_instability,STAD,MSIsensor score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,microsatellite_instability,TGCT,MANTIS score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,microsatellite_instability,TGCT,MSIsensor score,TRUE,0.001,999,0,FALSE,completed_permutation,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,0.002,0.015,0.00417631578947368,0.00428925619834711,0.002,0.015,0.00417631578947368,0.00428925619834711
continuous,microsatellite_instability,THCA,MANTIS score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,microsatellite_instability,THCA,MSIsensor score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,microsatellite_instability,THYM,MANTIS score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,microsatellite_instability,THYM,MSIsensor score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,microsatellite_instability,UCEC,MANTIS score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,microsatellite_instability,UCEC,MSIsensor score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,microsatellite_instability,UCS,MANTIS score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,microsatellite_instability,UCS,MSIsensor score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,microsatellite_instability,UVM,MANTIS score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,microsatellite_instability,UVM,MSIsensor score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,2,60,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_ADIPOGENESIS,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_ALLOGRAFT_REJECTION,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_ANDROGEN_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_ANGIOGENESIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_APICAL_JUNCTION,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_APICAL_SURFACE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_APOPTOSIS,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_BILE_ACID_METABOLISM,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_COAGULATION,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_COMPLEMENT,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_DNA_REPAIR,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_E2F_TARGETS,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_FATTY_ACID_METABOLISM,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_G2M_CHECKPOINT,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_GLYCOLYSIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_HEDGEHOG_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_HEME_METABOLISM,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_HYPOXIA,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_IL2_STAT5_SIGNALING,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_IL6_JAK_STAT3_SIGNALING,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_INFLAMMATORY_RESPONSE,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_INTERFERON_ALPHA_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_KRAS_SIGNALING_DN,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_KRAS_SIGNALING_UP,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_MITOTIC_SPINDLE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_MTORC1_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_MYC_TARGETS_V1,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_MYC_TARGETS_V2,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_MYOGENESIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_NOTCH_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,TRUE,0.002,999,1,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00547368421052632,0.00584269662921348,0.00821216041397154,0.0084390243902439,0.00547368421052632,0.00584269662921348,0.00821216041397154,0.0084390243902439
continuous,rna_pathway_activity,ACC,HALLMARK_P53_PATHWAY,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_PANCREAS_BETA_CELLS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_PEROXISOME,TRUE,0.002,999,1,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00547368421052632,0.00584269662921348,0.00821216041397154,0.0084390243902439,0.00547368421052632,0.00584269662921348,0.00821216041397154,0.0084390243902439
continuous,rna_pathway_activity,ACC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_PROTEIN_SECRETION,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_SPERMATOGENESIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_TGF_BETA_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,ACC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_UV_RESPONSE_DN,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_UV_RESPONSE_UP,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,HALLMARK_XENOBIOTIC_METABOLISM,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,ACC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,GOBP_VITAMIN_B6_METABOLIC_PROCESS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,HALLMARK_ADIPOGENESIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,HALLMARK_ALLOGRAFT_REJECTION,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_ANDROGEN_RESPONSE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,HALLMARK_ANGIOGENESIS,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_APICAL_JUNCTION,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_APICAL_SURFACE,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_APOPTOSIS,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_BILE_ACID_METABOLISM,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,HALLMARK_COAGULATION,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_COMPLEMENT,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_DNA_REPAIR,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,HALLMARK_E2F_TARGETS,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_ESTROGEN_RESPONSE_LATE,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_FATTY_ACID_METABOLISM,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,HALLMARK_G2M_CHECKPOINT,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_GLYCOLYSIS,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,HALLMARK_HEDGEHOG_SIGNALING,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,HALLMARK_HEME_METABOLISM,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,HALLMARK_HYPOXIA,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,HALLMARK_IL2_STAT5_SIGNALING,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_INFLAMMATORY_RESPONSE,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_INTERFERON_ALPHA_RESPONSE,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_KRAS_SIGNALING_DN,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,HALLMARK_KRAS_SIGNALING_UP,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
continuous,rna_pathway_activity,BLCA,HALLMARK_MITOTIC_SPINDLE,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,rna_pathway_activity,BLCA,HALLMARK_MTORC1_SIGNALING,TRUE,0.001,999,0,FALSE,completed_permutation,52,1560,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711
