outcome_type,family,subfamily,tumor_type,endpoint,source,mean_effect,sd_effect,mean_rank_within_outcome_repeat,median_rank_within_outcome_repeat,winner_proportion,foundation_model
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.132327172766592,0.0514835486588543,600.6,583,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.0625618447430667,0.0582775615893992,933.8,933,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0731701599325445,0.0867712977010411,731.6,769,0.4,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.113400464050358,0.0430782251050363,669.2,712,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.189488990984174,0.0452353889275367,406.6,425,0.6,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.114303191171811,0.0897702698104575,621.8,594,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.168413328038507,0.0524215227694474,490.8,570,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.00365040552336371,0.128029677750722,809.8,912,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.132749096433653,0.0411704034402512,596.2,611,0.2,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.137231307723444,0.076227696272619,576.2,704,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.238732930314947,0.117961386027705,343.8,157,0.2,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.133772868092186,0.0505714059006603,956,960,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0868315984517498,0.0608565908076809,727.4,692,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.144723397274808,0.0842541715168348,552.4,478,0.2,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0540994067353871,0.166534934787058,694.6,672,0.6,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.140754228018455,0.0793905959330965,572.8,666,0.4,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.0160233847787436,0.0766521964325165,887.2,915,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.055987853721502,0.140286484127321,700,583,0.2,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.190049740172927,0.137703384403144,957.4,956,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.1455423374077,0.0947825261184744,950.4,968,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0195351256799925,0.0892417543171536,839,845,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0300044769233215,0.066158112014791,829.8,894,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.206934866686017,0.035798304515785,348.2,299,0.2,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.171607611857117,0.068531960166631,473.2,357,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.152452552169489,0.0381284543180449,540.8,586,0.2,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.245877726319729,0.0297070909498312,243,241,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.25274283725344,0.0404235112972454,229.6,208,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.303697188987514,0.027504923533533,136,124,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.00457085947277813,0.058359852078576,881.6,874,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.245553184706773,0.0384743529636773,249.4,220,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0333399428006317,0.0216883718647468,862.8,868,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.258055941379889,0.0542093460827429,226.8,266,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.246669193511065,0.0603898103549353,261.8,225,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.202340205196811,0.0462504075628067,368.8,416,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0414231187594543,0.0482606462786223,834.2,865,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0851759558531905,0.0392326833985751,749.6,709,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.116068459193043,0.0412710409318085,661,695,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.269202486613563,0.0407733608903231,199,193,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.21126475664128,0.0392507505497031,334,275,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.326825076307048,0.0595822466515608,120,110,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.1682404235068,0.0389035146864944,485.2,492,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.267893860056938,0.020802853617173,194.6,199,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.181405567145976,0.0685555256427572,440.8,309,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0741592880120544,0.0223658066177946,784,793,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.104156897256416,0.041724551216861,687.4,745,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.289799580567889,0.0421531824807283,161.8,155,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.14398201716532,0.0520229952636635,555,501,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.000837808869084532,0.0255281103834927,902,898,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.175508511430054,0.0553639564141125,459.8,410,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.180411453291286,0.0667762808733207,445.4,313,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.134795415435046,0.0349925373429054,600.8,653,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.134708938670066,0.0624648601624736,576.6,544,0.2,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.133827088487948,0.0481725079847843,592.4,539,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.136847258819019,0.0103393257207715,595.2,613,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.104962184590575,0.0424788494060168,692,681,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0908435787749936,0.0133475778891033,742.4,753,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.121768726538948,0.0565696656519026,630.6,750,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.124883218354276,0.0437785012890731,625.4,610,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0671697077210334,0.0364401259034222,796.2,759,0.2,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.179517535931433,0.0420947353194985,439.4,433,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.140147634412712,0.0319709231412007,575.2,593,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.142233335998667,0.0265183963092353,569.6,520,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.109427963247861,0.0586319974120014,660.6,605,0.2,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.196129933894231,0.0175494677610332,369.6,364,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0841425145099273,0.021701356982335,762.2,798,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0519069057736149,0.0227381535272259,829.4,843,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.238852219449308,0.0414524736422431,260.4,296,0.2,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.182105556104552,0.0320217674178552,419.8,374,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0550080583157486,0.0299861418639352,822.6,853,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.113591521422504,0.0514781380398302,656.6,669,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.156406497182926,0.024151774485615,516.2,475,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0420558800036013,0.0249648794031631,846,864,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.127395265935019,0.0140530420123728,630.4,630,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.106003007474101,0.035986568853671,697.4,701,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.107599879262826,0.0209697142139144,689.4,721,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.183619512993702,0.0207183233730084,419.2,427,0.6,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0626050050968991,0.0338091754453757,806,812,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0811363546543704,0.0223870007159102,770.6,801,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.30191029930662,0.0147664118575604,135.4,123,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0928899581359236,0.0261184652605177,738,736,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.145795165924508,0.0446321576886041,548.6,520,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.258773790886046,0.0305680030045647,217,217,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0760106864293692,0.0414278161330226,768.4,781,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.103618401793092,0.0265095057088255,709.8,724,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.093555995815755,0.0245073603914471,737.6,761,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.107432913939977,0.0186178958642673,693.2,705,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0555634634002178,0.0219995091560221,826,818,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0496568284047871,0.014783734880026,838.4,844,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.102205038174143,0.0153906567250552,710.6,743,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0847105194716908,0.0476240228251082,742.8,811,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.176248812335391,0.022365593544657,446,471,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0417310133119,0.0486508565199666,836.6,810,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0460007746199164,0.0108376122204142,844.6,840,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0352150264780391,0.0296220655604927,856.4,845,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0583742826363077,0.0235977618161834,818.8,832,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.111325058006465,0.0525377707812543,665.6,723,0.2,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.14654224530821,0.0339263794640854,556.2,615,0.2,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.137573961325816,0.045540114839954,583.2,661,0.4,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.00814962978371601,0.0510425233165297,883.2,872,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.345831735747311,0.019800960696565,84.2,82,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.222974163004038,0.0503719255874677,314.6,268,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.184899489966514,0.0314833058362998,409.4,370,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.154878427541665,0.0499768059434826,525.6,509,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.354167093311183,0.0312153122153675,79.4,89,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.133208080602094,0.0373155060931123,597.8,595,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.237228393867796,0.0224428049092312,259,252,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.08207901823985,0.0396307419863139,757.6,815,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0790036593845286,0.0428561992598586,765.2,774,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0209648109042657,0.0185982662502416,878.2,878,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.301755957441981,0.0414192022116613,146.2,114,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.332580297746105,0.027862421779172,99.4,101,0,GigaSSL
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.331124892347849,0.0434514918141644,103,92,0,GigaSSL
