outcome_type,family,subfamily,tumor_type,endpoint,source,mean_effect,sd_effect,mean_rank_within_outcome_repeat,median_rank_within_outcome_repeat,winner_proportion,foundation_model
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.178977125517069,0.011431734357737,732.8,762,0.2,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.19133696518187,0.0476071799832276,670.6,575,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.394942686758091,0.0108546585257626,130.4,132,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.202008872805893,0.0181869029525565,644.6,621,0.2,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.18011015872393,0.0106096348261148,728.8,737,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.107382167503863,0.012391976799051,904.4,900,0,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.345620507486276,0.0157891779941198,227,214,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.147390772917433,0.0204141261470118,831.6,817,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0985278938635102,0.0130141879197869,910.4,910,0,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.219383312967066,0.0152822994041407,575.6,555,0.2,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.178692397610338,0.0156877113992111,735.8,743,0.2,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.149432192696155,0.0226230041169772,825.6,864,0.6,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.200030449997058,0.0138289581633397,646.8,645,0.2,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.127005400397613,0.0170841512119195,879.8,890,0.2,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.203535114505905,0.0229035273942836,639,646,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.274644203969385,0.017181523777085,400.2,379,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.199456003761439,0.016799024099122,648,607,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.253758808286171,0.0259691282983238,462,437,0.6,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.271849365717559,0.00768833561719751,410.2,413,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.174349965123096,0.0125231292542392,752.4,747,0.4,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.239460618378826,0.022677231456331,510.2,472,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.182470957036039,0.0147599789792054,718.4,713,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.151878611104096,0.010047578115277,830.2,838,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.142578918671943,0.116473580807327,967.4,970,0,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.163816048999949,0.0439086226725879,760.8,735,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.156452161605536,0.0438590536819052,781.2,818,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.16413720731949,0.0695119260108823,745.4,795,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.150517428781956,0.0672704748580667,770.4,862,0,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0695752856790516,0.0395761096752425,926.8,925,0.6,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.155973053825681,0.0470301198360767,783.2,811,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0624429711511523,0.0410091364437857,930,928,0.4,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.157672962251443,0.075073023352893,749.2,866,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.314591761992513,0.0376005646669313,304.4,282,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.102002502880533,0.0449460674365622,887.4,912,0,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.3587122530334,0.0847847159304919,227,193,0.6,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0327537657484386,0.073891770678399,936.8,941,0.2,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.247599341584238,0.0873578516471123,512,412,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.00609868499375481,0.106039509746763,920,958,0,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.257605132965863,0.0677679851303669,477.6,369,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.377782866963494,0.0279412560958927,162.6,147,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.130895733585685,0.111572954361177,766,887,0,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.138165260571281,0.06240950376986,798.4,897,0.4,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.321465019244772,0.0972303619844754,314,175,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.311322003535648,0.0227338842454123,308.2,304,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.173988079714835,0.101859468886573,665.8,569,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.03385823744131,0.167207051944316,896,932,0.2,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0716603146922337,0.179849868717368,777.4,955,0.2,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0225540087279377,0.0912243148117329,936,950,0.2,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0537052637821347,0.0809903986028163,923.2,920,0,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.248546692679154,0.072163282627317,498,422,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.266820206546192,0.0925084117814523,442.8,378,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.121242107159931,0.0734160481649501,833.8,819,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.123049391396032,0.0717157653262402,826.6,847,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.134077894355554,0.0646304222957823,820.2,833,0,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.21604965365732,0.0506092020026039,598.2,610,0.6,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.233325091958542,0.0677366558642927,545.2,560,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.256986375352239,0.0218054051941557,451.8,438,0.2,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.230554432222372,0.0576485860185718,549,424,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.379735485468132,0.0089791452295437,153.2,155,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.407038819126444,0.0229323916774224,114.6,130,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.464282022723446,0.0351036083414273,66.4,80,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.191484001350834,0.0342132895861823,686.4,757,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.331258874930464,0.0291648064776389,260.2,280,0.6,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.225750173535634,0.0347241231514692,559.2,578,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.330570846190884,0.0483001737747138,265.4,303,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.479227760651012,0.0300968196901648,54.2,59,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.44764609222601,0.0458598642848768,82.2,77,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.255210324124734,0.0143507736133834,451.8,456,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.218445209298342,0.0179774335629688,580.4,591,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.276029967251068,0.0213735521525185,395.8,394,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.376521392381714,0.0238792476805829,162.8,139,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.356307940347874,0.0370909083238793,208.2,233,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.407660820082194,0.0181250747664587,113.8,112,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.355244364639004,0.0108225469090392,202.4,196,0.6,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.395712919127681,0.020672621118923,133.4,131,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.343965674955892,0.0240925032928065,230.6,207,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.274850409586052,0.0431739252891802,409.6,354,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.20924727630752,0.0201680700278963,611,619,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.503453134775313,0.0402296986705705,39,33,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.405587252667988,0.03034963600791,121,118,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.234040978220781,0.0420423980580337,537.2,529,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.369591374305224,0.0297531515273438,178,185,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.417107701401003,0.0203546135154899,103.8,103,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.284482823008331,0.0366905190438052,380.2,389,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.189550994349004,0.0236155850902181,688.8,673,0.4,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.259035407566433,0.0477967608787599,457.6,378,0.6,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.189705468969955,0.0295797103792151,685.2,641,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.239351549161276,0.0496348901360355,514.4,514,0.6,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.125465320726497,0.0673624626431992,826.8,849,0.4,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.230257396303985,0.0538213490235427,554.6,489,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.203085122667223,0.0179743577477518,635.6,633,0.4,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.136503036776374,0.0717830658987422,795.6,888,0.6,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.32949868633446,0.0180815547405014,264.6,275,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.23642031929624,0.0233694986183347,517.6,516,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.229349155734913,0.0625460102713096,546,436,0.4,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0833530546087547,0.0388343640841716,915.4,925,0,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.199996516924373,0.0419226334258814,652.4,696,0.2,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.135822173338932,0.0329374682921128,848.4,892,0.4,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.146611870971816,0.023822597468861,832.2,834,0.8,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.297764562820922,0.0460288245138167,346,305,0.6,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.234197738113726,0.0313120899312512,529.2,526,0,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0902812163410734,0.0392010621290279,905.8,931,0.4,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.131054856763407,0.0245104837363431,864.6,874,0,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.259386411163904,0.0169770776608296,443.4,431,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0932130184175789,0.0376473739854545,909.2,905,0.4,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.238341388362048,0.0176519172349277,512.6,490,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.173728595934118,0.00827961251944173,753.8,751,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.191604082638263,0.0118653130555515,682.2,701,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.174639061138357,0.0109437097572269,751.8,742,0.4,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.212569179111792,0.0227181001028727,603.6,568,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.167929930171906,0.00547913701960274,775,769,0.6,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.337633024268693,0.0143006162203821,242,226,1,TITAN
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.187169496939309,0.0173193733171844,701.4,718,1,TITAN
