tumor_type,subfamily,endpoint,source,score_method,patients,pathway_genes_requested,pathway_genes_measured,mean,sd
GBM,MSigDB Hallmark,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,190,3.09359019882531e-17,0.232113682999765
GBM,MSigDB Hallmark,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,193,-2.05275611323922e-17,0.217713204011665
GBM,MSigDB Hallmark,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,158,153,4.81674885162893e-16,0.278322816417969
GBM,MSigDB Hallmark,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,183,4.27898457407612e-16,0.481530838767993
GBM,MSigDB Hallmark,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,195,7.28583859910259e-17,0.237486852271402
GBM,MSigDB Hallmark,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,36,35,1.9544551162672e-16,0.288190624701771
GBM,MSigDB Hallmark,HALLMARK_HEME_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,190,-3.55907433154575e-16,0.197850827241451
GBM,MSigDB Hallmark,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,190,-3.55618312575245e-17,0.325139568775306
GBM,MSigDB Hallmark,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,199,193,6.65555573616435e-16,0.309910443743345
GBM,MSigDB Hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,87,87,-1.91976064674767e-16,0.482494225652229
GBM,MSigDB Hallmark,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,197,6.24500451351651e-17,0.454322058638399
GBM,MSigDB Hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,97,92,3.16876154945097e-16,0.614770043628235
GBM,MSigDB Hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,194,1.61907524424502e-16,0.522188413458737
GBM,MSigDB Hallmark,HALLMARK_KRAS_SIGNALING_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,186,-2.29706300277262e-16,0.229814448916338
GBM,MSigDB Hallmark,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,193,4.22116045821023e-17,0.304251311990521
GBM,MSigDB Hallmark,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,199,195,6.64977332457776e-17,0.342596564257328
GBM,MSigDB Hallmark,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,191,6.67868538251071e-16,0.247970969807626
GBM,MSigDB Hallmark,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,187,2.56739074444567e-16,0.423450385626473
GBM,MSigDB Hallmark,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,58,57,2.82181685425561e-16,0.382982314433218
GBM,MSigDB Hallmark,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,197,-2.37078875050164e-17,0.249107684932495
GBM,MSigDB Hallmark,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,32,32,2.18141477104084e-16,0.182632793009435
GBM,MSigDB Hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,182,1.82724206136224e-16,0.501336782610641
GBM,MSigDB Hallmark,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,190,-5.54533271153919e-16,0.255917149702561
GBM,MSigDB Hallmark,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,40,40,-3.0993726104119e-16,0.286420335926477
GBM,MSigDB Hallmark,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,104,101,-2.02384405530628e-16,0.20693026246441
GBM,MSigDB Hallmark,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,105,104,4.72423026624351e-16,0.185223492313849
GBM,MSigDB Hallmark,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,96,95,5.28512419014267e-16,0.288986163867833
GBM,MSigDB Hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,49,45,7.9334686968006e-16,0.379292942455013
GBM,MSigDB Hallmark,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,135,128,3.74122029652331e-16,0.209111005430364
GBM,MSigDB Hallmark,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,54,54,1.26056572587648e-16,0.260792611719819
GBM,MSigDB Hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,196,-6.82324567217544e-17,0.449176993496498
GBM,MSigDB Hallmark,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,113,105,-6.45570113570286e-16,0.20624840830069
GBM,MSigDB Hallmark,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,144,136,-7.35811874393496e-17,0.29068721012271
GBM,MSigDB Hallmark,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,158,152,-2.96059473233375e-16,0.201448722212166
GBM,MSigDB Hallmark,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,42,42,4.92083226018754e-16,0.301819823749535
GBM,MSigDB Hallmark,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,200,196,3.40005801291454e-16,0.242992671990147
GBM,glutathione synthesis and recycling,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,96,12,12,6.20741883820367e-16,0.37680624816329
HNSC,vitamin B6 metabolism,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,6,5,-2.58214766813272e-16,0.469606001684238
HNSC,MSigDB Hallmark,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,189,-3.26912956232951e-16,0.193437139695394
HNSC,MSigDB Hallmark,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,195,2.29203282798746e-18,0.454219519618568
HNSC,MSigDB Hallmark,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,101,97,-8.66325613559313e-16,0.228426167215212
HNSC,MSigDB Hallmark,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,36,36,-6.24437655931706e-16,0.437675729110808
HNSC,MSigDB Hallmark,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,192,-6.05724620788137e-16,0.248530141840408
HNSC,MSigDB Hallmark,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,44,43,-1.24299609067107e-15,0.24066944692479
HNSC,MSigDB Hallmark,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,161,158,-1.27568895617987e-16,0.186489346576224
HNSC,MSigDB Hallmark,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,112,111,-3.63020322701246e-16,0.226496073984204
HNSC,MSigDB Hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,74,72,-3.92848147175055e-16,0.200742779352685
HNSC,MSigDB Hallmark,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,138,136,-2.00945343823558e-18,0.287116932901418
HNSC,MSigDB Hallmark,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,195,-4.02016278487005e-16,0.291293680366046
HNSC,MSigDB Hallmark,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,150,139,9.72339981281226e-16,0.281240745916441
HNSC,MSigDB Hallmark,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,187,1.42994590527442e-15,0.521529275338913
HNSC,MSigDB Hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,194,-3.25782638673943e-16,0.519461120622054
HNSC,MSigDB Hallmark,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,190,-4.67197924389772e-16,0.203462476956214
HNSC,MSigDB Hallmark,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,193,-1.6829172545223e-16,0.164385608635243
HNSC,MSigDB Hallmark,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,158,153,1.95482142288355e-16,0.204576898740571
HNSC,MSigDB Hallmark,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,183,1.7415681767508e-15,0.431178204865605
HNSC,MSigDB Hallmark,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,195,-5.04718187806827e-16,0.165739658564483
HNSC,MSigDB Hallmark,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,36,35,5.94547036037952e-16,0.373060069895756
HNSC,MSigDB Hallmark,HALLMARK_HEME_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,190,-1.17078920716198e-15,0.1486470197152
HNSC,MSigDB Hallmark,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,190,-9.312560777823e-16,0.241410355439506
HNSC,MSigDB Hallmark,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,199,193,-4.03303584595875e-16,0.272017129342345
HNSC,MSigDB Hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,87,87,-2.36424756092405e-17,0.374493861824545
HNSC,MSigDB Hallmark,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,197,6.42766069128112e-16,0.367220122705418
HNSC,MSigDB Hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,97,92,-2.54698223296359e-16,0.653649737526573
HNSC,MSigDB Hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,194,2.43646229386064e-16,0.505027660752281
HNSC,MSigDB Hallmark,HALLMARK_KRAS_SIGNALING_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,188,3.01543606575226e-16,0.227459049851827
HNSC,MSigDB Hallmark,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,193,-6.12757707821961e-16,0.305929485906075
HNSC,MSigDB Hallmark,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,199,195,3.79535518146745e-16,0.316312570607506
HNSC,MSigDB Hallmark,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,191,8.36811766185228e-16,0.222988973717443
HNSC,MSigDB Hallmark,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,187,1.52304011534268e-15,0.425912888858768
HNSC,MSigDB Hallmark,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,58,57,1.31995972724099e-15,0.489035033613869
HNSC,MSigDB Hallmark,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,197,4.13947408276529e-16,0.442162578081458
HNSC,MSigDB Hallmark,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,32,32,-8.14707778364637e-16,0.25456462480722
HNSC,MSigDB Hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,182,-3.26724569973116e-16,0.402689178527633
HNSC,MSigDB Hallmark,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,190,8.36686175345339e-16,0.156420870320904
HNSC,MSigDB Hallmark,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,40,40,2.67382898125222e-16,0.264381313961339
HNSC,MSigDB Hallmark,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,104,101,-1.03012746648549e-15,0.17275688519786
HNSC,MSigDB Hallmark,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,105,104,2.31333715538219e-15,0.156165988070125
HNSC,MSigDB Hallmark,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,96,95,2.4344528404224e-15,0.29335756133714
HNSC,MSigDB Hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,49,45,-7.94613243982281e-16,0.286734520332328
HNSC,MSigDB Hallmark,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,135,130,-2.64682695067592e-16,0.244874073545521
HNSC,MSigDB Hallmark,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,54,54,-9.77724688541498e-17,0.336585431514766
HNSC,MSigDB Hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,196,-2.88858931746364e-16,0.359530457573396
HNSC,MSigDB Hallmark,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,113,105,1.84838318607701e-16,0.201347016505995
HNSC,MSigDB Hallmark,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,144,136,-4.21106086150243e-16,0.362861474406578
HNSC,MSigDB Hallmark,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,158,152,3.61450437202625e-16,0.158893289958826
HNSC,MSigDB Hallmark,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,42,42,-2.02892001841848e-16,0.286566395800046
HNSC,MSigDB Hallmark,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,200,196,-4.81562376702159e-16,0.189905599315812
HNSC,glutathione synthesis and recycling,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,442,12,12,1.54332303598487e-15,0.332745074035085
KICH,vitamin B6 metabolism,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,65,6,5,1.89933538982027e-15,0.507455275556795
KICH,MSigDB Hallmark,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,65,200,189,3.20256641718795e-16,0.223942104930839
KICH,MSigDB Hallmark,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,65,200,194,-1.02482125350014e-17,0.512473066763057
KICH,MSigDB Hallmark,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,65,101,97,5.70910839970706e-16,0.256968111610751
KICH,MSigDB Hallmark,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,65,36,36,4.9447625481382e-16,0.366626303591814
KICH,MSigDB Hallmark,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,mean of within-cancer gene-wise z scores after patient-level mean aggregation of primary-tumour RNA aliquots,65,200,192,-6.4051328343759e-17,0.258281194003926
