outcome_type,family,tumor_type,endpoint,highlighted,model_n,high_volume,subgroup_variable,subgroup,subgroup_n,positive,negative,denominator_adequate,reason,q2,rmse,spearman,sensitivity,specificity,balanced_accuracy,auc,pr_auc
continuous,rna_pathway_activity,BRCA,HALLMARK_COMPLEMENT,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.305671989797,0.269082541617596,0.555724838161619,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_COMPLEMENT,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_E2F_TARGETS,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.614302133910836,0.342160841658795,0.732892649391856,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_E2F_TARGETS,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.351200619059321,0.399264407653383,0.656837272099519,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_E2F_TARGETS,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_E2F_TARGETS,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_E2F_TARGETS,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.538143225480213,0.365188177998876,0.728038028829506,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_E2F_TARGETS,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.537935682726768,0.367329177320358,0.735794734675947,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_E2F_TARGETS,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.290667470958758,0.385844028777209,0.603141195134849,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.326825089355498,0.46703217326434,0.591900192729859,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.296378688125819,0.416106142428799,0.551548100695742,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.32002094211041,0.421850350957039,0.567688612308827,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.443060583622848,0.206535449142862,0.634172395557906,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.529002951988246,0.206636204180122,0.743462129098086,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.414343652252783,0.217620479014628,0.532019471593292,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.459857348905953,0.213694602415314,0.611310536174113,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.287802943754204,0.164240294263966,0.520877842411422,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.361150648444218,0.168799202390302,0.622699867047317,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.245301581527651,0.184438295110983,0.400420368852637,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.285653708475851,0.17910185511523,0.479328240304046,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_G2M_CHECKPOINT,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.626357952185386,0.285534879102395,0.762591221575886,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_G2M_CHECKPOINT,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.266729481628373,0.39386583162359,0.589975470745257,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_G2M_CHECKPOINT,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_G2M_CHECKPOINT,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_G2M_CHECKPOINT,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.510363051726899,0.328827718663739,0.712802838967223,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_G2M_CHECKPOINT,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.499215982441528,0.333751439595234,0.714863841547419,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_G2M_CHECKPOINT,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_GLYCOLYSIS,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.379386118016622,0.156531741648924,0.660095187731359,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_GLYCOLYSIS,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.33491553466685,0.166533472756379,0.601508858359014,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_GLYCOLYSIS,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_GLYCOLYSIS,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_GLYCOLYSIS,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.326025050069895,0.152901927254191,0.546473369350082,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_GLYCOLYSIS,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.359788077912502,0.152321632520424,0.58740620350767,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_GLYCOLYSIS,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_HYPOXIA,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.319870917904693,0.195639981299912,0.598826017979905,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_HYPOXIA,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.315545825836582,0.225909185771888,0.566898904428664,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_HYPOXIA,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_HYPOXIA,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_HYPOXIA,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.247044086913801,0.209063249753211,0.491537519924126,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_HYPOXIA,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.270309949966656,0.210410515889148,0.518374475056055,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_HYPOXIA,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL2_STAT5_SIGNALING,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.156321994496319,0.273031551329189,0.472607086197779,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL2_STAT5_SIGNALING,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.402722948856949,0.256689266351818,0.657787007740114,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL2_STAT5_SIGNALING,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL2_STAT5_SIGNALING,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL2_STAT5_SIGNALING,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.327466183690374,0.246211839022589,0.569106432774622,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL2_STAT5_SIGNALING,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.324964656070078,0.248709037068169,0.574103559068209,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL2_STAT5_SIGNALING,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.235880789011271,0.370248735477253,0.531433104177684,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.39452275450379,0.376887697249426,0.676750286002865,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.351443495381306,0.344982258312099,0.577589188532872,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.337464162991469,0.351067934649994,0.58565876077918,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.185481492742015,0.385801014674131,0.507054468535167,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.407483274042577,0.356970357351189,0.688556793469859,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.32792684548099,0.346437919137631,0.558348953600095,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.325904452329535,0.348216204498115,0.574103868439227,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.118987130147862,0.520221560536,0.408133262823903,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.32405269328437,0.451421510342833,0.603810794933369,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.321564007702924,0.432644617271144,0.52644401204523,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.294286424177193,0.441013448714765,0.523155211013438,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_DN,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.106558202987578,0.182485152588355,0.435293495505024,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_DN,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.25101618569687,0.189334439209605,0.5464360435755,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_DN,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_DN,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_DN,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.258795710971635,0.171138468517558,0.505153746417065,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_DN,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.254238820250476,0.174835560390351,0.517973897193664,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_DN,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_UP,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.105174244150842,0.281654229029495,0.457165520888419,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_UP,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.308898968710859,0.320198779215528,0.601965432302349,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_UP,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_UP,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_UP,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.286114490736757,0.287942044494508,0.541421911985078,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_UP,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.289543116940927,0.289879660259474,0.551565430156932,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_UP,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MTORC1_SIGNALING,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.490572804111033,0.231373246073651,0.729413008989952,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MTORC1_SIGNALING,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.437980855309224,0.208872258844299,0.678705927216136,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MTORC1_SIGNALING,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MTORC1_SIGNALING,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MTORC1_SIGNALING,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.569801166973489,0.198662007741971,0.745387644657051,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MTORC1_SIGNALING,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.564248467179221,0.199915913155009,0.75386124901828,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MTORC1_SIGNALING,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V1,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.444668600690562,0.325744961718344,0.643733474352194,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V1,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.427833046474093,0.327976402220495,0.652391087017016,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V1,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V1,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V1,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.484135593363235,0.312281642762326,0.675109626829566,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V1,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.50563512131813,0.311717020710716,0.698495806102461,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V1,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V2,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.38923481215776,0.33131624805682,0.583088313061872,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V2,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.458225085664401,0.403613764080158,0.713107176352974,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V2,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V2,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V2,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.388567094803618,0.364279645272553,0.59611156023637,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V2,FALSE,1052,TRUE,Recorded sex,FEMALE,1040,,,TRUE,performance estimated,0.459007931779862,0.364948686226252,0.648261426618581,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYC_TARGETS_V2,FALSE,1052,TRUE,Recorded sex,MALE,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYOGENESIS,FALSE,1052,TRUE,Broad race,Asian,61,,,TRUE,performance estimated,0.3433487052049,0.247721205361393,0.627435219460603,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYOGENESIS,FALSE,1052,TRUE,Broad race,Black or African American,167,,,TRUE,performance estimated,0.187982052378021,0.301241476855161,0.547371350242716,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYOGENESIS,FALSE,1052,TRUE,Broad race,Missing,94,,,FALSE,demographic field missing,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYOGENESIS,FALSE,1052,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,rna_pathway_activity,BRCA,HALLMARK_MYOGENESIS,FALSE,1052,TRUE,Broad race,White,729,,,TRUE,performance estimated,0.300829513719451,0.248723683987699,0.538140689571435,,,,,
