gs_name,gene_symbol,ncbi_gene,gs_collection,gs_subcollection,db_version,gs_id,gs_description
HALLMARK_ADIPOGENESIS,ABCA1,19,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ABCB8,11194,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ACAA2,10449,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ACADL,33,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ACADM,34,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ACADS,35,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ACLY,47,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ACO2,50,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ACOX1,51,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ADCY6,112,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ADIG,149685,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ADIPOQ,9370,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ADIPOR2,79602,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,AGPAT3,56894,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,AIFM1,9131,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,AK2,204,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ALDH2,217,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ALDOA,226,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ANGPT1,284,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ANGPTL4,51129,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,APLP2,334,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,APOE,348,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ARAF,369,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ARL4A,10124,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ATL2,64225,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ATP1B3,483,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ATP5PO,539,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,BAZ2A,11176,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,BCKDHA,593,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,BCL2L13,23786,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,BCL6,604,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,C3,718,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CAT,847,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CAVIN1,284119,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CAVIN2,8436,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CCNG2,901,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CD151,977,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CD302,9936,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CD36,948,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CDKN2C,1031,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CHCHD10,400916,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CHUK,1147,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CIDEA,1149,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CMBL,134147,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CMPK1,51727,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,COL15A1,1306,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,COL4A1,1282,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,COQ3,51805,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,COQ5,84274,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,COQ9,57017,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,COX6A1,1337,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,COX7B,1349,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,COX8A,1351,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CPT2,1376,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CRAT,1384,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CS,1431,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CYC1,1537,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,CYP4B1,1580,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,DBT,1629,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,DDT,1652,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,DECR1,1666,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,DGAT1,8694,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,DHCR7,1717,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,DHRS7,51635,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,DHRS7B,25979,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,DLAT,1737,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,DLD,1738,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,DNAJB9,4189,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,DNAJC15,29103,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,DRAM2,128338,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ECH1,1891,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ECHS1,1892,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ELMOD3,84173,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ELOVL6,79071,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ENPP2,5168,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,EPHX2,2053,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ESRRA,2101,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ESYT1,23344,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ETFB,2109,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,FABP4,2167,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,FAH,2184,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,FZD4,8322,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,G3BP2,9908,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,GADD45A,1647,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,GBE1,2632,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,GHITM,27069,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,GPAM,57678,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,GPAT4,137964,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,GPD2,2820,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,GPHN,10243,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,GPX3,2878,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,GPX4,2879,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,GRPEL1,80273,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,HADH,3033,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,HIBCH,26275,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,HSPB8,26353,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,IDH1,3417,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,IDH3A,3419,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,IDH3G,3421,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,IFNGR1,3459,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,IMMT,10989,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ITGA7,3679,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ITIH5,80760,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ITSN1,6453,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,JAGN1,84522,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,LAMA4,3910,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,LEP,3952,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,LIFR,3977,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,LIPE,3991,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,LPCAT3,10162,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,LPL,4023,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,LTC4S,4056,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,MAP4K3,8491,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,MCCC1,56922,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,MDH2,4191,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ME1,4199,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,MGLL,11343,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,MGST3,4259,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,MIGA2,84895,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,MRAP,56246,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,MRPL15,29088,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,MTARC2,54996,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,MTCH2,23788,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,MYLK,4638,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,NABP1,64859,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,NDUFA5,4698,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,NDUFAB1,4706,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,NDUFB7,4713,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,NDUFS3,4722,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,NKIRAS1,28512,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,NMT1,4836,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,OMD,4958,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,ORM1,5004,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PDCD4,27250,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PEMT,10400,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PEX14,5195,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PFKFB3,5209,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PFKL,5211,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PGM1,5236,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PHLDB1,23187,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PHYH,5264,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PIM3,415116,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PLIN2,123,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,POR,5447,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PPARG,5468,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PPM1B,5495,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PPP1R15B,84919,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PRDX3,10935,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PREB,10113,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PTCD3,55037,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,PTGER3,5733,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,QDPR,5860,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,RAB34,83871,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,REEP5,7905,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,REEP6,92840,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,RETN,56729,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,RETSAT,54884,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,RIOK3,8780,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,RMDN3,55177,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,RNF11,26994,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,RREB1,6239,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,RTN3,10313,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SAMM50,25813,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SCARB1,949,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SCP2,6342,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SDHB,6390,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SDHC,6391,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SLC19A1,6573,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SLC1A5,6510,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SLC25A1,6576,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SLC25A10,1468,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SLC27A1,376497,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SLC5A6,8884,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SLC66A3,130814,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SNCG,6623,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SOD1,6647,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SORBS1,10580,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SOWAHC,65124,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SPARCL1,8404,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SQOR,58472,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SSPN,8082,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,STAT5A,6776,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,STOM,2040,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SUCLG1,8802,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,SULT1A1,6817,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,TALDO1,6888,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,TANK,10010,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,TKT,7086,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,TOB1,10140,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,TST,7263,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,UBC,7316,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,UBQLN1,29979,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,UCK1,83549,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,UCP2,7351,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,UQCR10,29796,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,UQCR11,10975,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
HALLMARK_ADIPOGENESIS,UQCRC1,7384,H,"",2026.1.Hs,M5905,Genes up-regulated during adipocyte differentiation (adipogenesis).
